BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2013-03-25,BKTRUB_TOM,BKTRUB000TOM,34.94,34.88,34.94,34.895,11.0,523371968.0,34.8915
CETS,2013-03-25,CNYRUB_TOD,CNY000000TOD,49.54,49.5338,49.6,49.59,9.0,6795942.93,49.5692
CETS,2013-03-25,EUR_TODTOM,EUR000TODTOM,0.0068,0.0067,0.0071,0.0071,373.0,110803326840.0,0.007
CNGD,2013-03-25,EUR_TODTOM,EUR000TODTOM,0.0,0.0,0.0176,0.0176,9.0,1759006.99,
CETS,2013-03-25,EURUSD_TOD,EURUSD000TOD,1.3039,1.2987,1.304,1.3003,20.0,270223631.97,1.3017
CETS,2013-03-25,EURUSD_TOM,EURUSD000TOM,1.3035,1.2831,1.3044,1.2864,404.0,17559374455.02,1.2939
CETS,2013-03-25,EURUSDTDTM,EURUSDTODTOM,6e-06,0.0,1.3e-05,1.3e-05,26.0,3249679884.07,5e-06
CETS,2013-03-25,EURRUB_TOD,EUR_RUB__TOD,40.1295,39.9215,40.1295,39.9275,1545.0,9358429576.5,40.0116
CNGD,2013-03-25,EURRUB_TOD,EUR_RUB__TOD,40.1095,39.955,40.1095,40.02,14.0,868460930.0,
CETS,2013-03-25,EURRUB_TOM,EUR_RUB__TOM,40.1,39.73,40.111,39.762,1845.0,17392918813.5,39.9214
CNGD,2013-03-25,EURRUB_TOM,EUR_RUB__TOM,40.09,39.825,40.1027,39.96,15.0,1704660400.0,
CETS,2013-03-25,USDRUB_TOD,USD000000TOD,30.762,30.7025,30.7945,30.7105,4688.0,45331659168.0,30.7502
CNGD,2013-03-25,USDRUB_TOD,USD000000TOD,30.9235,30.71,30.9235,30.7325,23.0,3639184439.0,
CETS,2013-03-25,USD_TODTOM,USD000TODTOM,0.005,0.005,0.0055,0.0055,627.0,241322093180.0,0.0053
CNGD,2013-03-25,USD_TODTOM,USD000TODTOM,0.0051,-0.0118,0.0135,0.0068,61.0,1729290140.86,
CETS,2013-03-25,USDRUB_TOM,USD000UTSTOM,30.802,30.705,30.9525,30.924,13128.0,132879259804.5,30.7674
CNGD,2013-03-25,USDRUB_TOM,USD000UTSTOM,30.772,30.708,30.885,30.75,22.0,6277857100.0,
CNGD,2013-03-25,USDRUB_LTV,USDRUB_FWD,30.7412,30.7412,30.7467,30.7467,5.0,1491025000.0,
CETS,2013-03-25,USD_TOMSPT,USDRUB_TOM1D,0.0049,0.0049,0.0049,0.0049,1.0,55567800.0,0.0049
CNGD,2013-03-25,USD_TOM1W,USDRUB_TOM1W,0.0364,0.0364,0.0378,0.0378,5.0,1498812200.0,
CETS,2013-03-25,USD_TOM2M,USDRUB_TOM2M,0.326,0.323,0.326,0.323,2.0,1310005200.0,0.3245
CETS,2013-03-25,USD_TOM2W,USDRUB_TOM2W,0.0715,0.0715,0.0715,0.0715,1.0,603283200.0,0.0715
CETS,2013-03-25,USD_TOM3M,USDRUB_TOM3M,0.474,0.474,0.474,0.474,1.0,658142100.0,0.474
CETS,2013-03-25,USD_TOM6M,USDRUB_TOM6M,0.945,0.945,0.945,0.945,2.0,636222000.0,0.945
