BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2016-11-24,BYNRUB_TOD,BYNRUB_TOD,33.36,33.36,33.36,33.36,2.0,834000.0,33.36
CETS,2016-11-24,CHFRUB_TOM,CHFRUB_TOM,63.51,63.35,63.51,63.4,3.0,3995250.0,63.4167
CETS,2016-11-24,CNYRUB_TOD,CNY000000TOD,9.35,9.285,9.35,9.29,21.0,63653990.0,9.3007
CETS,2016-11-24,CNY_TODTOM,CNYRUBTODTOM,0.001779,0.001506,0.0022,0.00185,27.0,1812237293.7,0.001866
CNGD,2016-11-24,CNY_TODTOM,CNYRUBTODTOM,0.00286,-0.003058,0.004587,0.004587,40.0,3367611.55,
CETS,2016-11-24,CNYRUB_TOM,CNYRUB_TOM,9.2999,9.26,9.3128,9.2804,114.0,332886215.8,9.2933
CETS,2016-11-24,CNY_TOMSPT,CNYRUB_TOM1D,0.0054,0.0054,0.0054,0.0054,1.0,372264000.0,0.0054
CNGD,2016-11-24,CNY_TOM1W,CNYRUB_TOM1W,0.0,0.0,0.0,0.0,2.0,186024.0,
CETS,2016-11-24,EUR_TODTOM,EUR000TODTOM,0.0175,0.0169,0.0196,0.0183,764.0,130117133040.0,0.0181
CNGD,2016-11-24,EUR_TODTOM,EUR000TODTOM,0.0175,-0.026,0.0369,0.0325,1174.0,51573343269.26,
CNGD,2016-11-24,EUR_TOM1W,EURRUB_TOM1W,0.126,0.123,0.126,0.123,3.0,5454456000.0,
CETS,2016-11-24,EURUSD_TOM,EURUSD000TOM,1.0543,1.052,1.0584,1.0554,421.0,4950003615.66,1.055
CNGD,2016-11-24,EURUSD_TOM,EURUSD000TOM,1.0534,1.0526,1.0569,1.0569,4.0,4047199691.43,
CETS,2016-11-24,EURRUB_TOD,EUR_RUB__TOD,67.9275,67.89,68.2725,68.005,3254.0,14209326522.5,68.052
CNGD,2016-11-24,EURRUB_TOD,EUR_RUB__TOD,68.16,67.96,68.16,68.055,13.0,79184768.41,
CETS,2016-11-24,EURRUB_TOM,EUR_RUB__TOM,67.885,67.7925,68.2725,68.02,3953.0,14413474905.0,68.0703
CNGD,2016-11-24,EURRUB_TOM,EUR_RUB__TOM,68.055,68.055,68.06,68.06,2.0,272230000.0,
CNGD,2016-11-24,GBP_TODTOM,GBPRUBTODTOM,0.0395,-0.0306,0.0434,0.0206,46.0,45621505.2,
CETS,2016-11-24,GBPRUB_TOD,GBPRUB_TOD,80.5,80.16,80.5,80.36,10.0,7302430.0,80.2465
CETS,2016-11-24,GBPRUB_TOM,GBPRUB_TOM,80.31,80.01,80.57,80.3,33.0,48727040.0,80.2752
CETS,2016-11-24,GLDRUB_TOM,GLDRUB_TOM,2459.0,2459.0,2459.0,2459.0,1.0,24590.0,2459.0
CETS,2016-11-24,KZTRUB_TOD,KZT000000TOM,19.29,19.29,19.29,19.29,1.0,192900.0,19.29
CETS,2016-11-24,USDRUB_TOM,USD000UTSTOM,64.4125,64.2825,64.81,64.485,30125.0,164739763592.5,64.4915
CNGD,2016-11-24,USDRUB_TOM,USD000UTSTOM,64.65,64.34,64.773,64.4124,31.0,6352382076.65,
CETS,2016-11-24,USDRUB_SPT,USDRUB_SPT,64.6,64.395,64.63,64.42,7.0,271340500.0,64.6049
CNGD,2016-11-24,USD_TOMSPT,USDRUB_TOM1D,0.0425,0.0425,0.0425,0.0425,2.0,12931360000.0,
