BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2016-10-27,BYNRUB_TOD,BYNRUB_TOD,33.42,33.42,33.42,33.42,1.0,167100.0,33.42
CNGD,2016-10-27,CHF_TODTOM,CHFRUBTODTOM,0.0311,0.0311,0.0311,0.0311,1.0,59732.72,
CETS,2016-10-27,CHFRUB_TOD,CHFRUB_TOD,63.33,63.33,63.33,63.33,1.0,189990.0,63.33
CETS,2016-10-27,CHFRUB_TOM,CHFRUB_TOM,63.59,63.26,63.59,63.26,5.0,10844190.0,63.4163
CETS,2016-10-27,CNYRUB_TOD,CNY000000TOD,9.27,9.2646,9.3181,9.3,26.0,92970137.6,9.2942
CETS,2016-10-27,CNY_TODTOM,CNYRUBTODTOM,0.001768,0.001662,0.002076,0.002076,25.0,3427637035.6,0.001991
CNGD,2016-10-27,CNY_TODTOM,CNYRUBTODTOM,0.0,-0.003039,0.004559,0.0044,46.0,12646761.35,
CETS,2016-10-27,CNYRUB_TOM,CNYRUB_TOM,9.269,9.218,9.312,9.2478,554.0,841431598.9,9.2707
CETS,2016-10-27,CNY_TOMSPT,CNYRUB_TOM1D,0.0052,0.0052,0.0052,0.0052,1.0,295987200.0,0.0052
CETS,2016-10-27,EUR_TODTOM,EUR000TODTOM,0.0199,0.0188,0.0199,0.0195,486.0,136732586660.0,0.0192
CNGD,2016-10-27,EUR_TODTOM,EUR000TODTOM,0.0291,-0.0262,0.0372,0.0328,1097.0,7422315092.43,
CETS,2016-10-27,EUR_TOM1W,EURRUB_TOM1W,0.1911,0.1911,0.1911,0.1911,1.0,343651000.0,0.1911
CNGD,2016-10-27,EUR_TOM1W,EURRUB_TOM1W,0.199,0.199,0.199,0.199,1.0,2405833500.0,
CETS,2016-10-27,EUR_TOM2M,EURRUB_TOM2M,1.2,1.2,1.2,1.2,1.0,348695500.0,1.2
CETS,2016-10-27,EURUSD_TOD,EURUSD000TOD,1.0902,1.0902,1.09265,1.0925,70.0,289887121.45,1.0917
CETS,2016-10-27,EURUSD_TOM,EURUSD000TOM,1.09015,1.08825,1.094,1.08975,441.0,4047225723.81,1.0917
CNGD,2016-10-27,EURUSD_TOM,EURUSD000TOM,1.0926,1.091,1.0926,1.091,2.0,2652076440.9,
CETS,2016-10-27,EURUSDTDTM,EURUSDTODTOM,3.2e-05,2.5e-05,4.2e-05,3e-05,92.0,29967109739.54,3.4e-05
CNGD,2016-10-27,EURUSDTDTM,EURUSDTODTOM,3.2e-05,3.2e-05,0.0001,4e-05,5.0,56577062.31,
CETS,2016-10-27,EURRUB_TOD,EUR_RUB__TOD,68.4775,68.4775,68.9475,68.675,4079.0,17483431625.0,68.738
CNGD,2016-10-27,EURRUB_TOD,EUR_RUB__TOD,68.87,68.525,68.87,68.525,6.0,194722885.77,
CETS,2016-10-27,EURRUB_TOM,EUR_RUB__TOM,68.505,68.3225,68.97,68.38,5581.0,20546195852.5,68.6558
CNGD,2016-10-27,EURRUB_TOM,EUR_RUB__TOM,68.785,68.77,68.95,68.95,6.0,757067439.25,
CNGD,2016-10-27,GBP_TODTOM,GBPRUBTODTOM,0.0378,-0.0242,0.0378,0.0326,55.0,78813102.32,
CETS,2016-10-27,GBPRUB_TOD,GBPRUB_TOD,76.86,76.86,77.14,77.1,19.0,25417985.0,77.0242
CETS,2016-10-27,GBPRUB_TOM,GBPRUB_TOM,76.77,76.32,77.21,76.35,79.0,138326352.5,76.848
CETS,2016-10-27,GLD_TODTOM,GLDRUBTODTOM,0.6954,0.6954,0.6954,0.6954,2.0,1221933792.0,0.6954
CETS,2016-10-27,GLDRUB_TOM,GLDRUB_TOM,2565.0,2565.0,2565.0,2565.0,1.0,76950.0,2565.0
CETS,2016-10-27,SLVRUB_TOM,SLVRUB_TOM,35.5,35.5,35.5,35.5,2.0,7100.0,35.5
CETS,2016-10-27,USDRUB_TOD,USD000000TOD,62.8275,62.555,63.2375,62.68,20803.0,106249394790.0,62.9297
CNGD,2016-10-27,USDRUB_TOD,USD000000TOD,62.805,62.65,63.1625,62.81,59.0,871483840.98,
CETS,2016-10-27,USD_TODTOM,USD000TODTOM,0.0167,0.0155,0.0181,0.0163,1157.0,373221950530.0,0.0162
CNGD,2016-10-27,USD_TODTOM,USD000TODTOM,0.0267,-0.0275,0.0341,0.03,5810.0,201804095020.78,
CETS,2016-10-27,USDRUB_TOM,USD000UTSTOM,62.7875,62.57,63.25,62.7025,42370.0,259910088815.0,62.8763
CNGD,2016-10-27,USDRUB_TOM,USD000UTSTOM,62.9,62.6,63.6,62.7175,33.0,4592893884.75,
CETS,2016-10-27,USDRUB_SPT,USDRUB_SPT,63.125,62.665,63.125,62.7225,10.0,126688770.0,63.1235
CETS,2016-10-27,USD_TOM1M,USDRUB_TOM1M,0.488,0.488,0.492,0.492,2.0,329048480.0,0.4882
CETS,2016-10-27,USD_TOM1W,USDRUB_TOM1W,0.159,0.159,0.159,0.159,1.0,629494000.0,0.159
CNGD,2016-10-27,USD_TOM2W,USDRUB_TOM2W,0.267,0.267,0.267,0.267,1.0,3152870000.0,
