BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2004-09-02,Индекс МосБиржи,Индекс МосБиржи,550.67,550.43,557.16,546.23,9111088680.61,,,2,,RUB,
RTSI,MCFTR,2004-09-02,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,550.67,550.67,550.67,550.67,0.0,,,2,0.0,,
RTSI,MCFTRN,2004-09-02,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),550.67,550.67,550.67,550.67,0.0,,,2,0.0,,
RTSI,MCFTRR,2004-09-02,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),550.67,550.67,550.67,550.67,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2004-09-02,Индекс МосБиржи 10,Индекс МосБиржи 10,1114.84,1116.35,1130.55,1105.83,5018858458.55,,,2,,RUB,
SNDX,MICEXBNDPRCI,2004-09-02,RCBI,RCBI,102.98,102.97,103.02,102.97,42443908.3,,,2,,RUB,
SNDX,MICEXBNDTRTI,2004-09-02,RCBIc,RCBI-c,123.22,,,,42443908.3,,,2,,RUB,
SNDX,MICEXCBICP,2004-09-02,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,102.98,102.97,103.02,102.97,42443908.3,,,2,,RUB,
SNDX,MICEXCBITR,2004-09-02,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,123.22,,,,42443908.3,,,2,,RUB,
SNDX,MICEXINDEXCF,2004-09-02,Индекс МосБиржи (архив),Индекс МосБиржи (архив),550.67,550.43,557.16,546.23,9111088680.61,,,2,,RUB,
SNDX,MOEX10,2004-09-02,Индекс МосБиржи 10,Индекс МосБиржи 10,1114.84,1116.35,1130.55,1105.83,5018858458.55,,,2,,RUB,
RTSI,RTS2,2004-09-02,Второй эшелон в $,Индекс второго эшелона Московской Биржи в долларах,673.37,673.37,673.37,673.37,1160344.0,,,2,6377663484.1348,USD,
RTSI,RTSI,2004-09-02,Индекс РТС,Индекс РТС,587.01,588.2,590.88,586.27,20680472.0,,,2,47266299422.1117,USD,
RTSI,RTSin,2004-09-02,Машиностроение в $,Индекс машиностроения Московской Биржи в долларах,87.35,87.35,87.35,87.35,0.0,,,2,604809044.8568,USD,
RTSI,RTSmm,2004-09-02,Индекс РТС металлов и добычи,Индекс РТС металлов и добычи,83.13,83.13,83.13,83.13,0.0,,,2,685279180.6529,USD,
RTSI,RTSog,2004-09-02,Индекс РТС нефти и газа,Индекс РТС нефти и газа,107.07,107.07,107.07,107.07,0.0,,,2,14024339210.4834,USD,
RTSI,RTStl,2004-09-02,Индекс РТС телекоммуникаций,Индекс РТС телекоммуникаций ,97.09,97.09,97.09,97.09,0.0,,,2,2421438656.2521,USD,
RTSI,RTSUSDCUR,2004-09-02,RTSUSDCUR,Курс доллара США на момент закрытия Индекса РТС,29.2552,29.2552,29.2552,29.2552,,,,2,,RUB,
SNDX,RUCBICP,2004-09-02,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,102.98,102.97,103.02,102.97,42443908.3,,,2,,RUB,
SNDX,RUCBITR,2004-09-02,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,123.22,,,,42443908.3,,,2,,RUB,
SNDX,TECHIND,2004-09-02,Технический индекс акций,Технический индекс акций,956.97,966.26,0.0,0.0,0.0,,,2,,RUB,
