BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
EQNE,2013-04-01,АбрауДюрсо,ABRD,14.0,382642.0,81.44,80.96,81.54,81.02,81.41,80.96,4700.0,,81.38,,0.0,504529.0,0.0,
EQNL,2013-04-01,Система ао,AFKS,230.0,5011294.9,25.47,25.4,26.133,25.682,25.871,25.72,193700.0,25.871,25.871,25.871,5011294.9,5011294.9,5011294.9,
EQBR,2013-04-01,Аэрофлот,AFLT,1289.0,64597889.0,52.54,51.32,53.09,51.93,52.18,52.08,1237900.0,52.18,52.18,52.18,64558781.66,64558781.66,64558781.66,
SMAL,2013-04-01,Аэрофлот,AFLT,12.0,8178.66,51.58,51.57,52.49,51.93,52.09,52.15,157.0,,,,0.0,0.0,0.0,
EQNE,2013-04-01,ПАВА ао,AKHA,18.0,17033.3,5.358,5.358,5.759,5.432,5.495,5.432,3100.0,,5.546,,0.0,500461.36,0.0,
EQNL,2013-04-01,Акрон,AKRN,379.0,6815740.9,1320.0,1313.4,1344.9,1328.0,1327.3,1325.0,5135.0,1327.3,1327.3,1327.3,6815740.9,6815740.9,6815740.9,
EQBR,2013-04-01,АЛРОСА ао,ALRS,247.0,3979313.3,31.41,31.0,31.889,31.001,31.284,31.0,127200.0,31.284,31.284,31.284,3982977.7,3982977.7,3982977.7,
SMAL,2013-04-01,АЛРОСА ао,ALRS,4.0,3664.4,32.0,30.504,32.0,31.001,31.32,30.504,117.0,,,,0.0,0.0,0.0,
EQNE,2013-04-01,АшинскийМЗ,AMEZ,14.0,9143.3,5.779,5.517,5.779,5.705,5.715,5.63,1600.0,,5.798,,0.0,626185.5,0.0,
EQNL,2013-04-01,Аптеки36и6,APTK,726.0,3665827.8,29.14,29.14,30.55,30.01,30.18,29.94,121480.0,30.18,30.18,30.18,3666252.69,3666252.69,3666252.69,
SMAL,2013-04-01,Аптеки36и6,APTK,9.0,1007.69,29.63,29.63,29.64,30.01,29.64,29.64,34.0,,,,0.0,0.0,0.0,
EQNL,2013-04-01,Армада,ARMD,18.0,46760.6,187.12,187.12,196.74,193.66,194.84,195.89,240.0,,192.14,,0.0,972218.1,0.0,
EQNE,2013-04-01,Арсагера,ARSA,8.0,8044.2,1.0021,1.0021,1.01,1.01,1.0055,1.01,8000.0,,1.0211,,0.0,500314.5,0.0,
EQNE,2013-04-01,АстрЭнСб,ASSB,1.0,400.5,0.4005,0.4005,0.4005,0.3916,0.4005,0.4005,1000.0,,0.4135,,0.0,516470.62,0.0,
SMAL,2013-04-01,АстрЭнСб,ASSB,3.0,363.62,0.341,0.341,0.373,0.3916,0.3558,0.37,1022.0,,,,0.0,0.0,0.0,
EQNL,2013-04-01,АВТОВАЗ ао,AVAZ,273.0,1691270.2,12.498,12.12,12.596,12.368,12.327,12.357,137200.0,12.327,12.327,12.327,1691525.67,1691525.67,1691525.67,
SMAL,2013-04-01,АВТОВАЗ ао,AVAZ,5.0,255.47,12.219,12.154,12.219,12.368,12.165,12.154,21.0,,,,0.0,0.0,0.0,
EQNL,2013-04-01,АВТОВАЗ ап,AVAZP,447.0,2759205.9,5.056,4.952,5.174,5.033,5.047,5.066,546700.0,5.047,5.047,5.047,2759205.9,2759205.9,2759205.9,
EQNE,2013-04-01,Башнефт ао,BANE,169.0,4502904.8,1930.0,1920.0,1950.0,1936.9,1932.6,1935.0,2330.0,1932.6,1932.6,1932.6,4502904.8,4502904.8,4502904.8,
