BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2021-02-03,МГор48-об,RU000A0JNYN1,16.0,441639.1,100.78,101.31,101.17,101.17,8.88,101.29,5.15,100.78,436.0,,101.32,101.17,0.0,504572.5,0.0,2022-06-11,477.0,5.06,,,6.0,29.92,,2021-02-03,1000.0,SUR,,,,,RUB,3
TQCB,2021-02-03,РЖД-19 обл,RU000A0JQ7Z2,5.0,117939.5,106.25,106.26,106.25,106.25,4.95,106.25,5.89,106.26,111.0,106.19,106.21,106.25,21516379.6,10765497.0,21516379.6,2024-07-08,1121.0,5.89,,,7.85,39.14,,2021-02-03,1000.0,SUR,,,,,RUB,3
TQCB,2021-02-03,Мечел  4об,RU000A0JQ8V9,4.0,2087.64,117.0,179.96,179.96,179.96,0.43,160.59,-59.13,117.0,13.0,,,179.96,0.0,0.0,0.0,2021-07-15,71.0,-26.11,,,7.88,1.96,2021-04-15,2021-02-03,100.0,SUR,,,,,RUB,3
TQCB,2021-02-03,ДОМ.РФ15об,RU000A0JQAM6,2.0,2269000.0,113.4,113.5,113.4,113.45,26.08,113.45,-66.14,113.5,2000.0,113.5,113.49,113.45,19295000.0,12483500.0,19295000.0,2028-09-15,40.0,-66.28,,,6.75,33.47,2021-03-15,2021-02-03,1000.0,SUR,,,,,RUB,3
TQCB,2021-02-03,РЖД-23 обл,RU000A0JQRD9,26.0,10966722.7,106.35,106.71,106.7,106.7,2.8,106.66,6.01,106.36,10282.0,106.66,106.66,106.7,10966722.7,10966722.7,10966722.7,2025-01-16,1272.0,6.02,,,7.85,39.14,,2021-02-03,1000.0,SUR,,,,,RUB,3
TQCB,2021-02-03,ВЭБ.РФ 09,RU000A0JRCX7,10.0,1362883.9,100.45,100.54,100.51,100.51,33.89,100.45,4.38,100.5,1356.0,100.51,100.51,100.51,1362883.9,1362883.9,1362883.9,2021-03-18,43.0,4.91,,,8.9,44.38,,2021-02-03,1000.0,SUR,,,4.1983,,RUB,3
TQCB,2021-02-03,ВЭБлизинг4,RU000A0JREX3,2.0,4025.9,99.03,105.5,105.5,100.65,24.7,100.65,-23.22,99.03,4.0,,102.98,100.65,0.0,509774.6,0.0,2021-04-02,58.0,3.05,,,7.27,36.25,,2021-02-03,1000.0,SUR,,,-25.437,,RUB,3
TQCB,2021-02-03,ВЭБлизинг5,RU000A0JREZ8,2.0,52208.0,100.4,100.4,100.4,100.4,24.7,100.4,4.66,100.4,52.0,,100.57,100.4,0.0,956377.7,0.0,2021-04-02,58.0,4.66,,,7.27,36.25,,2021-02-03,1000.0,SUR,,,4.4955,,RUB,3
TQCB,2021-02-03,РУСАЛБАл08,RU000A0JRF11,2.0,7000.7,100.01,100.01,100.01,100.01,0.03,100.01,,100.01,7.0,,99.47,100.01,0.0,593848.1,0.0,2021-04-05,,,,,0.01,0.05,,2021-02-03,1000.0,SUR,,,-0.0479,,RUB,3
TQCB,2021-02-03,РусГидро01,RU000A0JRFN1,2.0,3017.4,100.58,100.58,100.58,100.58,29.67,100.58,6.28,100.58,3.0,,102.29,100.58,0.0,502256.1,0.0,2021-04-12,68.0,6.28,,,9.5,47.37,,2021-02-03,1000.0,SUR,,,6.0324,,RUB,3
TQCB,2021-02-03,РусГидро02,RU000A0JRFP6,3.0,9344.0,100.06,104.9,104.9,104.9,29.67,103.82,-14.93,100.06,9.0,,,104.9,0.0,0.0,0.0,2021-04-12,68.0,-10.14,,,9.5,47.37,,2021-02-03,1000.0,SUR,,,-15.701,,RUB,3
TQCB,2021-02-03,Мечел 17об,RU000A0JRJS2,33.0,61038.51,100.17,100.89,100.31,100.31,1.65,100.56,,100.77,607.0,,100.32,100.31,0.0,540906.59,0.0,2021-05-27,,,,,8.75,3.27,,2021-02-03,100.0,SUR,,,,,RUB,3
TQCB,2021-02-03,Мечел 18об,RU000A0JRJT0,10.0,131855.31,100.12,100.49,100.2,100.21,1.65,100.19,,100.12,1316.0,,100.45,100.21,0.0,529258.09,0.0,2021-05-27,,,,,8.75,3.27,,2021-02-03,100.0,SUR,,,,,RUB,3
TQCB,2021-02-03,ННК 04,RU000A0JRJV6,33.0,1347424.12,98.43,98.72,98.43,98.43,10.43,98.51,14.02,98.64,1954.0,98.51,98.51,98.43,1347424.12,1347424.12,1347424.12,2021-06-01,118.0,13.74,,,8.5,29.67,,2021-02-03,700.0,SUR,,,13.2906,,RUB,3
TQCB,2021-02-03,Мечел 19об,RU000A0JRJY0,1.0,100.65,100.65,100.65,100.65,100.65,1.53,100.65,,100.65,1.0,100.11,100.02,100.65,724711.07,506101.7,724711.07,2021-06-01,,,,,8.75,3.27,,2021-02-03,100.0,SUR,,,3.2079,,RUB,3
