BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2019-09-24,CHF_TODTOM,CHFRUBTODTOM,0.01,0.01,0.01,0.01,1.0,12913900.0,0.01
CNGD,2019-09-24,CHF_TODTOM,CHFRUBTODTOM,0.0265,0.0129,0.0296,0.0296,13.0,3029047.72,
CETS,2019-09-24,CHFRUB_TOD,CHFRUB_TOD,64.3875,64.3775,64.4,64.4,4.0,9658467.5,64.3898
CETS,2019-09-24,CHFRUB_TOM,CHFRUB_TOM,64.23,64.23,64.8725,64.7475,21.0,21545950.0,64.5088
CETS,2019-09-24,CNYRUB_TOD,CNY000000TOD,8.98,8.97,8.9907,8.981,89.0,421723999.2,8.9797
CETS,2019-09-24,CNY_TODTOM,CNYRUBTODTOM,0.001001,0.001001,0.0012,0.001151,35.0,1210326889.7,0.001086
CNGD,2019-09-24,CNY_TODTOM,CNYRUBTODTOM,0.003689,-0.00123,0.0041,0.00332,36.0,9069417.06,
CETS,2019-09-24,CNYRUB_TOM,CNYRUB_TOM,8.9774,8.9548,8.9999,8.9999,199.0,522819050.2,8.9705
CETS,2019-09-24,EUR_TODTOM,EUR000TODTOM,0.014,0.0136,0.0141,0.0136,344.0,135917050920.0,0.0139
CNGD,2019-09-24,EUR_TODTOM,EUR000TODTOM,0.0308,-0.0173,0.0384,0.0129,1758.0,13854170825.88,
CETS,2019-09-24,EURUSD_TOD,EURUSD000TOD,1.09903,1.09862,1.0997,1.09934,40.0,156926899.73,1.09901
CNGD,2019-09-24,EURUSD_TOD,EURUSD000TOD,1.12083,1.09862,1.1216,1.0996,82.0,6931611.69,
CETS,2019-09-24,EURUSD_TOM,EURUSD000TOM,1.09934,1.0985,1.1022,1.10191,349.0,4958108069.42,1.09958
CNGD,2019-09-24,EURUSD_TOM,EURUSD000TOM,1.12083,1.09862,1.1216,1.09926,86.0,527130463.91,
CETS,2019-09-24,EURUSDTDTM,EURUSDTODTOM,7.8e-05,7.4e-05,8e-05,7.6e-05,97.0,44209022951.59,7.6e-05
CNGD,2019-09-24,EURUSDTDTM,EURUSDTODTOM,7.4e-05,-0.000151,0.000452,6.2e-05,187.0,7198875100.87,
CETS,2019-09-24,EURRUB_TOD,EUR_RUB__TOD,70.03,69.9075,70.0925,70.035,4915.0,21646773242.5,70.0164
CNGD,2019-09-24,EURRUB_TOD,EUR_RUB__TOD,70.055,68.6539,71.4587,70.015,221.0,382277932.61,
CETS,2019-09-24,EURRUB_TOM,EUR_RUB__TOM,70.0775,69.92,70.5225,70.4825,9775.0,37841038852.5,70.0603
CNGD,2019-09-24,EURRUB_TOM,EUR_RUB__TOM,70.0525,68.6539,71.4587,70.5275,2359.0,7734507985.81,
CETS,2019-09-24,GBP_TODTOM,GBPRUBTODTOM,0.0091,0.0091,0.011,0.0103,11.0,166715840.0,0.0095
CNGD,2019-09-24,GBP_TODTOM,GBPRUBTODTOM,0.0133,-0.0196,0.0426,0.0294,68.0,530799691.86,
CETS,2019-09-24,GBPRUB_TOD,GBPRUB_TOD,79.25,79.05,79.4375,79.4375,31.0,54442662.5,79.247
CETS,2019-09-24,GBPRUB_TOM,GBPRUB_TOM,79.34,79.07,80.3,79.935,125.0,74151112.5,79.3909
CNGD,2019-09-24,GBPUSDTDTM,GBPUSDTODTOM,0.00017,-0.00017,0.00017,-0.00017,4.0,160034.62,
CETS,2019-09-24,GLDRUB_TOM,GLDRUB_TOM,3115.0,3115.0,3131.0,3131.0,3.0,562440.0,3124.67
CETS,2019-09-24,GLD_TOM1W,GLDRUB_TOM1W,3.9599,3.9599,3.9599,3.9599,1.0,438540200.0,3.9599
CETS,2019-09-24,JPYRUB_TOD,JPYRUB_TOD,59.36,59.25,59.36,59.25,6.0,20647555.0,59.3321
CETS,2019-09-24,KZTRUB_TOD,KZTRUB_TOD,16.555,16.52,16.555,16.52,2.0,5789000.0,16.54
CETS,2019-09-24,KZTRUB_TOM,KZTRUB_TOM,16.52,16.52,16.52,16.52,1.0,2147600.0,16.52
CETS,2019-09-24,SLVRUB_TOM,SLVRUB_TOM,37.37,37.37,37.37,37.37,1.0,18685.0,37.37
CETS,2019-09-24,TRYRUB_TOD,TRYRUB_TOD,11.28,11.28,11.28,11.28,1.0,1128000.0,11.28
CETS,2019-09-24,USDRUB_TOD,USD000000TOD,63.735,63.6,63.7875,63.7825,10141.0,31388694162.5,63.6845
CNGD,2019-09-24,USDRUB_TOD,USD000000TOD,63.925,62.3868,65.0429,63.9475,2654.0,1226825263.1,
CETS,2019-09-24,USD_TODTOM,USD000TODTOM,0.0084,0.0076,0.0086,0.0079,723.0,563489168820.0,0.0082
CNGD,2019-09-24,USD_TODTOM,USD000TODTOM,-0.0087,-0.0168,0.0384,0.0236,12945.0,110748673909.43,
CETS,2019-09-24,USDRUB_TOM,USD000UTSTOM,63.7375,63.61,64.0,63.985,22236.0,113355678252.5,63.7431
CNGD,2019-09-24,USDRUB_TOM,USD000UTSTOM,63.7575,62.3868,65.0429,63.9825,9353.0,2290712092.93,
CNGD,2019-09-24,USDCNYTDTM,USDCNYTODTOM,0.000975,0.000975,0.000975,0.000975,3.0,656483.36,
FIXS,2019-09-24,USDRUBFIX0,USDRUB_FIX0,63.6959,63.6959,63.6959,63.6959,4.0,2802619600.0,63.6959
CETS,2019-09-24,USDRUB_TDB,USDRUB_TDB,63.7525,63.635,63.7525,63.7,15.0,955125000.0,63.675
CETS,2019-09-24,USD_TOMSPT,USDRUB_TOM1D,0.0085,0.0085,0.0085,0.0085,1.0,6387930.0,0.0085
CNGD,2019-09-24,USD_TOM1M,USDRUB_TOM1M,0.2545,0.2545,0.2545,0.2545,1.0,3206265000.0,
CETS,2019-09-24,USD_TOM2M,USDRUB_TOM2M,0.512,0.512,0.512,0.512,1.0,321914000.0,0.512
WAPS,2019-09-24,USDRUBWAP0,USDRUB_WAP0,63.706,63.706,63.706,63.706,1.0,273935800.0,63.706
