BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2012-05-21,BKTRUB_TOM,BKTRUB000TOM,35.0425,35.0425,35.0975,35.0975,8.0,287703240.0,35.086
CETS,2012-05-21,CNYRUB_TOD,CNY000000TOD,49.13,49.13,49.35,49.307,18.0,79178719.0,49.2681
CETS,2012-05-21,EUR_TODTOM,EUR000TODTOM,0.0059,0.0059,0.0068,0.0066,300.0,49073428330.0,0.0064
CETS,2012-05-21,EURUSD_TOD,EURUSD000TOD,1.2779,1.2768,1.2785,1.2775,19.0,156813497.07,1.2776
CETS,2012-05-21,EURUSD_TOM,EURUSD000TOM,1.2788,1.2732,1.2788,1.2767,47.0,1009174803.64,1.276
CETS,2012-05-21,EURUSDTDTM,EURUSDTODTOM,0.0,0.0,5e-06,5e-06,25.0,1996226806.46,2e-06
CETS,2012-05-21,EURRUB_TOD,EUR_RUB__TOD,39.991,39.755,39.991,39.9,859.0,9326153657.0,39.8273
CNGD,2012-05-21,EURRUB_TOD,EUR_RUB__TOD,39.85,39.8475,39.8625,39.8475,4.0,66762812.5,
CETS,2012-05-21,EURRUB_TOM,EUR_RUB__TOM,39.7801,39.7575,39.8799,39.8,753.0,8670106757.9,39.8195
CNGD,2012-05-21,EURRUB_TOM,EUR_RUB__TOM,39.869,39.78,39.8725,39.87,13.0,1121595150.0,
CETS,2012-05-21,USDRUB_TOD,USD000000TOD,31.1745,31.087,31.2174,31.1975,2917.0,39764721946.3,31.1751
CNGD,2012-05-21,USDRUB_TOD,USD000000TOD,31.1025,31.0925,31.23,31.2125,19.0,3560800242.6,
CETS,2012-05-21,USD_TODTOM,USD000TODTOM,0.0046,0.0046,0.0052,0.005,578.0,165361616720.0,0.005
CNGD,2012-05-21,USD_TODTOM,USD000TODTOM,0.0052,0.0,0.0052,0.0052,8.0,5632848956.4,
CETS,2012-05-21,USDRUB_TOM,USD000UTSTOM,31.155,31.0899,31.291,31.1725,12455.0,147564275181.5,31.2011
CNGD,2012-05-21,USDRUB_TOM,USD000UTSTOM,31.103,31.0975,31.27,31.24,23.0,5381677400.0,
CETS,2012-05-21,USD_TOM1M,USDRUB_TOM1M,0.165,0.16,0.165,0.16,2.0,1885282000.0,0.1642
CETS,2012-05-21,USD_TOM6M,USDRUB_TOM6M,0.9785,0.96,0.9925,0.96,4.0,1675345400.0,0.961
