BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2004-12-20,Индекс МосБиржи,Индекс МосБиржи,512.25,496.59,512.6,489.96,6078811118.19,,,2,,RUB,
RTSI,MCFTR,2004-12-20,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,512.25,512.25,512.25,512.25,0.0,,,2,0.0,,
RTSI,MCFTRN,2004-12-20,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),512.25,512.25,512.25,512.25,0.0,,,2,0.0,,
RTSI,MCFTRR,2004-12-20,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),512.25,512.25,512.25,512.25,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2004-12-20,Индекс МосБиржи 10,Индекс МосБиржи 10,1005.71,977.75,1006.1,967.2,3411594320.89,,,2,,RUB,
SNDX,MICEXBNDPRCI,2004-12-20,RCBI,RCBI,102.92,103.03,103.03,102.79,159547089.4,,,2,,RUB,
SNDX,MICEXBNDTRTI,2004-12-20,RCBIc,RCBI-c,124.77,,,,159547089.4,,,2,,RUB,
SNDX,MICEXCBICP,2004-12-20,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,102.92,103.03,103.03,102.79,159547089.4,,,2,,RUB,
SNDX,MICEXCBITR,2004-12-20,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,124.77,,,,159547089.4,,,2,,RUB,
SNDX,MICEXINDEXCF,2004-12-20,Индекс МосБиржи (архив),Индекс МосБиржи (архив),512.25,496.59,512.6,489.96,6078811118.19,,,2,,RUB,
SNDX,MOEX10,2004-12-20,Индекс МосБиржи 10,Индекс МосБиржи 10,1005.71,977.75,1006.1,967.2,3411594320.89,,,2,,RUB,
RTSI,RTS2,2004-12-20,Второй эшелон в $,Индекс второго эшелона Московской Биржи в долларах,713.41,717.2,717.27,713.36,1156629.0,,,2,6950586754.9516,USD,
RTSI,RTSI,2004-12-20,Индекс РТС,Индекс РТС,549.02,552.67,552.67,545.28,11254799.0,,,2,44377940840.48,USD,
RTSI,RTSin,2004-12-20,Машиностроение в $,Индекс машиностроения Московской Биржи в долларах,96.38,96.38,96.38,96.38,0.0,,,2,641053306.3936,USD,
RTSI,RTSmm,2004-12-20,Индекс РТС металлов и добычи,Индекс РТС металлов и добычи,92.35,92.35,92.35,92.35,0.0,,,2,720111371.9101,USD,
RTSI,RTSog,2004-12-20,Индекс РТС нефти и газа,Индекс РТС нефти и газа,90.7,90.7,90.7,90.7,0.0,,,2,10038407779.8196,USD,
RTSI,RTStl,2004-12-20,Индекс РТС телекоммуникаций,Индекс РТС телекоммуникаций ,93.74,93.74,93.74,93.74,0.0,,,2,2309196730.3186,USD,
RTSI,RTSUSDCUR,2004-12-20,RTSUSDCUR,Курс доллара США на момент закрытия Индекса РТС,27.8821,27.8821,27.8821,27.8821,,,,2,,RUB,
SNDX,RUCBICP,2004-12-20,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,102.92,103.03,103.03,102.79,159547089.4,,,2,,RUB,
SNDX,RUCBITR,2004-12-20,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,124.77,,,,159547089.4,,,2,,RUB,
SNDX,TECHIND,2004-12-20,Технический индекс акций,Технический индекс акций,834.21,821.28,0.0,0.0,0.0,,,2,,RUB,
