BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2019-07-25,АбрауДюрсо,ABRD,74.0,381440.0,136.5,136.0,139.0,138.0,137.0,138.0,2780.0,,137.0,138.0,0.0,504355.0,0.0,
TQDE,2019-07-25,АСКО ао,ACKO,10.0,100300.0,5.2,5.2,5.34,5.22,5.28,5.2,19000.0,,5.24,5.22,0.0,502480.0,0.0,
SMAL,2019-07-25,Система ао,AFKS,3.0,140.01,11.8,11.601,11.8,,11.7,11.601,12.0,,,,0.0,0.0,0.0,
TQBR,2019-07-25,Система ао,AFKS,2575.0,70599376.1,11.875,11.655,11.875,11.695,11.7,11.695,6034100.0,11.7,11.7,11.695,70599376.1,70599376.1,70599376.1,
SMAL,2019-07-25,Аэрофлот,AFLT,7.0,2907.82,101.14,101.14,110.02,,107.38,107.22,28.0,,,,0.0,0.0,0.0,
TQBR,2019-07-25,Аэрофлот,AFLT,6132.0,367613563.6,107.3,105.68,108.36,107.5,107.38,107.5,3423480.0,107.38,107.38,107.5,367613563.6,367613563.6,367613563.6,
TQBR,2019-07-25,AGRO-гдр,AGRO,388.0,4079916.2,738.8,735.6,745.0,741.0,742.0,741.0,5499.0,742.0,742.0,741.0,4079916.2,4079916.2,4079916.2,
TQTD,2019-07-25,AKNX ETF,AKNX,100.0,37490.81,11.73,11.59,11.73,11.63,11.68,11.63,3211.0,736.93,736.93,11.63,2366277.44,2366277.44,2366277.44,208944.34
TQBR,2019-07-25,Акрон,AKRN,57.0,3975538.0,4630.0,4622.0,4630.0,4624.0,4628.0,4624.0,859.0,4628.0,4628.0,4624.0,3975538.0,3975538.0,3975538.0,
TQTD,2019-07-25,AKSP ETF,AKSP,11.0,45059.31,10.42,10.37,10.42,10.4,10.4,10.4,4334.0,656.2,656.2,10.4,2843972.43,2843972.43,2843972.43,277691.33
TQBR,2019-07-25,БестЭфБ ао,ALBK,4.0,49400.0,73.0,70.0,73.0,71.0,71.0,71.0,700.0,,74.0,71.0,0.0,521900.0,0.0,
TQBR,2019-07-25,АЛРОСА-Нюр,ALNU,100.0,9844600.0,79200.0,76600.0,79400.0,78800.0,78200.0,78800.0,126.0,78200.0,78200.0,78800.0,9844600.0,9844600.0,9844600.0,
SMAL,2019-07-25,АЛРОСА ао,ALRS,26.0,3394.33,80.35,80.01,81.5,,80.96,81.5,42.0,,,,0.0,0.0,0.0,
