BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2019-07-25,МГор48-об,RU000A0JNYN1,5.0,125975.0,97.5,97.7,97.5,97.5,7.23,97.66,7.09,97.7,129.0,97.46,97.45,97.5,2545649.6,1368258.9,2545649.6,2022-06-11,974.0,7.02,,,,30.08,,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,РЖД-19 обл,RU000A0JQ7Z2,5.0,95698512.0,100.8,100.8,100.8,100.8,2.15,100.8,7.8,100.8,94939.0,100.67,100.67,100.8,152355045.0,149018753.0,152355045.0,2024-07-08,1532.0,7.8,,,,39.14,,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,Транснф 03,RU000A0JQCR1,5.0,966615.5,100.62,100.69,100.69,100.69,102.01,100.69,6.93,100.62,960.0,100.65,100.65,100.69,2405461.3,2395401.3,2405461.3,2019-09-18,55.0,6.93,,,,120.17,,2019-07-25,1000.0,SUR,,,6.7386,,RUB
EQOB,2019-07-25,РСХБ 8,RU000A0JQK64,6.0,10027995.8,99.94,99.99,99.99,99.99,13.42,99.99,7.11,99.94,10029.0,99.99,99.99,99.99,10068991.1,10068991.1,10068991.1,2019-11-14,112.0,7.11,,,,34.9,,2019-07-25,1000.0,SUR,,,6.9403,,RUB
EQOB,2019-07-25,РСХБ 9,RU000A0JQK72,6.0,37861.9,99.0,100.0,100.0,100.0,13.42,99.64,7.07,99.68,38.0,99.95,99.96,100.0,648695.6,630757.8,648695.6,2019-11-14,112.0,8.32,,,,34.9,,2019-07-25,1000.0,SUR,,,6.9075,,RUB
EQOB,2019-07-25,РЖД-23 обл,RU000A0JQRD9,200.0,190605356.6,100.1,101.7,101.0,101.0,0.0,100.53,7.77,100.1,189601.0,100.53,100.53,101.0,190605356.6,190605356.6,190605356.6,2025-01-16,1666.0,7.88,,,,39.14,,2019-07-25,1000.0,SUR,,-40.4789,,2019-08-01,RUB
EQOB,2019-07-25,РСХБ 10,RU000A0JQS09,4.0,1019138.6,100.5,100.99,100.5,100.5,40.02,100.51,7.42,100.99,1014.0,100.52,100.52,100.5,1170033.4,1169023.5,1170033.4,2020-01-29,181.0,7.4,,,,41.39,,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,Мечел 14об,RU000A0JR0J0,19.0,89057.24,100.69,100.8,100.74,100.74,19.39,100.74,9.75,100.75,221.0,,100.71,100.74,0.0,501146.0,0.0,2020-02-25,119.0,9.75,,,,23.68,,2019-07-25,400.0,SUR,,,,,RUB
EQOB,2019-07-25,Мечел 13об,RU000A0JR0K8,19.0,576877.6,100.68,100.8,100.71,100.71,19.39,100.71,9.85,100.73,1432.0,100.71,100.71,100.71,576877.6,576877.6,576877.6,2020-02-25,119.0,9.85,,,,23.68,,2019-07-25,400.0,SUR,,,,,RUB
EQOB,2019-07-25,ВЭБ.РФ 08,RU000A0JR3G0,2.0,51180117.5,102.35,102.35,102.35,102.35,26.58,102.35,7.78,102.35,50005.0,102.34,102.33,102.35,76720890.0,74155790.0,76720890.0,2020-10-13,422.0,7.78,,,,48.37,,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,МТС 08,RU000A0JR4J2,1.0,2038.0,101.9,101.9,101.9,101.9,17.1,101.9,6.42,101.9,2.0,,,101.9,0.0,0.0,0.0,2020-11-03,447.0,6.42,,,,39.39,,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,Мечел 16об,RU000A0JR8P0,38.0,459219.1,97.61,98.17,98.17,98.17,35.73,97.71,9.51,97.76,470.0,,97.78,98.17,0.0,556370.3,0.0,2021-02-09,523.0,9.85,,,,39.89,,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,ВЭБ.РФ 09,RU000A0JRCX7,34.0,12261478.5,101.54,102.15,102.13,102.13,30.72,101.92,7.63,101.54,12031.0,101.92,101.92,102.13,12261478.5,12261478.5,12261478.5,2021-03-18,557.0,7.77,,,,44.38,,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,ВЭБлизинг5,RU000A0JREZ8,4.0,36615.5,98.8,99.15,99.15,99.15,22.11,98.96,7.96,99.15,37.0,,98.46,99.15,0.0,614378.4,0.0,2021-04-02,579.0,8.09,,,,36.25,,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,РУСАЛБАл08,RU000A0JRF11,5.0,84645.4,85.47,85.9,85.9,85.9,0.03,85.5,,85.9,99.0,85.45,85.45,85.9,534061.6,534061.6,534061.6,2021-04-05,620.0,0.0,,,,0.05,,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,Акрон 04,RU000A0JRHF3,4.0,85830999.9,102.15,102.25,102.15,102.15,18.16,102.18,7.56,102.24,84000.0,,102.18,102.15,0.0,85997447.4,0.0,2021-05-18,290.0,7.52,,,,50.86,2020-05-19,2019-07-25,1000.0,SUR,,7.5094,,2020-05-21,RUB
EQOB,2019-07-25,Мечел 17об,RU000A0JRJS2,4.0,18852.52,97.85,99.33,98.2,98.2,6.37,98.17,,99.33,48.0,,98.21,98.2,0.0,643489.72,0.0,2021-05-27,331.0,0.0,,,,19.4,,2019-07-25,400.0,SUR,,,,,RUB
EQOB,2019-07-25,Мечел 18об,RU000A0JRJT0,22.0,530502.2,97.5,98.16,97.95,97.95,6.37,97.81,,97.86,1356.0,97.81,97.81,97.95,530502.2,530502.2,530502.2,2021-05-27,331.0,0.0,,,,19.4,,2019-07-25,400.0,SUR,,,,,RUB
EQOB,2019-07-25,НефГазХол4,RU000A0JRJV6,9.0,597157.5,91.8,92.16,92.16,92.16,13.97,92.15,37.87,92.15,648.0,91.98,92.15,92.16,994350.0,599921.1,994350.0,2021-06-01,131.0,37.91,,,,49.86,2019-12-03,2019-07-25,1000.0,SUR,,,,,RUB
EQOB,2019-07-25,Мечел 19об,RU000A0JRJY0,14.0,1184740.28,97.7,98.29,98.0,98.0,5.8,97.75,,98.29,3030.0,97.75,97.75,98.0,1184740.28,1184740.28,1184740.28,2021-06-01,336.0,0.0,,,,19.4,,2019-07-25,400.0,SUR,,,,,RUB
