BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
EQNE,2012-04-20,АбрауДюрсо,ABRD,16.0,4031267.0,5420.0,5403.0,5438.0,5438.0,5426.0,5438.0,743.0,5426.0,5426.0,5426.0,4031267.0,4031267.0,4031267.0,
EQNL,2012-04-20,Система ао,AFKS,447.0,34154143.4,25.5,25.45,25.984,25.926,25.664,25.912,1330800.0,25.664,25.664,25.664,34154143.4,34154143.4,34154143.4,
EQBR,2012-04-20,Аэрофлот,AFLT,736.0,26604348.0,48.28,48.03,49.09,48.58,48.64,48.6,547000.0,48.64,48.64,48.64,26604637.35,26604637.35,26604637.35,
SMAL,2012-04-20,Аэрофлот,AFLT,2.0,289.35,48.23,48.22,48.23,48.23,48.23,48.22,6.0,,,,0.0,0.0,0.0,
EQNE,2012-04-20,ПАВА ао,AKHA,12.0,61336.5,8.72,8.72,9.0,8.848,8.889,8.848,6900.0,,8.854,,0.0,501121.8,0.0,
EQNL,2012-04-20,Акрон,AKRN,347.0,12171924.3,1387.4,1380.0,1398.2,1380.1,1386.0,1380.0,8782.0,1386.0,1386.0,1386.0,12171924.3,12171924.3,12171924.3,
EQNE,2012-04-20,АЛРОСА ао,ALRS,471.0,31674206.4,29.8,29.8,30.0,29.921,29.819,29.9,1062200.0,29.819,29.819,29.819,31674348.9,31674348.9,31674348.9,
SMAL,2012-04-20,АЛРОСА ао,ALRS,1.0,142.5,28.5,28.5,28.5,28.5,28.5,28.5,5.0,,,,0.0,0.0,0.0,
EQNE,2012-04-20,АшинскийМЗ,AMEZ,67.0,601624.1,7.1,6.99,7.189,7.008,7.037,7.0,85500.0,7.037,7.037,7.037,601624.1,601624.1,601624.1,
EQNL,2012-04-20,Аптеки36и6,APTK,933.0,12806540.0,40.0,39.47,40.8,39.99,40.06,40.0,319690.0,40.06,40.06,40.06,12806540.0,12806540.0,12806540.0,
EQNL,2012-04-20,Армада,ARMD,211.0,7519361.9,318.01,305.15,318.01,311.17,309.31,312.0,24310.0,309.31,309.31,309.31,7519361.9,7519361.9,7519361.9,
