BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2013-07-16,BKTRUB_TOM,BKTRUB000TOM,37.0595,36.975,37.075,37.0,10.0,629067005.0,37.004
CETS,2013-07-16,CNYRUB_TOD,CNY000000TOD,5.299,5.299,5.3047,5.3047,4.0,7074374.8,5.3031
CETS,2013-07-16,CNY_TODTOM,CNYRUBTODTOM,0.000649,0.00064,0.0007,0.0007,10.0,112719993.0,0.000681
CNGD,2013-07-16,CNY_TODTOM,CNYRUBTODTOM,0.001165,0.001165,0.001165,0.001165,1.0,143571.56,
CETS,2013-07-16,CNYRUB_TOM,CNYRUB_TOM,5.2985,5.298,5.2985,5.298,2.0,5441546.0,5.2985
CETS,2013-07-16,CNY_TOMSPT,CNYRUB_TOM1D,0.00065,0.00065,0.00068,0.00068,4.0,60613390.0,0.000664
CETS,2013-07-16,EUR_TODTOM,EUR000TODTOM,0.0075,0.0071,0.0075,0.0072,314.0,71458176460.0,0.0073
CNGD,2013-07-16,EUR_TODTOM,EUR000TODTOM,0.0,-0.0163,0.0187,0.0072,22.0,52518109.22,
CETS,2013-07-16,EURUSD_TOD,EURUSD000TOD,1.3094,1.30665,1.3107,1.3107,35.0,478954992.09,1.3075
CETS,2013-07-16,EURUSD_TOM,EURUSD000TOM,1.309,1.30575,1.317,1.317,318.0,5660375786.02,1.30995
CETS,2013-07-16,EURUSDTDTM,EURUSDTODTOM,3e-06,1e-06,1.2e-05,1.2e-05,34.0,4322915858.61,2e-06
CETS,2013-07-16,EURRUB_TOD,EUR_RUB__TOD,42.637,42.4675,42.64,42.544,1586.0,11882910266.0,42.5403
CNGD,2013-07-16,EURRUB_TOD,EUR_RUB__TOD,42.5665,42.48,42.615,42.4814,8.0,2050534510.0,
CETS,2013-07-16,EURRUB_TOM,EUR_RUB__TOM,42.639,42.4755,42.675,42.675,1579.0,15386329875.0,42.5612
CNGD,2013-07-16,EURRUB_TOM,EUR_RUB__TOM,42.51,42.51,42.51,42.51,1.0,19979700.0,
CETS,2013-07-16,USDRUB_TOD,USD000000TOD,32.55,32.41,32.5865,32.4575,7702.0,66833207465.0,32.5092
CNGD,2013-07-16,USDRUB_TOD,USD000000TOD,32.56,32.45,32.67,32.45,15.0,1844314410.0,
CETS,2013-07-16,USD_TODTOM,USD000TODTOM,0.0055,0.0048,0.0057,0.0052,770.0,314475452590.0,0.0055
CNGD,2013-07-16,USD_TODTOM,USD000TODTOM,0.0055,-0.0125,0.0143,0.0053,84.0,5609931449.71,
CETS,2013-07-16,USDRUB_TOM,USD000UTSTOM,32.546,32.4,32.574,32.4,15963.0,169743983460.5,32.4883
CNGD,2013-07-16,USDRUB_TOM,USD000UTSTOM,32.575,32.4105,32.575,32.4745,19.0,7657675462.5,
CETS,2013-07-16,USD_TOMSPT,USDRUB_TOM1D,0.006,0.006,0.006,0.006,1.0,3265260.0,0.006
CETS,2013-07-16,USD_TOM1M,USDRUB_TOM1M,0.182,0.18,0.182,0.18,2.0,3282760000.0,0.181
CETS,2013-07-16,USD_TOM1W,USDRUB_TOM1W,0.0379,0.0379,0.0379,0.0379,4.0,1840137350.0,0.0379
CETS,2013-07-16,USD_TOM2M,USDRUB_TOM2M,0.338,0.338,0.338,0.338,2.0,1649230000.0,0.338
