BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2020-10-05,МГор48-об,RU000A0JNYN1,28.0,370291.6,100.82,102.1,101.55,101.04,19.07,101.17,5.08,102.1,366.0,,101.39,101.04,0.0,644846.0,0.0,2022-06-11,583.0,5.33,,,6.0,30.08,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,РЖД-19 обл,RU000A0JQ7Z2,13.0,398661.4,106.4,106.71,106.71,106.71,18.07,106.59,5.92,106.71,374.0,,106.65,106.71,0.0,508727.2,0.0,2024-07-08,1201.0,5.95,,,7.85,39.14,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,РЖД-23 обл,RU000A0JQRD9,9.0,133898.8,106.84,107.26,107.12,107.12,15.92,107.12,6.03,107.26,125.0,,107.01,107.12,0.0,710550.7,0.0,2025-01-16,1347.0,6.03,,,7.85,39.14,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,ДОМ.РФ16об,RU000A0JQXG0,2.0,205.0,101.0,104.0,104.0,104.0,0.45,102.5,3.97,101.0,2.0,,102.2,104.0,0.0,4204167.77,0.0,2021-09-15,334.0,5.63,,,8.25,2.06,,2020-10-05,100.0,SUR,,,,,RUB,3
TQCB,2020-10-05,МТС 08,RU000A0JR4J2,11.0,131502.7,100.18,106.48,101.01,101.22,33.12,101.16,-4.93,100.18,130.0,,101.61,101.22,0.0,666578.7,0.0,2020-11-03,29.0,-6.69,,,7.9,39.39,,2020-10-05,1000.0,SUR,,,-4.8732,,RUB,3
TQCB,2020-10-05,Мечел 16об,RU000A0JR8P0,15.0,365751.2,100.48,100.8,100.63,100.63,12.05,100.76,6.18,100.67,363.0,,100.69,100.63,0.0,517543.1,0.0,2021-02-09,127.0,5.79,,,8.0,39.89,,2020-10-05,1000.0,SUR,,,6.0157,,RUB,3
TQCB,2020-10-05,ВЭБ.РФ 09,RU000A0JRCX7,13.0,32484.7,101.37,101.97,101.89,101.89,4.39,101.51,4.62,101.62,32.0,,101.91,101.89,0.0,621665.7,0.0,2021-03-18,164.0,5.49,,,8.9,44.38,,2020-10-05,1000.0,SUR,,,4.5337,,RUB,3
TQCB,2020-10-05,ВЭБлизинг3,RU000A0JREW5,1.0,1013.8,101.38,101.38,101.38,101.38,0.6,101.38,4.42,101.38,1.0,,99.11,101.38,0.0,537175.1,0.0,2021-04-02,179.0,4.42,,,7.27,36.25,,2020-10-05,1000.0,SUR,,,4.3511,,RUB,3
TQCB,2020-10-05,РУСАЛБАл08,RU000A0JRF11,9.0,34615.6,94.75,97.0,96.7,96.7,0.0,96.15,,94.76,36.0,,96.32,96.7,0.0,500883.2,0.0,2021-04-05,,,,,0.01,0.05,,2020-10-05,1000.0,SUR,,,6.8544,,RUB,3
TQCB,2020-10-05,Мечел 17об,RU000A0JRJS2,37.0,101769.39,100.31,100.84,100.67,100.67,5.77,100.81,,100.31,673.0,,100.76,100.67,0.0,554661.04,0.0,2021-05-27,,,,,8.75,7.64,,2020-10-05,150.0,SUR,,,,,RUB,3
TQCB,2020-10-05,Мечел 18об,RU000A0JRJT0,11.0,70149.87,100.32,100.45,100.33,100.33,5.77,100.36,,100.33,466.0,,100.43,100.33,0.0,523780.67,0.0,2021-05-27,,,,,8.75,7.64,,2020-10-05,150.0,SUR,,,,,RUB,3
TQCB,2020-10-05,ННК 04,RU000A0JRJV6,34.0,454994.4,90.9,91.15,91.0,90.96,23.29,91.0,97.09,90.95,625.0,,90.97,90.96,0.0,969406.24,0.0,2021-06-01,57.0,97.09,,,8.5,33.91,2020-12-01,2020-10-05,800.0,SUR,,,,,RUB,3
TQCB,2020-10-05,ННК 06,RU000A0JRK22,19.0,138938.72,90.51,91.5,90.51,90.52,22.73,90.93,97.56,90.98,191.0,,90.93,90.52,0.0,1023505.76,0.0,2021-06-04,60.0,92.15,,,8.5,33.91,2020-12-04,2020-10-05,800.0,SUR,,,,,RUB,3
TQCB,2020-10-05,ФСК ЕЭС-13,RU000A0JRL96,8.0,30453.0,101.51,101.51,101.51,101.51,24.22,101.51,6.37,101.51,30.0,,102.02,101.51,0.0,10381080.6,0.0,2021-06-22,253.0,6.37,,,8.5,42.38,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,РСХБ 14,RU000A0JRLE8,3.0,330429.0,102.3,102.3,102.3,102.3,21.66,102.3,4.94,102.3,323.0,102.3,102.3,102.3,10004868.4,3692015.5,10004868.4,2021-06-29,260.0,4.94,,,8.15,40.64,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,РСХБ 12,RU000A0JRMB2,3.0,252953.6,104.96,104.96,104.96,104.96,21.21,104.96,1.34,104.96,241.0,,103.39,104.96,0.0,515897.3,0.0,2021-07-01,262.0,1.34,,,8.15,40.64,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,Uranium 02,RU000A0JRTT9,6.0,19209.3,79.06,80.87,80.87,80.87,,80.04,,79.06,24.0,,84.75,80.87,0.0,508480.9,0.0,2023-08-11,,,,,0.0,0.0,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,РСХБ 15,RU000A0JRVN8,3.0,5116.0,102.32,102.32,102.32,102.32,30.68,102.32,4.77,102.32,5.0,102.17,102.17,102.32,1188259.6,1171918.8,1188259.6,2021-10-26,368.0,4.77,,,7.0,34.9,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,ОткрФКББ03,RU000A0JRZ74,2.0,14320.0,71.6,71.6,71.6,71.6,0.02,71.6,7.25,71.6,20.0,,71.42,71.6,0.0,524917.6,0.0,2025-07-16,1744.0,7.25,,,0.01,0.05,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQRD,2020-10-05,ОткрХОЛ 2,RU000A0JS264,10.0,1030.2,2.02,2.5,2.02,2.08,,2.29,,2.49,45.0,,,2.08,0.0,0.0,0.0,2026-12-10,,,,,0.01,0.05,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,Башнефть04,RU000A0JS3U0,1.0,1249.9,124.99,124.99,124.99,124.99,11.32,124.99,-9.8,124.99,1.0,,,124.99,0.0,0.0,0.0,2022-02-04,471.0,-9.8,,,7.0,34.9,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,ВымпелКом1,RU000A0JS5E9,1.0,1119.9,111.99,111.99,111.99,111.99,4.59,111.99,-2.07,111.99,1.0,,,111.99,0.0,0.0,0.0,2022-03-08,504.0,-2.07,,,6.2,30.92,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,ВымпелКом4,RU000A0JS5F6,17.0,30295772.1,100.0,100.48,100.48,100.48,4.59,100.0,5.92,100.2,30295.0,100.0,100.0,100.48,30295772.1,30295772.1,30295772.1,2022-03-08,503.0,6.29,,,6.2,30.92,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,РСХБ 16,RU000A0JS6N8,3.0,44558.3,101.0,101.28,101.0,101.0,0.0,101.27,5.52,101.28,44.0,,100.62,101.0,0.0,705321.1,0.0,2022-04-04,530.0,5.32,,,6.15,30.67,,2020-10-05,1000.0,SUR,,,,,RUB,3
TQCB,2020-10-05,ЕАБР08,RU000A0JS900,4.0,141095.1,100.0,100.18,100.09,100.09,40.44,100.07,-20.93,100.05,141.0,,100.08,100.09,0.0,903763.3,0.0,2020-10-07,2.0,-15.19,,,8.2,40.89,,2020-10-05,1000.0,SUR,,,-11.7396,,RUB,3
TQCB,2020-10-05,РЖД-32 обл,RU000A0JSGV0,24.0,240370.6,99.66,99.84,99.78,99.78,12.16,99.74,6.02,99.84,241.0,,99.83,99.78,0.0,2940940.4,0.0,2032-06-25,95.0,6.19,,,5.1,25.43,2021-01-08,2020-10-05,1000.0,SUR,,5.2478,,2022-07-13,RUB,3
TQCB,2020-10-05,ФСК ЕЭС-22,RU000A0JSQ58,3.0,140776.0,99.84,99.98,99.84,99.84,10.25,99.84,6.09,99.98,141.0,99.92,99.95,99.84,15201946.5,4028174.1,15201946.5,2027-07-21,114.0,6.09,,,5.5,27.42,2021-01-27,2020-10-05,1000.0,SUR,,5.5998,,2022-08-03,RUB,3
TQCB,2020-10-05,ВЭБ.РФ 18,RU000A0JT403,2.0,2101.2,105.06,105.06,105.06,105.06,0.63,105.06,6.31,105.06,2.0,,105.51,105.06,0.0,5701515.2,0.0,2032-09-17,1284.0,6.31,,,7.67,38.24,2024-09-27,2020-10-05,1000.0,SUR,,6.2902,,2024-10-01,RUB,3
