BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOD,2021-01-15,UBANK11/22,AMUNIBB2AER2,1.0,103.12,103.12,103.12,103.12,103.12,,103.12,,103.12,1.0,,102.658,103.12,0.0,529733.39,0.0,2022-11-15,,,,,5.25,1.31,,2021-01-15,100.0,USD,,,,,USD,3
TQCB,2021-01-15,МГор48-об,RU000A0JNYN1,43.0,283546.6,101.06,101.8,101.28,101.23,5.75,101.63,5.1,101.72,279.0,,101.77,101.23,0.0,1684288.5,0.0,2022-06-11,496.0,4.83,,,6.0,29.92,,2021-01-15,1000.0,SUR,,,,,RUB,3
TQCB,2021-01-15,РЖД-19 обл,RU000A0JQ7Z2,7.0,67227.3,106.71,106.71,106.71,106.71,0.86,106.71,5.77,106.71,63.0,,106.77,106.71,0.0,505010.3,0.0,2024-07-08,1140.0,5.77,,,7.85,39.14,,2021-01-15,1000.0,SUR,,,,,RUB,3
TQCB,2021-01-15,Мечел  4об,RU000A0JQ8V9,9.0,6924.26,103.8,127.49,108.99,108.99,0.02,121.48,301.86,104.36,57.0,,,108.99,0.0,0.0,0.0,2021-07-15,90.0,155.0,,,7.88,1.96,2021-04-15,2021-01-15,100.0,SUR,,,,,RUB,3
TQCB,2021-01-15,ДОМ.РФ14об,RU000A0JQAL8,1.0,2105.2,105.26,105.26,105.26,105.26,11.28,105.26,-8.8,105.26,2.0,,105.27,105.26,0.0,1140105.2,0.0,2023-05-15,120.0,-8.8,,,6.75,33.47,2021-05-15,2021-01-15,1000.0,SUR,,,,,RUB,3
TQCB,2021-01-15,ДОМ.РФ15об,RU000A0JQAM6,2.0,2280000.0,114.0,114.0,114.0,114.0,22.56,114.0,-53.71,114.0,2000.0,,114.0,114.0,0.0,13767183.0,0.0,2028-09-15,59.0,-53.71,,,6.75,33.47,2021-03-15,2021-01-15,1000.0,SUR,,,,,RUB,3
TQCB,2021-01-15,ГлДорога 3,RU000A0JR4U9,6.0,5579.1,92.0,93.96,93.96,92.99,7.34,92.99,12.28,93.95,6.0,,90.79,92.99,0.0,6407967.5,0.0,2028-10-30,297.0,13.72,,,4.0,39.89,2021-11-08,2021-01-15,1000.0,SUR,,,,,RUB,3
TQCB,2021-01-15,ДОМ.РФ17об,RU000A0JR5F7,1.0,374.5,107.0,107.0,107.0,107.0,0.0,107.0,-1.35,107.0,1.0,,,107.0,0.0,0.0,0.0,2022-04-15,247.0,-1.35,,,9.05,7.98,,2021-01-15,350.0,SUR,,,,,RUB,3
TQCB,2021-01-15,Газпрнеф10,RU000A0JR878,39.0,8846996.1,100.1,100.5,100.18,100.18,35.61,100.15,-0.57,100.5,8834.0,100.15,100.15,100.18,8846996.1,8846996.1,8846996.1,2021-01-26,11.0,0.75,,,7.6,37.9,,2021-01-15,1000.0,SUR,,,-0.4156,,RUB,3
TQCB,2021-01-15,Мечел 16об,RU000A0JR8P0,11.0,35196.9,100.51,100.77,100.53,100.53,34.41,100.56,-0.76,100.51,35.0,,100.59,100.53,0.0,501949.3,0.0,2021-02-09,25.0,-1.24,,,8.0,39.89,,2021-01-15,1000.0,SUR,,,-0.6736,,RUB,3
