BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2015-02-17,МГор44-об,RU000A0E6TK0,2.0,19703.0,98.28,98.75,98.28,98.28,10.55,98.52,12.5,98.75,20.0,97.91,97.91,97.91,1477506.9,1462785.5,1477506.9,2015-06-24,127.0,11.72,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,ВТБ - 6 об,RU000A0JNGU3,1.0,39260.0,98.15,98.15,98.15,98.15,10.45,98.15,15.06,98.15,40.0,98.15,98.16,98.15,28670647.5,25682627.5,28670647.5,2016-07-06,139.0,15.06,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,МГор48-об,RU000A0JNYN1,10.0,1329270699.9,66.45,68.99,67.0,67.0,13.04,66.45,14.17,68.99,2000404.0,66.45,66.45,66.45,1329270699.9,1329270699.9,1329270699.9,2022-06-11,1978.0,14.34,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,МГор49-об,RU000A0JNYP6,1.0,8826.0,88.26,88.26,88.26,88.26,12.46,88.26,13.43,88.26,10.0,86.27,87.38,86.27,2614944.2,1255716.4,2614944.2,2017-06-14,783.0,13.43,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,РСХБ 3,RU000A0JP2G4,4.0,15997.6,92.45,95.0,92.51,93.76,1.12,94.1,17.42,95.0,17.0,93.99,93.99,93.99,283641381.6,283641381.6,283641381.6,2017-02-09,352.0,15.36,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,ГСС 01,RU000A0JP518,7.0,807495.8,99.52,99.7,99.7,99.7,49.97,99.57,16.03,99.61,811.0,99.59,99.59,99.59,4873915.0,4720531.8,4873915.0,2017-03-26,30.0,17.79,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,ДОМ.РФ11об,RU000A0JPLU8,1.0,985.0,98.5,98.5,98.5,98.5,14.38,98.5,9.24,98.5,1.0,,94.61,,0.0,119715377.5,0.0,2020-09-15,747.0,9.24,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ВИА АИЖК А,RU000A0JPN21,13.0,1972326.68,88.4,96.96,95.0,95.0,1.0,90.67,120.68,96.96,32456.0,90.67,90.67,90.67,1972326.68,1972326.68,1972326.68,2040-03-15,26.0,320.41,,,,,,,67.02,SUR,,,,,
EQOB,2015-02-17,МДМ Банк 8,RU000A0JPQA9,7.0,294960.7,98.51,99.15,99.15,99.15,32.3,98.98,15.7,98.51,298.0,98.77,98.77,98.77,1249417.1,1238541.3,1249417.1,2015-04-09,51.0,17.09,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,ВТБ ЛизФ02,RU000A0JPWF6,2.0,150.85,98.0,98.01,98.0,98.0,0.86,98.01,16.08,98.01,2.0,,98.08,,0.0,629948.75,0.0,2015-07-07,138.0,16.05,,,,,,,76.96,SUR,,,,,
EQOB,2015-02-17,МГор56-об,RU000A0JPZ50,2.0,19907.6,90.48,90.5,90.48,90.49,28.38,90.49,14.31,90.5,22.0,91.35,91.64,91.35,1917375.0,1596360.9,1917375.0,2016-09-22,544.0,14.3,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,РЖД-11обл,RU000A0JQ177,5.0,103678973.0,94.0,95.92,95.74,95.74,19.23,94.18,14.41,95.92,110090.0,94.39,94.36,94.39,118691529.5,115859112.0,118691529.5,2015-11-18,267.0,16.96,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,РЖД-14обл,RU000A0JQ4U0,8.0,1297566.5,99.21,99.47,99.3,99.3,28.6,99.43,13.52,99.47,1305.0,99.44,99.43,99.44,31190034.6,1406983.5,31190034.6,2015-04-07,49.0,12.45,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,РЖД-12обл,RU000A0JQ5Q5,1.0,2754600.0,91.82,91.82,91.82,91.82,20.6,91.82,14.33,91.82,3000.0,91.77,91.77,91.77,24096231.4,24096231.4,24096231.4,2019-05-16,594.0,14.33,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,РЖД-16 обл,RU000A0JQ656,3.0,1878580.5,93.15,93.23,93.15,93.15,15.37,93.23,14.28,93.23,2015.0,93.22,93.22,93.22,55752818.6,55748162.6,55752818.6,2017-06-05,454.0,14.2,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,РЖД-15 обл,RU000A0JQ6S9,6.0,452937784.4,91.0,93.43,91.0,91.04,12.73,91.04,16.47,93.43,497496.0,90.84,91.09,90.84,672338829.3,462821298.6,672338829.3,2016-06-20,467.0,16.43,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,МТС 05,RU000A0JQ8Q9,2.0,28122.0,93.74,93.74,93.74,93.74,50.34,93.74,13.79,93.74,30.0,,93.97,,0.0,12680996.9,0.0,2016-07-19,488.0,13.79,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,ДОМ.РФ15об,RU000A0JQAM6,1.0,933.5,93.35,93.35,93.35,93.35,45.65,93.35,178.69,93.35,1.0,92.98,92.98,92.98,1855875.0,1832712.5,1855875.0,2028-09-15,26.0,178.69,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,Транснф 03,RU000A0JQCR1,2.0,2005.0,100.25,100.25,100.25,100.25,48.6,100.25,11.41,100.25,2.0,99.77,99.77,99.77,1057545.8,1057545.8,1057545.8,2019-09-18,218.0,11.41,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,РСХБ 8,RU000A0JQK64,4.0,16883825.2,98.68,98.8,98.8,98.8,24.38,98.8,15.34,98.8,17089.0,98.78,98.8,98.78,130172045.9,62580666.3,130172045.9,2019-11-14,93.0,15.34,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,РСХБ 9,RU000A0JQK72,6.0,7903910.4,98.72,98.8,98.8,98.8,24.38,98.8,15.34,98.8,8000.0,98.8,98.8,98.8,8053225.4,8053225.4,8053225.4,2019-11-14,93.0,15.34,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,Система-03,RU000A0JQL30,26.0,12647508.2,87.75,88.45,88.4,88.34,19.66,88.0,17.23,88.0,14372.0,88.0,88.0,88.0,12647508.2,12647508.2,12647508.2,2016-11-24,598.0,17.55,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,ЕврХолдФ 1,RU000A0JQTD5,1.0,31833.6,99.48,99.48,99.48,99.48,36.2,99.48,15.41,99.48,32.0,99.36,99.44,99.36,37855429.6,1988725.5,37855429.6,2020-03-13,31.0,15.41,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,МКБ 08обл,RU000A0JQU70,1.0,29790.0,99.3,99.3,99.3,99.3,31.28,99.3,14.24,99.3,30.0,,99.0,,0.0,29787230.9,0.0,2015-04-08,50.0,14.24,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,ХКФ Банк-7,RU000A0JQV12,2.0,53298.5,98.7,98.71,98.7,98.7,6.95,98.7,18.41,98.71,54.0,98.65,98.65,98.65,22761517.0,12109360.1,22761517.0,2015-04-23,65.0,18.41,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,РБК 01,RU000A0JQVB5,12.0,888695.15,97.0,97.5,97.0,97.0,0.0,97.41,,97.44,912279.0,97.41,97.41,97.41,888695.15,888695.15,888695.15,2015-04-23,65.0,0.0,,,,,,,1.0,SUR,,,,,
EQOB,2015-02-17,АЛРОСА 20,RU000A0JQVK6,8.0,2329195.0,98.3,98.5,98.3,98.3,13.73,98.49,14.81,98.5,2365.0,98.49,98.49,98.49,2340030.0,2340030.0,2340030.0,2015-06-23,124.0,14.17,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,СУЭК-Фин01,RU000A0JQXR7,3.0,233444.3,75.03,75.55,75.55,75.55,10.4,75.55,19.12,75.03,309.0,,75.02,,0.0,1601594.6,0.0,2020-06-26,1060.0,19.12,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,НовПерКом1,RU000A0JQXS5,1.0,146.48,97.65,97.65,97.65,97.65,1.48,97.65,18.38,97.65,1.0,,93.91,,0.0,26933468.68,0.0,2015-07-10,111.0,18.38,,,,,,,150.0,SUR,,,,,
EQOB,2015-02-17,ТПлюс 03,RU000A0JQZB6,3.0,157780.0,80.5,80.5,80.5,80.5,1.78,80.5,,80.5,196.0,,87.07,,0.0,1990506.7,0.0,2017-08-07,825.0,0.0,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,Мечел 14об,RU000A0JR0J0,22.0,1195584.7,60.51,61.99,60.51,60.62,46.03,61.19,180.66,61.07,1954.0,61.19,61.19,61.19,1195584.7,1195584.7,1195584.7,2020-02-25,183.0,174.89,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,Мечел 13об,RU000A0JR0K8,41.0,4478767.0,60.52,61.9,60.52,60.62,46.03,61.37,180.57,61.6,7298.0,61.37,61.37,61.37,4478767.0,4478767.0,4478767.0,2020-02-25,183.0,173.4,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ФСК ЕЭС-10,RU000A0JR217,2.0,1911.6,93.78,97.38,93.78,96.3,31.21,95.58,20.08,97.38,2.0,94.0,93.97,94.0,84204724.3,83142266.8,84204724.3,2020-09-15,212.0,16.33,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,НижгорОбл6,RU000A0JR2H0,2.0,132480.0,96.0,96.0,96.0,96.0,8.51,96.0,14.76,96.0,460.0,,95.15,,0.0,1068385.8,0.0,2015-10-07,225.0,14.76,,,,,,,300.0,SUR,,,,,
EQOB,2015-02-17,ТПлюс 01,RU000A0JR2S7,1.0,366300.0,99.0,99.0,99.0,99.0,37.4,99.0,18.35,99.0,370.0,,98.81,,0.0,4171891.2,0.0,2017-10-06,52.0,18.35,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,ВК-Инвест6,RU000A0JR357,4.0,10494.4,95.4,95.42,95.4,95.4,28.65,95.4,16.59,95.41,11.0,95.73,95.95,95.73,56758861.2,30781612.2,56758861.2,2015-10-13,231.0,16.59,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,ВК-Инвест7,RU000A0JR381,3.0,1314533.0,95.5,95.97,95.55,95.55,28.65,95.95,16.31,95.97,1370.0,95.54,95.85,95.54,6007471.7,1835562.7,6007471.7,2015-10-13,231.0,15.56,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,ВЭБ.РФ 08,RU000A0JR3G0,4.0,162000900.0,89.75,90.2,89.75,90.0,25.27,90.0,15.44,90.0,180001.0,89.81,89.82,89.81,252391134.5,251511634.5,252391134.5,2020-10-13,566.0,15.24,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ВЭБ.РФ 06,RU000A0JR3H8,1.0,4312.5,86.25,86.25,86.25,86.25,25.76,86.25,14.78,86.25,5.0,,84.12,,0.0,6212497.3,0.0,2020-10-13,865.0,14.78,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ФСК ЕЭС-11,RU000A0JR3L0,2.0,4507260.0,86.06,90.0,86.06,86.06,25.39,88.38,14.94,90.0,5100.0,87.63,88.06,87.63,6309060.0,5125020.0,6309060.0,2020-10-16,871.0,13.7,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ФСК ЕЭС-09,RU000A0JR3M8,3.0,4507260.0,86.06,90.0,86.06,86.06,25.39,88.38,14.94,90.0,5100.0,87.63,88.12,87.63,6309060.0,4996320.0,6309060.0,2020-10-16,871.0,13.7,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ЕврХолдФ 2,RU000A0JR3P1,11.0,49130988.0,96.2,96.29,96.29,96.29,30.8,96.29,16.41,96.29,51024.0,96.29,96.29,96.29,49130988.0,49130988.0,49130988.0,2020-10-19,242.0,16.41,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,МТС 07,RU000A0JR4H6,11.0,15443670.0,86.44,86.8,86.8,86.8,23.36,86.73,15.29,86.5,17807.0,86.73,86.73,86.73,15443670.0,15443670.0,15443670.0,2017-11-07,877.0,15.32,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,МТС 08,RU000A0JR4J2,6.0,14401.4,93.01,97.68,96.1,96.1,21.88,96.01,14.35,97.68,15.0,91.12,91.12,91.12,102950305.9,102949370.8,102950305.9,2020-11-03,261.0,14.5,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ЕвроХим 03,RU000A0JR4Z8,6.0,48092872.5,95.0,95.5,95.25,95.25,20.34,95.5,15.7,95.15,50360.0,95.45,95.45,95.45,71931322.5,71931322.5,71931322.5,2018-11-14,267.0,15.29,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ТКСБанкБО6,RU000A0JR5B6,12.0,17391549.8,97.36,97.55,97.55,97.55,10.07,97.44,17.68,97.49,17849.0,97.44,97.44,97.44,17391549.8,17391549.8,17391549.8,2015-07-14,147.0,18.01,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,ТверОбл 10,RU000A0JR639,12.0,293059.98,94.1,95.0,94.1,94.1,9.54,94.32,17.29,94.65,478.0,,94.47,,0.0,515798.08,0.0,2015-12-15,289.0,16.95,,,,,,,650.0,SUR,,,,,
EQOB,2015-02-17,Волгогр 05,RU000A0JR6K5,1.0,108870.0,95.5,95.5,95.5,95.5,6.22,95.5,16.04,95.5,285.0,,98.05,,0.0,568291.36,0.0,2015-12-17,290.0,16.04,,,,,,,400.0,SUR,,,,,
EQOB,2015-02-17,АльфаБанк1,RU000A0JR7S6,3.0,10340940.0,94.0,94.0,94.0,94.0,3.07,94.0,15.49,94.0,11001.0,,94.06,,0.0,28755600.0,0.0,2016-02-02,343.0,15.49,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,Газпрнеф10,RU000A0JR878,4.0,193599.9,87.99,88.0,88.0,88.0,3.41,88.0,14.46,87.99,220.0,82.04,82.04,82.04,180834309.5,180834309.5,180834309.5,2021-01-26,964.0,14.46,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ЛСР БО-4,RU000A0JRB31,17.0,46158072.9,95.4,95.55,95.5,95.5,36.71,95.48,18.86,95.49,48344.0,95.48,95.48,95.48,46158072.9,46158072.9,46158072.9,2016-04-06,216.0,18.9,,,,,,,1000.0,SUR,,,,,
EQOB,2015-02-17,Система-04,RU000A0JRBU5,36.0,11909388.21,96.02,97.98,97.05,97.05,7.45,96.24,16.23,97.98,53623.0,96.24,96.24,96.24,11909388.21,11909388.21,11909388.21,2016-03-15,135.0,18.78,,,,,,,230.77,SUR,,,,,
EQOB,2015-02-17,ВЭБ.РФ 09,RU000A0JRCX7,2.0,119266630.0,93.0,93.91,93.91,93.91,31.38,93.91,14.55,93.0,127001.0,93.84,93.84,93.84,129773164.1,129386988.5,129773164.1,2021-03-18,380.0,14.55,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,РУСАЛБАл08,RU000A0JRF11,29.0,7276109.1,98.4,98.9,98.9,98.9,29.58,98.54,16.3,98.6,7384.0,98.54,98.54,98.54,7276109.1,7276109.1,7276109.1,2021-04-05,57.0,18.97,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,РусГидро02,RU000A0JRFP6,1.0,27681000.0,92.27,92.27,92.27,92.27,26.3,92.27,15.99,92.27,30000.0,89.23,89.23,89.23,100541632.6,100538932.6,100541632.6,2021-04-12,408.0,15.99,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,КузбЭнрФ02,RU000A0JRFX0,2.0,3400.0,85.0,85.0,85.0,85.0,27.89,85.0,25.49,85.0,4.0,82.97,83.0,82.97,128612457.7,74704239.6,128612457.7,2021-04-15,404.0,25.49,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,ЗСД 02,RU000A0JRJL7,1.0,16515.0,91.75,91.75,91.75,91.75,18.46,91.75,17.3,91.75,18.0,,91.36,,0.0,509805.0,0.0,2031-05-13,416.0,17.3,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,РМК-ФИН 04,RU000A0JRJR4,3.0,152392.0,96.9,98.99,97.0,97.0,23.63,97.06,23.61,98.99,157.0,,89.65,,0.0,573789.3,0.0,2016-06-02,107.0,23.36,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,Мечел 17об,RU000A0JRJS2,12.0,316280.1,46.05,51.8,51.8,51.8,17.26,49.73,83.99,47.5,636.0,,49.02,,0.0,676498.6,0.0,2021-05-27,438.0,90.13,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,Мечел 18об,RU000A0JRJT0,13.0,627232.4,49.9,51.0,50.25,50.25,17.26,50.02,88.55,49.9,1254.0,50.02,50.02,50.02,627232.4,627232.4,627232.4,2021-05-27,438.0,89.24,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,Мечел 19об,RU000A0JRJY0,4.0,341595.7,49.99,53.8,53.0,53.0,16.11,50.46,79.73,49.99,677.0,48.91,49.14,48.91,545798.6,501264.6,545798.6,2021-06-01,443.0,86.92,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,СПбТел 02,RU000A0JRKD2,1.0,27600.0,92.0,92.0,92.0,92.0,13.81,92.0,15.81,92.0,30.0,90.55,90.55,90.55,1092067.4,1092067.4,1092067.4,2021-06-11,463.0,15.81,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,БКЕвразия1,RU000A0JRKX0,5.0,201854502.5,84.25,86.01,84.25,84.25,12.66,84.25,23.85,86.01,239587.0,84.25,84.25,84.25,201924417.0,201911358.2,201924417.0,2018-06-20,467.0,23.85,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,ФСК ЕЭС-19,RU000A0JRMX6,4.0,123227481.5,82.0,84.0,82.15,82.15,7.19,82.15,15.33,84.0,150003.0,,80.17,,0.0,323475601.5,0.0,2023-07-06,1091.0,15.33,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,АбсолютБ-5,RU000A0JRNJ3,1.0,175950.0,97.75,97.75,97.75,97.1,5.62,97.75,16.26,97.75,180.0,,95.22,,0.0,3280300.0,0.0,2016-07-27,162.0,16.26,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-02-17,Uranium 01,RU000A0JRTS1,1.0,16920.0,94.0,94.0,94.0,94.0,20.3,94.0,14.09,94.0,18.0,,,,0.0,0.0,0.0,2021-11-24,601.0,14.09,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,ВЭБлизинг8,RU000A0JRUY7,1.0,4870.0,97.4,97.4,97.4,97.4,35.29,97.4,16.14,97.4,5.0,,100.0,,0.0,2345267278.3,0.0,2021-10-19,242.0,16.14,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,РСХБ 15,RU000A0JRVN8,1.0,985.0,98.5,98.5,98.5,98.5,22.29,98.5,15.64,98.5,1.0,98.44,98.42,98.44,613588131.2,462900401.0,613588131.2,2021-10-26,77.0,15.64,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-02-17,Краснодар2,RU000A0JRVV1,1.0,498.5,99.7,99.7,99.7,99.7,6.35,99.7,9.63,99.7,2.0,,95.77,,0.0,597154.68,0.0,2015-11-05,253.0,9.63,,,,,,,250.0,SUR,,,,,
