BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2020-08-13,АбрауДюрсо,ABRD,958.0,8204305.0,229.5,229.5,240.0,233.5,236.0,233.0,34780.0,236.0,236.0,233.5,8204305.0,8204305.0,8204305.0,0.0,3
TQPI,2020-08-13,АСКО ао,ACKO,281.0,1834044.0,5.16,5.12,5.6,5.26,5.4,5.26,339600.0,5.4,5.4,5.26,1834044.0,1834044.0,1834044.0,0.0,3
SMAL,2020-08-13,Система ао,AFKS,4.0,684.76,22.089,22.089,22.089,,21.535,22.089,31.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-13,Система ао,AFKS,21990.0,959212480.7,21.45,21.241,21.879,21.4,21.535,21.415,44542900.0,21.541,21.541,21.4,913931121.0,913931121.0,913931121.0,0.0,3
SMAL,2020-08-13,Аэрофлот,AFLT,6.0,1196.52,85.02,84.86,86.84,,86.94,86.24,14.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-13,Аэрофлот,AFLT,38076.0,1804764219.6,85.5,85.48,88.0,86.22,86.94,86.26,20758990.0,87.0,87.0,86.22,1699123113.4,1699123113.4,1699123113.4,0.0,3
TQBR,2020-08-13,AGRO-гдр,AGRO,1872.0,33659755.0,719.4,716.2,726.0,718.6,721.4,718.6,46662.0,721.4,721.4,718.6,33659755.0,33659755.0,33659755.0,0.0,3
TQTE,2020-08-13,AKEU ETF,AKEU,149.0,60987.91,10.18,10.1,10.19,10.17,10.16,10.17,6003.0,873.28,873.28,10.17,5242276.69,5242276.69,5242276.69,57111.87,3
TQTF,2020-08-13,ETF AKMB,AKMB,203.0,145511.18,1.0254,1.0239,1.0262,1.0247,1.0244,1.0262,141978.0,,1.0251,1.0247,0.0,1103990.49,0.0,2304442.3,3
TQTD,2020-08-13,AKNX ETF,AKNX,475.0,177515.34,16.17,16.12,16.43,16.38,16.29,16.38,10896.0,1193.13,1193.13,16.38,13000353.74,13000353.74,13000353.74,301050.8,3
TQBR,2020-08-13,Акрон,AKRN,809.0,23943540.0,5836.0,5820.0,5916.0,5890.0,5878.0,5890.0,4074.0,5878.0,5878.0,5890.0,23943540.0,23943540.0,23943540.0,0.0,3
TQTD,2020-08-13,AKSP ETF,AKSP,202.0,68839.19,11.62,11.58,11.67,11.66,11.63,11.66,5917.0,852.03,852.03,11.66,5041444.85,5041444.85,5041444.85,260232.19,3
TQBR,2020-08-13,БестЭфБ ао,ALBK,9.0,37430.0,52.5,52.5,53.5,53.5,53.5,53.5,700.0,,52.5,53.5,0.0,560810.0,0.0,0.0,3
TQBR,2020-08-13,АЛРОСА-Нюр,ALNU,21.0,2401400.0,56000.0,55400.0,56600.0,55600.0,55800.0,55600.0,43.0,55800.0,55800.0,55600.0,2401400.0,2401400.0,2401400.0,0.0,3
SMAL,2020-08-13,АЛРОСА ао,ALRS,29.0,7597.33,69.42,67.4,71.0,,69.72,67.4,109.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-13,АЛРОСА ао,ALRS,15809.0,863558766.0,70.21,69.25,70.21,69.6,69.72,69.75,12387630.0,69.72,69.72,69.6,802129784.7,802129784.7,802129784.7,0.0,3
TQBR,2020-08-13,АшинскийМЗ,AMEZ,385.0,2999551.0,4.785,4.745,4.875,4.825,4.8,4.835,624800.0,4.8,4.8,4.825,2999551.0,2999551.0,2999551.0,0.0,3
