BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2005-09-28,Индекс МосБиржи,Индекс МосБиржи,886.76,891.7,900.41,877.6,22160605787.07,,,2,,RUB,
RTSI,MCFTR,2005-09-28,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,894.0,894.0,894.0,894.0,0.0,,,2,0.0,,
RTSI,MCFTRN,2005-09-28,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),892.91,892.91,892.91,892.91,0.0,,,2,0.0,,
RTSI,MCFTRR,2005-09-28,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),893.35,893.35,893.35,893.35,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2005-09-28,Индекс МосБиржи 10,Индекс МосБиржи 10,1463.23,1476.68,1488.59,1452.38,12285907749.24,,,2,,RUB,
SNDX,MICEXBNDPRCI,2005-09-28,RCBI,RCBI,102.61,102.86,102.86,102.56,77217342.2,,,2,,RUB,
SNDX,MICEXBNDTRTI,2005-09-28,RCBIc,RCBI-c,133.86,,,,77217342.2,,,2,,RUB,
SNDX,MICEXCBICP,2005-09-28,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,102.61,102.86,102.86,102.56,77217342.2,,,2,,RUB,
SNDX,MICEXCBITR,2005-09-28,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,133.86,,,,77217342.2,,,2,,RUB,
SNDX,MICEXCGS,2005-09-28,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,2277.77,2245.49,2281.09,2245.49,1652694.48,,,2,,RUB,
SNDX,MICEXFNL,2005-09-28,Индекс финансов,Индекс МосБиржи финансов,2275.67,2232.97,2282.48,2232.97,705994966.11,,,2,,RUB,
SNDX,MICEXINDEXCF,2005-09-28,Индекс МосБиржи (архив),Индекс МосБиржи (архив),886.76,891.7,900.41,877.6,22160605787.07,,,2,,RUB,
SNDX,MICEXLC,2005-09-28,MICEX LC,ММВБ высокая кап,1589.07,1582.59,1615.25,1572.42,21335951745.42,,,2,,RUB,
SNDX,MICEXM&M,2005-09-28,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,1571.81,1566.05,1580.21,1543.57,1924993676.19,,,2,,RUB,
SNDX,MICEXMC,2005-09-28,MICEX MC,ММВБ стандарт кап,1500.54,1472.34,1502.01,1472.24,1051683358.35,,,2,,RUB,
SNDX,MICEXMNF,2005-09-28,Машиностроение,Индекс машиностроения Московской Биржи,954.54,955.03,959.05,949.32,29673726.92,,,2,,RUB,
SNDX,MICEXO&G,2005-09-28,Индекс нефти и газа,Индекс МосБиржи нефти и газа,1822.49,1827.0,1858.28,1813.08,8436768037.48,,,2,,RUB,
SNDX,MICEXPWR,2005-09-28,Индекс электроэнергетики,Индекс МосБиржи электроэнергетики,1238.47,1261.26,1271.09,1235.34,10092057842.8,,,2,,RUB,
SNDX,MICEXSC,2005-09-28,Второй эшелон,Индекс второго эшелона Московской Биржи,1687.08,1660.17,1704.39,1660.17,95148511.58,,,2,,RUB,
SNDX,MICEXTLC,2005-09-28,Индекс телекоммуникаций,Индекс МосБиржи телекоммуникаций,1356.91,1343.86,1366.98,1343.86,1279911263.4,,,2,,RUB,
SNDX,MOEX10,2005-09-28,Индекс МосБиржи 10,Индекс МосБиржи 10,1463.23,1476.68,1488.59,1452.38,12285907749.24,,,2,,RUB,
SNDX,MOEXCN,2005-09-28,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,2277.77,2245.49,2281.09,2245.49,1652694.48,,,2,,RUB,
