BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2018-03-14,МГор48-об,RU000A0JNYN1,3.0,10710.7,96.17,97.49,96.17,96.17,15.29,97.37,7.18,97.49,11.0,96.98,97.01,96.17,271206282.5,1262060.7,271206282.5,2022-06-11,1368.0,6.83,,,,29.92,,2018-03-14,1000.0,SUR,,,,,RUB
EQOB,2018-03-14,ДОМ.РФ10об,RU000A0JPJE6,1.0,250.88,100.35,100.35,100.35,100.35,1.49,100.35,7.72,100.35,1.0,,100.51,100.35,0.0,47088479.21,0.0,2018-11-15,241.0,7.72,,,,4.91,,2018-03-14,250.0,SUR,,,,,RUB
EQOB,2018-03-14,Газпрнефт4,RU000A0JQ557,1.0,1000.0,100.0,100.0,100.0,100.0,34.82,100.0,8.23,100.0,1.0,,100.2,100.0,0.0,508998.3,0.0,2019-04-09,27.0,8.23,,,,40.89,2018-04-10,2018-03-14,1000.0,SUR,,6.7324,,2018-04-16,RUB
EQOB,2018-03-14,РЖД-17 обл,RU000A0JQ7W9,8.0,33765731.2,100.2,100.33,100.3,100.3,11.92,100.33,6.66,100.33,33656.0,100.32,100.32,100.3,36763866.8,36742841.3,36763866.8,2018-07-16,124.0,6.57,,,,37.4,,2018-03-14,1000.0,SUR,,,6.5198,,RUB
EQOB,2018-03-14,ДОМ.РФ13об,RU000A0JQAG8,2.0,6006.0,100.1,100.1,100.1,100.1,45.21,100.1,9.84,100.1,6.0,100.56,100.71,100.1,36610184.6,3038571.0,36610184.6,2018-04-15,32.0,9.84,,,,54.85,,2018-03-14,1000.0,SUR,,,9.4197,,RUB
EQOB,2018-03-14,ДОМ.РФ14об,RU000A0JQAL8,1.0,6465.0,107.75,107.75,107.75,107.75,35.05,107.75,-27.54,107.75,6.0,,107.58,107.75,0.0,2155822.0,0.0,2023-05-15,62.0,-27.54,,,,53.31,2018-05-15,2018-03-14,1000.0,SUR,,,,,RUB
EQOB,2018-03-14,МГор66-об,RU000A0JQHM1,2.0,3689420.0,102.2,102.2,102.2,102.2,5.2,102.2,6.91,102.2,3610.0,102.13,102.13,102.2,4853104.7,4839741.7,4853104.7,2018-11-23,247.0,6.91,,,,24.38,,2018-03-14,1000.0,SUR,,,,,RUB
EQOB,2018-03-14,РСХБ 8,RU000A0JQK64,13.0,64020671.5,100.41,100.6,100.6,100.6,35.24,100.5,7.4,100.41,63700.0,100.5,100.5,100.6,64020671.5,64020671.5,64020671.5,2019-11-14,64.0,7.99,,,,54.35,2018-05-17,2018-03-14,1000.0,SUR,,6.9686,,2018-05-21,RUB
EQOB,2018-03-14,РСХБ 9,RU000A0JQK72,4.0,26449697.8,100.6,100.63,100.63,100.63,35.24,100.61,7.22,100.63,26289.0,100.67,100.61,100.63,46351489.4,26485978.5,46351489.4,2019-11-14,64.0,7.34,,,,54.35,2018-05-17,2018-03-14,1000.0,SUR,,6.8028,,2018-05-21,RUB
EQOB,2018-03-14,РЖД-23 обл,RU000A0JQRD9,5.0,979309.0,101.89,102.1,101.89,101.89,15.45,101.89,6.51,102.1,961.0,101.97,101.93,101.89,1322565.5,1087572.5,1322565.5,2025-01-16,134.0,6.51,,,,58.59,2018-07-26,2018-03-14,1000.0,SUR,,6.1975,,2018-08-02,RUB
