BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2020-07-24,МГор48-об,RU000A0JNYN1,22.0,84450.2,102.53,103.97,103.02,103.02,7.07,102.99,4.35,103.0,82.0,,102.13,103.02,0.0,598474.6,0.0,2022-06-11,656.0,4.37,,,6.0,30.08,,2020-07-24,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-24,РЖД-19 обл,RU000A0JQ7Z2,2.0,24895.1,107.95,108.32,108.32,108.32,2.37,108.24,5.55,107.95,23.0,,108.33,108.32,0.0,550311.7,0.0,2024-07-08,1275.0,5.58,,,7.85,39.14,,2020-07-24,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-24,Мечел  4об,RU000A0JQ8V9,1.0,205.0,102.5,102.5,102.5,102.5,0.35,102.5,,102.5,1.0,,,102.5,0.0,0.0,0.0,2021-07-15,,,,,8.0,3.99,,2020-07-24,200.0,SUR,,,,,RUB,3
TQCB,2020-07-24,РЖД-23 обл,RU000A0JQRD9,22.0,95040.1,107.95,108.23,108.23,108.23,0.22,108.0,5.82,108.05,88.0,,107.98,108.23,0.0,512898.0,0.0,2025-01-16,1421.0,5.88,,,7.85,39.14,,2020-07-24,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-24,ВЭБ.РФ 08,RU000A0JR3G0,1.0,26304.2,101.17,101.17,101.17,101.17,26.84,101.17,4.13,101.17,26.0,101.12,101.12,101.17,292609802.8,292609802.8,292609802.8,2020-10-13,81.0,4.13,,,9.7,48.37,,2020-07-24,1000.0,SUR,,,3.9151,,RUB,3
TQCB,2020-07-24,ВЭБ.РФ 06,RU000A0JR3H8,1.0,5035.5,100.71,100.71,100.71,100.71,23.19,100.71,5.0,100.71,5.0,100.8,100.8,100.71,853775.7,649151.4,853775.7,2020-10-13,81.0,5.0,,,8.38,41.79,,2020-07-24,1000.0,SUR,,,4.7248,,RUB,3
TQCB,2020-07-24,ДОМ.РФ20об,RU000A0JR6S8,2.0,824.0,103.0,103.0,103.0,103.0,3.68,103.0,0.82,103.0,2.0,,,103.0,0.0,0.0,0.0,2027-12-15,142.0,0.82,,,8.6,8.67,2020-12-15,2020-07-24,400.0,SUR,,0.7985,,2020-12-15,RUB,3
TQCB,2020-07-24,Мечел 16об,RU000A0JR8P0,6.0,8041.8,100.47,100.77,100.77,100.77,35.95,100.52,6.62,100.48,8.0,,100.52,100.77,0.0,528728.5,0.0,2021-02-09,193.0,7.11,,,8.0,39.89,,2020-07-24,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-24,ВЭБ.РФ 09,RU000A0JRCX7,5.0,22513.6,102.16,102.48,102.16,102.16,30.97,102.33,5.48,102.48,22.0,,102.24,102.16,0.0,1040756.8,0.0,2021-03-18,229.0,5.21,,,8.9,44.38,,2020-07-24,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-24,ВЭБлизинг3,RU000A0JREW5,1.0,1008.5,100.85,100.85,100.85,100.85,22.31,100.85,6.05,100.85,1.0,,101.47,100.85,0.0,2253564.1,0.0,2021-04-02,246.0,6.05,,,7.27,36.25,,2020-07-24,1000.0,SUR,,,,,RUB,3
