BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2016-06-24,АбрауДюрсо,ABRD,24.0,907100.0,82.5,81.5,82.5,81.5,82.5,81.5,11000.0,82.5,82.5,81.5,907100.0,907100.0,907100.0,
TQBR,2016-06-24,АЭССЕЛЬао,AESL,2.0,15850.0,79.0,79.0,79.5,79.5,79.5,79.5,200.0,,,79.5,0.0,0.0,0.0,
SMAL,2016-06-24,Система ао,AFKS,1.0,920.92,20.02,20.02,20.02,,20.345,20.02,46.0,,,,0.0,0.0,0.0,
TQBR,2016-06-24,Система ао,AFKS,3767.0,95352461.5,20.45,20.03,20.89,20.055,20.345,20.055,4686900.0,20.345,20.345,20.055,95352461.5,95352461.5,95352461.5,
SMAL,2016-06-24,Аэрофлот,AFLT,13.0,23442.54,84.3,83.79,84.79,,83.63,83.87,279.0,,,,0.0,0.0,0.0,
TQBR,2016-06-24,Аэрофлот,AFLT,3600.0,270086727.0,83.85,81.3,84.76,83.42,83.63,83.42,3229400.0,83.63,83.63,83.42,270086727.0,270086727.0,270086727.0,
TQBR,2016-06-24,AGRO-гдр,AGRO,714.0,21782094.0,930.0,912.0,982.0,976.0,962.0,976.0,22638.0,962.0,962.0,976.0,21782094.0,21782094.0,21782094.0,
TQBR,2016-06-24,Акрон,AKRN,158.0,4544500.0,3300.0,3300.0,3425.0,3420.0,3380.0,3420.0,1345.0,3380.0,3380.0,3420.0,4544500.0,4544500.0,4544500.0,
TQBR,2016-06-24,АЛРОСА-Нюр,ALNU,3.0,371500.0,124000.0,122500.0,125000.0,125000.0,124000.0,125000.0,3.0,124000.0,124000.0,125000.0,1239000.0,1239000.0,1239000.0,
SMAL,2016-06-24,АЛРОСА ао,ALRS,4.0,4601.22,74.79,71.48,74.79,,70.92,71.48,64.0,,,,0.0,0.0,0.0,
TQBR,2016-06-24,АЛРОСА ао,ALRS,5346.0,343364668.0,69.5,68.24,72.31,72.15,70.92,72.15,4845600.0,70.86,70.86,72.15,343364668.0,343364668.0,343364668.0,
TQBR,2016-06-24,АшинскийМЗ,AMEZ,90.0,1116791.0,3.19,3.1,3.26,3.23,3.21,3.25,347400.0,3.21,3.21,3.23,1116791.0,1116791.0,1116791.0,
TQBR,2016-06-24,Аптеки36и6,APTK,574.0,2728790.7,11.88,11.65,11.96,11.85,11.78,11.85,231630.0,11.78,11.78,11.85,2728790.7,2728790.7,2728790.7,
TQBR,2016-06-24,РусАква ао,AQUA,12.0,52000.0,31.1,31.0,33.5,33.4,32.5,33.4,1600.0,,31.2,33.4,0.0,582710.0,0.0,
TQDE,2016-06-24,Армада,ARMD,72.0,321877.0,18.6,17.6,18.6,18.0,18.0,18.0,17840.0,,18.2,18.0,0.0,500241.0,0.0,
TQBR,2016-06-24,Арсагера,ARSA,6.0,30145.0,2.0,2.0,2.06,2.06,2.01,2.06,15000.0,,2.03,2.06,0.0,505225.0,0.0,
TQBR,2016-06-24,АстрЭнСб,ASSB,26.0,52646.0,0.395,0.384,0.404,0.384,0.396,0.384,133000.0,,0.382,0.384,0.0,500195.0,0.0,
TQBR,2016-06-24,АВТОВАЗ ао,AVAZ,196.0,1854621.0,7.32,7.07,7.5,7.41,7.36,7.42,252000.0,7.36,7.36,7.41,1854621.0,1854621.0,1854621.0,
SMAL,2016-06-24,АВТОВАЗ ап,AVAZP,2.0,335.43,3.35,3.35,3.78,,3.425,3.78,100.0,,,,0.0,0.0,0.0,
TQBR,2016-06-24,АВТОВАЗ ап,AVAZP,295.0,1558380.0,3.35,3.33,3.49,3.49,3.425,3.49,454900.0,3.425,3.425,3.49,1558380.0,1558380.0,1558380.0,
TQBR,2016-06-24,Башнефт ао,BANE,4897.0,219434811.5,2871.0,2810.0,2971.5,2900.0,2922.0,2900.0,75097.0,2922.0,2922.0,2900.0,219434811.5,219434811.5,219434811.5,
TQBR,2016-06-24,Башнефт ап,BANEP,1367.0,64668855.5,1884.0,1850.5,1900.0,1865.0,1900.0,1865.0,34269.0,1887.0,1887.0,1865.0,64668855.5,64668855.5,64668855.5,
SMAL,2016-06-24,БашИнСв ап,BISVP,1.0,201.0,4.02,4.02,4.02,,4.16,4.02,50.0,,,,0.0,0.0,0.0,
TQBR,2016-06-24,БашИнСв ап,BISVP,10.0,58190.0,4.18,4.1,4.18,4.11,4.16,4.1,14000.0,,4.14,4.11,0.0,509470.0,0.0,
TQBR,2016-06-24,Белон ао,BLNG,35.0,207514.0,4.32,4.23,4.32,4.31,4.29,4.31,48400.0,,4.27,4.31,0.0,756405.0,0.0,
TQBR,2016-06-24,БурЗолото,BRZL,2.0,3625.0,1215.0,1205.0,1215.0,1205.0,1210.0,1205.0,3.0,,1180.0,1205.0,0.0,507790.0,0.0,
TQBR,2016-06-24,БСП ао,BSPB,485.0,5000827.0,53.3,51.55,53.85,52.4,52.75,52.4,94840.0,52.75,52.75,52.4,5000827.0,5000827.0,5000827.0,
TQBR,2016-06-24,МКБ ао,CBOM,243.0,2425494.5,3.935,3.9,3.955,3.925,3.925,3.92,618200.0,3.925,3.925,3.925,2425494.5,2425494.5,2425494.5,
TQBR,2016-06-24,ЧТПЗ ао,CHEP,20.0,545620.0,64.5,64.5,69.0,67.6,68.2,69.0,8000.0,68.2,68.2,67.6,545620.0,545620.0,545620.0,
SMAL,2016-06-24,РН-ЗапСиб,CHGZ,1.0,927.3,28.1,28.1,28.1,,28.1,28.1,33.0,,,,0.0,0.0,0.0,
TQBR,2016-06-24,ЧКПЗ ао,CHKZ,14.0,46160.0,1770.0,1750.0,1810.0,1800.0,1780.0,1800.0,26.0,,1940.0,1800.0,0.0,510080.0,0.0,
SMAL,2016-06-24,СевСт-ао,CHMF,8.0,20213.8,673.4,667.3,685.9,,673.0,685.9,30.0,,,,0.0,0.0,0.0,
TQBR,2016-06-24,СевСт-ао,CHMF,7925.0,475370109.0,656.6,647.3,689.7,679.0,673.0,679.0,706310.0,673.0,673.0,679.0,475370109.0,475370109.0,475370109.0,
TQBR,2016-06-24,ЧМК ао,CHMK,52.0,382150.0,2445.0,2405.0,2635.0,2580.0,2550.0,2580.0,150.0,,2555.0,2580.0,0.0,500340.0,0.0,
TQBR,2016-06-24,ЧЦЗ ао,CHZN,18.0,76210.0,366.0,357.0,371.0,367.0,363.0,364.0,210.0,,364.0,367.0,0.0,509270.0,0.0,
TQBR,2016-06-24,ЧелябЭС ао,CLSB,2.0,44170.0,0.096,0.096,0.097,0.096,0.096,0.097,460000.0,,0.0935,0.096,0.0,500715.0,0.0,
TQBR,2016-06-24,Телеграф,CNTL,7.0,81905.0,21.55,20.9,21.95,21.0,21.0,20.9,3900.0,,21.45,21.0,0.0,508010.0,0.0,
TQBR,2016-06-24,Телеграф-п,CNTLP,3.0,21275.0,6.4,6.4,6.45,6.45,6.45,6.45,3300.0,,6.85,6.45,0.0,553830.0,0.0,
TQBR,2016-06-24,ДагСб ао,DASB,15.0,87270.0,0.352,0.352,0.37,0.36,0.364,0.36,240000.0,,0.372,0.36,0.0,502730.0,0.0,
TQBR,2016-06-24,Дорогбж ао,DGBZ,7.0,27990.0,41.4,39.3,41.4,39.3,40.0,39.3,700.0,,40.1,39.3,0.0,517410.0,0.0,
