BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
SMAL,2021-03-24,АбрауДюрсо,ABRD,1.0,283.0,283.0,283.0,283.0,,217.0,283.0,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-03-24,АбрауДюрсо,ABRD,2727.0,49627735.0,211.5,211.5,222.0,218.0,217.0,218.0,228770.0,217.0,217.0,218.0,49627735.0,49627735.0,49627735.0,0.0,3
TQBR,2021-03-24,АСКО ао,ACKO,48.0,427376.0,6.28,6.2,6.28,6.2,6.24,6.2,68500.0,,6.26,6.2,0.0,540468.0,0.0,0.0,3
SMAL,2021-03-24,Система ао,AFKS,1.0,340.91,34.091,34.091,34.091,,34.157,34.091,10.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-03-24,Система ао,AFKS,13798.0,722696407.7,34.1,33.75,34.498,34.284,34.157,34.051,21158000.0,34.155,34.155,34.284,651610137.2,651610137.2,651610137.2,0.0,3
SMAL,2021-03-24,Аэрофлот,AFLT,20.0,2884.04,68.9,65.64,68.9,,66.26,65.9,43.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-03-24,Аэрофлот,AFLT,66172.0,2373950482.8,67.72,65.4,68.0,65.84,66.26,65.9,35825540.0,66.32,66.32,65.84,2018076570.2,2018076570.2,2018076570.2,0.0,3
TQBR,2021-03-24,AGRO-гдр,AGRO,8078.0,187732148.2,921.0,911.6,929.0,924.0,923.2,924.0,203344.0,923.2,923.2,924.0,187732148.2,187732148.2,187732148.2,0.0,3
TQTF,2021-03-24,ETF AKCH,AKCH,1533.0,43339129.92,103.04,99.6,103.73,99.7,103.04,99.67,421872.0,102.73,102.73,99.7,43339129.92,43339129.92,43339129.92,22104858.02,3
TQTE,2021-03-24,AKEU ETF,AKEU,294.0,530450.46,11.46,11.39,11.49,11.46,11.46,11.46,46286.0,1028.75,1028.75,11.46,47616946.51,47616946.51,47616946.51,188579.14,3
TQTF,2021-03-24,ETF AKMB,AKMB,3003.0,1249457.76,1.0652,1.0624,1.068,1.0637,1.0633,1.0635,1175226.0,1.063,1.063,1.0637,1156102.32,1156102.32,1156102.32,4387843.06,3
TQTF,2021-03-24,ETF AKME,AKME,580.0,311958.07,111.39,111.16,113.5,113.14,112.21,113.32,2780.0,,111.91,113.14,0.0,2630235.55,0.0,1525999.81,3
TQTD,2021-03-24,AKNX ETF,AKNX,228.0,335395.78,19.09,18.83,19.21,19.03,19.0,19.01,17656.0,1432.0,1432.0,19.03,25895609.76,25895609.76,25895609.76,373838.73,3
TQTF,2021-03-24,AKNX ETF,AKNX,62.0,620686.8,1451.2,1442.2,1458.6,1434.2,1432.0,1457.0,428.0,1432.0,1432.0,1434.2,25895609.76,25895609.76,25895609.76,27827545.34,3
TQBR,2021-03-24,Акрон,AKRN,1672.0,78817400.0,6050.0,6002.0,6150.0,6118.0,6090.0,6118.0,12944.0,6090.0,6090.0,6118.0,78817400.0,78817400.0,78817400.0,0.0,3
TQTD,2021-03-24,AKSP ETF,AKSP,341.0,234280.6,13.5,13.41,13.58,13.55,13.52,13.56,17333.0,1018.58,1018.58,13.55,17655034.63,17655034.63,17655034.63,495961.01,3
TQBR,2021-03-24,БестЭфБ ао,ALBK,7.0,14035.0,58.5,58.0,58.5,58.5,58.5,58.5,240.0,,58.0,58.5,0.0,511680.0,0.0,0.0,3
TQBR,2021-03-24,АЛРОСА-Нюр,ALNU,13.0,977200.0,60800.0,60800.0,61400.0,61000.0,61000.0,61000.0,16.0,61000.0,61000.0,61000.0,977200.0,977200.0,977200.0,0.0,3
