BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2016-02-15,BYRRUB_TOD,BYRRUB_TOD,35.6,35.6,35.6,35.6,1.0,7120.0,35.6
CETS,2016-02-15,CNYRUB_TOD,CNY000000TOD,11.995,11.945,11.995,11.99,34.0,183858415.6,11.9668
CETS,2016-02-15,CNY_TODTOM,CNYRUBTODTOM,0.003,0.00285,0.00309,0.002851,27.0,1683772518.9,0.002972
CNGD,2016-02-15,CNY_TODTOM,CNYRUBTODTOM,0.006318,-0.006318,0.006318,0.006,24.0,3155913.58,
CETS,2016-02-15,CNYRUB_TOM,CNYRUB_TOM,12.0039,11.87,12.0043,11.9,321.0,1341058762.0,11.9852
CETS,2016-02-15,CNY_TOMSPT,CNYRUB_TOM1D,0.0027,0.0027,0.0027,0.0027,1.0,145672800.0,0.0027
CETS,2016-02-15,EUR_TODTOM,EUR000TODTOM,0.0244,0.0237,0.0252,0.0243,474.0,166402422090.0,0.0247
CNGD,2016-02-15,EUR_TODTOM,EUR000TODTOM,0.0251,-0.0461,0.048,0.04,686.0,5127286947.44,
CETS,2016-02-15,EURUSD_TOM,EURUSD000TOM,1.12225,1.113,1.12225,1.1153,132.0,1797347106.66,1.1187
CNGD,2016-02-15,EURUSD_TOM,EURUSD000TOM,1.12045,1.12045,1.1239,1.1239,2.0,71507699.46,
CETS,2016-02-15,EURRUB_TOD,EUR_RUB__TOD,87.25,86.482,87.46,86.501,3339.0,16874631825.0,87.0288
CNGD,2016-02-15,EURRUB_TOD,EUR_RUB__TOD,87.0,86.54,88.23,86.54,3.0,68784000.0,
CETS,2016-02-15,EURRUB_TOM,EUR_RUB__TOM,87.008,85.801,87.47,85.801,6973.0,28283810630.0,86.7197
CNGD,2016-02-15,EURRUB_TOM,EUR_RUB__TOM,87.024,86.22,87.024,86.22,2.0,47001150.9,
CNGD,2016-02-15,GBP_TODTOM,GBPRUBTODTOM,0.0522,-0.0158,0.0601,-0.0158,15.0,8588397.27,
CETS,2016-02-15,GBPRUB_TOD,GBPRUB_TOD,112.85,111.7,113.15,111.75,10.0,22888250.0,112.1973
CETS,2016-02-15,GBPRUB_TOM,GBPRUB_TOM,112.92,111.6,112.98,112.11,23.0,27728320.0,112.2604
CETS,2016-02-15,GLD_TODTOM,GLDRUBTODTOM,0.952,0.952,0.952,0.952,2.0,507000320.0,0.952
CETS,2016-02-15,GLDRUB_TOM,GLDRUB_TOM,3026.0,2998.0,3026.0,3020.0,3.0,2138920.0,3012.56
CETS,2016-02-15,HKD_TODTOM,HKDRUBTODTOM,0.003695,0.003695,0.003695,0.003695,1.0,1429147300.0,0.003695
CETS,2016-02-15,SLVRUB_TOM,SLVRUB_TOM,38.07,38.0,38.37,38.37,6.0,1185756.0,38.01
CETS,2016-02-15,UAHRUB_TOD,UAH000000TOM,30.488,30.488,30.488,30.488,1.0,914640.0,30.488
CETS,2016-02-15,USDRUB_TOM,USD000UTSTOM,77.917,76.9,78.014,76.95,60696.0,292114093476.0,77.5435
CNGD,2016-02-15,USDRUB_TOM,USD000UTSTOM,77.8,76.93,77.97,77.62,17.0,1655214840.0,
CETS,2016-02-15,USDRUB_SPT,USDRUB_SPT,77.69,77.69,77.7,77.7,2.0,1553990.0,77.6995
CETS,2016-02-15,USD_TOM1M,USDRUB_TOM1M,0.6025,0.6002,0.6038,0.6012,28.0,404884710.0,0.602
CETS,2016-02-15,USD_TOM1W,USDRUB_TOM1W,0.1705,0.1705,0.1705,0.1705,2.0,1184365500.0,0.1705
CNGD,2016-02-15,USD_TOM1W,USDRUB_TOM1W,0.1675,0.1675,0.1675,0.1675,7.0,134451958.63,
CETS,2016-02-15,USD_TOM3M,USDRUB_TOM3M,1.825,1.825,1.825,1.825,1.0,8061220.0,1.825
CNGD,2016-02-15,USD_TOM3M,USDRUB_TOM3M,1.8625,1.8625,1.8625,1.8625,1.0,1612994000.0,
