BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2018-03-06,БанкАстаны,ABBN,12.0,782913.0,208.7,204.4,208.9,208.9,205.5,208.9,3810.0,205.5,205.5,208.9,782913.0,782913.0,782913.0,
TQBR,2018-03-06,АбрауДюрсо,ABRD,3.0,45100.0,142.5,142.5,154.5,154.5,150.5,154.5,300.0,,143.0,154.5,0.0,501350.0,0.0,
TQBR,2018-03-06,АСКО ао,ACKO,909.0,24657450.0,9.1,8.62,9.43,9.03,9.03,9.03,2730000.0,9.03,9.03,9.03,24657450.0,24657450.0,24657450.0,
TQBR,2018-03-06,Система ао,AFKS,7653.0,268476719.0,12.27,12.115,12.28,12.18,12.185,12.18,22035500.0,12.185,12.185,12.18,268476719.0,268476719.0,268476719.0,
SMAL,2018-03-06,Аэрофлот,AFLT,5.0,10500.35,149.3,147.6,149.95,,148.9,149.95,71.0,,,,0.0,0.0,0.0,
TQBR,2018-03-06,Аэрофлот,AFLT,6265.0,852107450.0,150.8,147.85,151.45,149.4,148.9,149.4,5722800.0,148.9,148.9,149.4,852107450.0,852107450.0,852107450.0,
TQBR,2018-03-06,AGRO-гдр,AGRO,892.0,7554630.0,593.0,582.0,600.0,596.5,593.5,596.5,12733.0,593.5,593.5,596.5,7554630.0,7554630.0,7554630.0,
TQBR,2018-03-06,Акрон,AKRN,1056.0,46277662.0,4195.0,4195.0,4270.0,4219.0,4228.0,4219.0,10945.0,4228.0,4228.0,4219.0,46277662.0,46277662.0,46277662.0,
SMAL,2018-03-06,АЛРОСА ао,ALRS,4.0,3997.56,88.97,88.75,89.01,,88.73,88.75,45.0,,,,0.0,0.0,0.0,
TQBR,2018-03-06,АЛРОСА ао,ALRS,10920.0,1156730705.0,88.39,88.01,89.3,88.72,88.73,88.72,13036600.0,88.73,88.73,88.72,1156730705.0,1156730705.0,1156730705.0,
TQBR,2018-03-06,АшинскийМЗ,AMEZ,24.0,68881.0,4.31,4.26,4.34,4.34,4.31,4.34,16000.0,,4.27,4.34,0.0,585791.0,0.0,
SMAL,2018-03-06,Аптеки36и6,APTK,1.0,48.0,8.0,8.0,8.0,,8.08,8.0,6.0,,,,0.0,0.0,0.0,
TQBR,2018-03-06,Аптеки36и6,APTK,197.0,290011.3,8.07,8.05,8.12,8.08,8.08,8.08,35890.0,,8.08,8.08,0.0,500491.4,0.0,
TQBR,2018-03-06,РусАква ао,AQUA,4.0,79450.0,199.0,198.0,199.0,198.5,198.5,199.0,400.0,,190.5,198.5,0.0,629300.0,0.0,
