BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2015-01-23,АбрауДюрсо,ABRD,1.0,9900.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,,94.0,,0.0,507000.0,0.0,
TQBR,2015-01-23,Система ао,AFKS,7813.0,367675246.0,13.8,13.5,13.99,13.62,13.71,13.62,26825100.0,13.71,13.71,13.71,367596586.0,367596586.0,367596586.0,
SMAL,2015-01-23,Аэрофлот,AFLT,8.0,5758.7,40.54,39.63,40.56,,39.99,39.63,144.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,Аэрофлот,AFLT,7214.0,427407902.0,39.55,39.55,41.7,40.15,40.34,40.15,10595200.0,40.34,40.34,40.34,427328802.0,427328802.0,427328802.0,
TQBR,2015-01-23,AGRO-гдр,AGRO,1.0,324.95,324.95,324.95,324.95,324.95,324.95,324.95,1.0,323.6,324.15,323.6,1451353.95,850214.95,1451353.95,
TQBR,2015-01-23,Акрон,AKRN,547.0,57403028.0,2257.0,2225.0,2290.0,2256.0,2246.0,2258.0,25558.0,2246.0,2246.0,2246.0,57403028.0,57403028.0,57403028.0,
SMAL,2015-01-23,АЛРОСА ао,ALRS,7.0,11548.21,74.07,74.06,75.99,,74.99,75.7,154.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,АЛРОСА ао,ALRS,7136.0,508280194.0,77.45,73.63,79.44,76.0,76.5,76.0,6643900.0,76.5,76.5,76.5,508233724.0,508233724.0,508233724.0,
TQBR,2015-01-23,АшинскийМЗ,AMEZ,86.0,334659.0,5.29,5.2,6.7,5.29,5.93,5.28,56400.0,,5.48,,0.0,703299.0,0.0,
TQBR,2015-01-23,Аптеки36и6,APTK,135.0,436772.7,13.08,13.08,14.1,13.86,13.89,13.96,31440.0,,13.92,,0.0,501328.2,0.0,
TQBR,2015-01-23,Армада,ARMD,303.0,4465405.0,35.5,30.0,35.5,32.0,32.0,32.0,138810.0,32.0,32.0,32.0,4465405.0,4465405.0,4465405.0,
TQBR,2015-01-23,Арсагера,ARSA,60.0,238821.0,0.64,0.555,0.65,0.649,0.612,0.65,390000.0,,0.597,,0.0,503510.0,0.0,
TQBR,2015-01-23,АстрЭнСб,ASSB,1.0,219.0,0.219,0.219,0.219,0.219,0.219,0.219,1000.0,0.212,0.212,0.212,2876742.0,2874763.0,2876742.0,
TQBR,2015-01-23,АВТОВАЗ ао,AVAZ,289.0,5701198.0,10.32,9.92,10.42,10.05,10.05,10.05,567200.0,10.05,10.05,10.05,5701198.0,5701198.0,5701198.0,
TQBR,2015-01-23,АВТОВАЗ ап,AVAZP,614.0,1852040.0,2.92,2.75,2.995,2.87,2.87,2.865,644900.0,2.87,2.87,2.87,1851748.0,1851748.0,1851748.0,
TQBR,2015-01-23,Башнефт ао,BANE,3073.0,180460717.0,1557.0,1485.0,1580.0,1550.0,1554.0,1550.0,116127.0,1554.0,1554.0,1554.0,180189799.0,180189799.0,180189799.0,
TQBR,2015-01-23,Башнефт ап,BANEP,3023.0,146586845.0,1150.0,1131.0,1185.0,1152.0,1160.0,1152.0,126359.0,1160.0,1160.0,1160.0,146429295.0,146429295.0,146429295.0,
TQBR,2015-01-23,БашИнСв ао,BISV,2.0,1651.0,8.26,8.25,8.26,8.26,8.26,8.25,200.0,,7.85,,0.0,552671.0,0.0,
SMAL,2015-01-23,БашИнСв ап,BISVP,1.0,2516.0,3.7,3.7,3.7,,3.7,3.7,680.0,,,,0.0,0.0,0.0,
SMAL,2015-01-23,Белон ао,BLNG,3.0,141.02,3.66,2.98,3.66,,3.205,2.98,44.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,Белон ао,BLNG,517.0,5055171.5,3.66,3.51,3.95,3.57,3.725,3.57,1358000.0,3.725,3.725,3.725,5055171.5,5055171.5,5055171.5,
TQBR,2015-01-23,БурЗолото,BRZL,8.0,60050.0,544.0,490.0,558.0,546.0,546.0,490.0,110.0,,531.0,,0.0,504150.0,0.0,
TQBR,2015-01-23,БСП ао,BSPB,371.0,5642644.5,26.45,26.0,27.8,26.25,26.5,26.25,212940.0,26.5,26.5,26.5,5642644.5,5642644.5,5642644.5,
TQBR,2015-01-23,ЧТПЗ ао,CHEP,11.0,133200.0,36.7,36.7,39.8,38.9,39.2,38.9,3400.0,,38.9,,0.0,532790.0,0.0,
SMAL,2015-01-23,СевСт-ао,CHMF,9.0,29480.6,590.95,586.7,592.0,,589.6,586.7,50.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,СевСт-ао,CHMF,10683.0,752833362.0,600.0,578.3,611.0,587.0,597.65,587.0,1259680.0,597.65,597.65,597.65,752359362.0,752359362.0,752359362.0,
TQBR,2015-01-23,ЧМК ао,CHMK,119.0,777010.0,920.0,899.0,920.0,907.0,908.0,913.0,856.0,908.0,908.0,908.0,777010.0,777010.0,777010.0,
SMAL,2015-01-23,ЧЦЗ ао,CHZN,1.0,3411.0,379.0,379.0,379.0,,379.0,379.0,9.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,ЧЦЗ ао,CHZN,127.0,2085005.0,383.0,355.5,485.0,385.0,392.5,385.0,5310.0,392.5,392.5,392.5,2085005.0,2085005.0,2085005.0,
TQBR,2015-01-23,ЧелябЭС ао,CLSB,8.0,41596.0,0.08,0.0799,0.0801,0.08,0.08,0.08,520000.0,,0.0867,,0.0,511804.0,0.0,
TQBR,2015-01-23,ЧелябЭС ап,CLSBP,8.0,10693.0,0.0715,0.071,0.072,0.0714,0.0713,0.0713,150000.0,,0.0776,,0.0,636324.0,0.0,
TQBR,2015-01-23,Телеграф,CNTL,4.0,10215.0,11.95,11.95,12.9,12.8,12.75,12.8,800.0,,11.8,,0.0,527455.0,0.0,
TQBR,2015-01-23,ДагСб ао,DASB,220.0,1067421.4,0.08004,0.07351,0.086,0.07913,0.08062,0.08,13240000.0,0.08062,0.08062,0.08062,1067421.4,1067421.4,1067421.4,
TQBR,2015-01-23,Дорогбж ао,DGBZ,2.0,114850.0,16.5,16.4,16.5,16.4,16.4,16.4,7000.0,,16.4,,0.0,504165.0,0.0,
TQBR,2015-01-23,Дорогбж ап,DGBZP,9.0,186220.0,18.8,18.6,18.9,18.6,18.6,18.9,10000.0,,18.65,,0.0,1210255.0,0.0,
TQBR,2015-01-23,iЗаводДИОД,DIOD,5.0,4109.0,3.43,3.31,3.44,3.31,3.42,3.31,1200.0,,3.31,,0.0,500420.0,0.0,
SMAL,2015-01-23,ДИКСИ ао,DIXY,1.0,812.0,406.0,406.0,406.0,,406.0,406.0,2.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,ДИКСИ ао,DIXY,568.0,25130941.0,399.3,398.6,410.0,408.0,405.7,408.0,61950.0,405.7,405.7,405.7,25122955.0,25122955.0,25122955.0,
SMAL,2015-01-23,ДЭК ао,DVEC,1.0,239.08,0.86,0.86,0.86,,0.86,0.86,278.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,ДЭК ао,DVEC,11.0,198150.0,0.951,0.95,0.99,0.98,0.986,0.98,201000.0,,0.994,,0.0,547494.0,0.0,
TQBR,2015-01-23,Электрцинк,ELTZ,14.0,13420.0,230.0,210.0,255.0,249.0,235.0,249.0,57.0,,241.0,,0.0,530289.0,0.0,
SMAL,2015-01-23,ЭнелРос ао,ENRU,4.0,945.01,0.721,0.721,0.77,,0.766,0.768,1234.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,ЭнелРос ао,ENRU,101.0,1705347.0,0.795,0.77,0.803,0.771,0.783,0.77,2178000.0,0.783,0.783,0.783,1705347.0,1705347.0,1705347.0,
SMAL,2015-01-23,Э.ОНРоссия,EONR,10.0,4331.22,2.488,2.451,2.488,,2.465,2.471,1757.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,Э.ОНРоссия,EONR,1374.0,52721165.0,2.501,2.448,2.529,2.475,2.493,2.475,21144000.0,2.493,2.493,2.493,52676147.0,52676147.0,52676147.0,
SMAL,2015-01-23,ФСК ЕЭС ао,FEES,8.0,586.32,0.051,0.05096,0.05176,,0.051,0.05176,11497.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,ФСК ЕЭС ао,FEES,4988.0,86473062.5,0.053,0.0517,0.05366,0.052,0.05261,0.052,1643700000.0,0.05261,0.05261,0.05261,86425362.5,86425362.5,86425362.5,
TQBR,2015-01-23,ДВМП ао,FESH,84.0,2828183.0,2.74,2.74,2.85,2.83,2.78,2.85,1016000.0,2.78,2.78,2.78,2828183.0,2828183.0,2828183.0,
TQTF,2015-01-23,FXAU ETF,FXAU,2.0,29080.0,1621.0,1614.0,1621.0,1616.0,1616.0,1614.0,18.0,1647.0,1646.0,1647.0,1067065.0,938065.0,1067065.0,573694.63
TQTF,2015-01-23,FXCN ETF,FXCN,4.0,111135.0,2085.0,2085.0,2155.0,2155.0,2095.0,2155.0,53.0,2090.0,2090.0,2090.0,553720.0,520765.0,553720.0,736545.73
TQTF,2015-01-23,FXDE ETF,FXDE,4.0,93098.0,1878.5,1878.5,1920.5,1909.0,1900.0,1909.0,49.0,1931.0,1931.0,1931.0,1189494.5,1189494.5,1189494.5,1430976.16
TQTF,2015-01-23,FXGD ETF,FXGD,26.0,4555370.0,588.5,586.5,601.0,589.5,591.5,592.0,7700.0,591.5,591.5,591.5,4555370.0,4555370.0,4555370.0,1406350.14
TQTF,2015-01-23,iFXIT ETF,FXIT,4.0,187665.0,2467.0,2450.0,2472.0,2450.0,2469.0,2450.0,76.0,2501.0,2501.0,2501.0,1020450.0,990378.0,1020450.0,2601975.33
TQTF,2015-01-23,FXJP ETF,FXJP,2.0,65340.0,1854.0,1854.0,1872.0,1872.0,1867.0,1872.0,35.0,1859.0,1863.0,1859.0,1007563.0,739506.0,1007563.0,1317773.18
TQTF,2015-01-23,FXMM ETF,FXMM,6.0,208936.0,1066.0,1066.0,1066.0,1066.0,1066.0,1066.0,196.0,1065.4,1065.5,1065.4,738340.4,583886.4,738340.4,230918.58
TQTF,2015-01-23,FXRB ETF,FXRB,1.0,808.0,808.0,808.0,808.0,808.0,808.0,808.0,1.0,,783.0,,0.0,631259.0,0.0,645354.51
TQTF,2015-01-23,FXRU ETF,FXRU,2.0,15400.0,5130.0,5130.0,5140.0,5130.0,5130.0,5140.0,3.0,,5220.0,,0.0,500940.0,0.0,825734.18
TQTF,2015-01-23,FXUK ETF,FXUK,1.0,9315.0,1863.0,1863.0,1863.0,1863.0,1863.0,1863.0,5.0,1872.0,1875.0,1872.0,1458280.0,1342423.0,1458280.0,1101176.67
TQTF,2015-01-23,FXUS ETF,FXUS,6.0,372534.0,2268.0,2268.0,2315.0,2286.0,2285.0,2286.0,163.0,2313.0,2313.0,2313.0,1823010.0,1820694.0,1823010.0,4234327.67
TQBR,2015-01-23,ГАЗ ао,GAZA,4.0,67500.0,325.0,320.0,325.0,321.0,321.0,320.0,210.0,321.0,320.0,321.0,1315040.0,506230.0,1315040.0,
TQBR,2015-01-23,ГАЗ ап,GAZAP,2.0,26500.0,265.0,265.0,265.0,265.0,265.0,265.0,100.0,,269.0,,0.0,505920.0,0.0,
SMAL,2015-01-23,ГАЗПРОМ ао,GAZP,26.0,12725.92,151.5,150.37,152.3,,151.5,152.3,84.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,ГАЗПРОМ ао,GAZP,45136.0,5672259037.8,152.44,150.36,152.93,152.83,151.94,152.83,37332960.0,151.94,151.94,151.94,5667483092.6,5667483092.6,5667483092.6,
TQBR,2015-01-23,ЧеркизГ-ао,GCHE,131.0,1464772.0,657.0,657.0,690.0,659.0,676.0,660.0,2166.0,676.0,676.0,676.0,1464772.0,1464772.0,1464772.0,
TQBR,2015-01-23,ГМКНорНик,GMKN,19369.0,2775982502.0,10485.0,10261.0,10648.0,10400.0,10453.0,10400.0,265557.0,10453.0,10453.0,10453.0,2772470027.0,2772470027.0,2772470027.0,
TQBR,2015-01-23,Разгуляй,GRAZ,419.0,3950449.0,5.5,5.35,5.68,5.4,5.5,5.4,718800.0,5.5,5.5,5.5,3950449.0,3950449.0,3950449.0,
TQBR,2015-01-23,GTL ао,GTLC,60.0,64387.0,0.0515,0.05,0.0525,0.052,0.051,0.052,1257000.0,,0.0515,,0.0,522287.0,0.0,
TQBR,2015-01-23,ГлТоргПрод,GTPR,343.0,4130284.0,1.52,1.47,1.56,1.52,1.52,1.52,2718900.0,1.52,1.52,1.52,4130284.0,4130284.0,4130284.0,
SMAL,2015-01-23,ГУМ,GUMM,1.0,23.1,23.1,23.1,23.1,,23.1,23.1,1.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,ГУМ,GUMM,9.0,52400.0,39.8,39.8,47.5,43.7,43.7,47.5,1200.0,,39.1,,0.0,500500.0,0.0,
TQBR,2015-01-23,Галс-Девел,HALS,37.0,1043746.0,1218.0,1218.0,1259.0,1257.0,1238.0,1258.0,843.0,1238.0,1238.0,1238.0,1043746.0,1043746.0,1043746.0,
SMAL,2015-01-23,РусГидро,HYDR,26.0,5246.11,0.56,0.5263,0.56,,0.5483,0.5585,9568.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,РусГидро,HYDR,13265.0,269816965.5,0.57,0.5558,0.5757,0.5609,0.5645,0.5609,478009000.0,0.5645,0.5645,0.5645,269637985.5,269637985.5,269637985.5,
TQBR,2015-01-23,Ижсталь2ао,IGST,1.0,329.0,329.0,329.0,329.0,329.0,329.0,329.0,1.0,,345.0,,0.0,547975.0,0.0,
SMAL,2015-01-23,ИнтерРАОао,IRAO,33.0,8390.91,0.7203,0.7203,0.7901,,0.7871,0.7781,10660.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,ИнтерРАОао,IRAO,1539.0,28649065.2,0.7951,0.781,0.814,0.7889,0.8014,0.7889,35751000.0,0.8014,0.8014,0.8014,28649065.2,28649065.2,28649065.2,
TQBR,2015-01-23,ИркЭнерго,IRGZ,174.0,1765815.0,6.06,5.93,6.06,5.95,5.99,5.95,294600.0,5.99,5.99,5.99,1765815.0,1765815.0,1765815.0,
TQBR,2015-01-23,ИРКУТ-3,IRKT,30.0,76398.0,6.04,5.97,6.09,6.0,6.02,6.0,12700.0,,5.98,,0.0,500938.0,0.0,
TQBR,2015-01-23,iИСКЧ ао,ISKJ,106.0,812175.0,10.7,9.65,10.95,10.25,10.2,10.5,79500.0,10.2,10.2,10.2,812175.0,812175.0,812175.0,
SMAL,2015-01-23,Славн-ЯНОС,JNOS,2.0,510.4,30.0,30.0,33.8,,31.9,33.8,16.0,,,,0.0,0.0,0.0,
SMAL,2015-01-23,Слав-ЯНОСп,JNOSP,2.0,127.8,30.0,30.0,33.9,,31.95,33.9,4.0,,,,0.0,0.0,0.0,
TQBR,2015-01-23,Слав-ЯНОСп,JNOSP,2.0,35500.0,35.5,35.5,35.5,35.5,35.5,35.5,1000.0,,35.05,,0.0,819880.0,0.0,
TQBR,2015-01-23,Куйбазот,KAZT,8.0,902860.0,83.9,83.0,99.0,84.9,86.0,84.9,10500.0,85.8,85.8,85.8,1012740.0,1012740.0,1012740.0,
TQBR,2015-01-23,ТНСэКубань,KBSB,535.0,6483515.0,56.5,55.5,70.5,66.0,64.0,67.0,100920.0,64.0,64.0,64.0,6483515.0,6483515.0,6483515.0,
TQBR,2015-01-23,КузбТК ао,KBTK,305.0,4840133.0,90.0,80.0,114.0,99.1,92.6,99.0,52280.0,92.6,92.6,92.6,4840133.0,4840133.0,4840133.0,
