BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-05-07,АбрауДюрсо,ABRD,327.0,2791635.0,201.5,200.0,202.0,201.5,201.0,201.5,13890.0,201.0,201.0,201.5,2791635.0,2791635.0,2791635.0,0.0,3
TQBR,2021-05-07,АСКО ао,ACKO,44.0,320748.0,6.1,6.02,6.1,6.04,6.06,6.04,52900.0,,6.06,6.04,0.0,500502.0,0.0,0.0,3
SMAL,2021-05-07,Система ао,AFKS,19.0,5328.94,34.985,33.451,34.985,,33.82,33.725,157.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,Система ао,AFKS,16097.0,982582379.6,34.188,33.35,34.362,33.678,33.82,33.8,29053400.0,33.824,33.824,33.678,893119259.0,893119259.0,893119259.0,0.0,3
SMAL,2021-05-07,Аэрофлот,AFLT,11.0,1210.1,69.92,64.76,69.92,,65.58,65.68,18.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,Аэрофлот,AFLT,13637.0,415204605.0,65.5,65.14,65.88,65.64,65.58,65.64,6330320.0,65.58,65.58,65.64,368263109.0,368263109.0,368263109.0,0.0,3
TQBR,2021-05-07,AGRO-гдр,AGRO,4365.0,114158379.8,915.0,910.8,920.8,915.0,916.6,915.0,124559.0,916.6,916.6,915.0,114158379.8,114158379.8,114158379.8,0.0,3
TQTF,2021-05-07,ETF AKCH,AKCH,1233.0,3836243.2,98.38,96.5,98.38,97.94,97.02,97.98,39543.0,97.02,97.02,97.94,3836243.2,3836243.2,3836243.2,35931278.04,3
TQTE,2021-05-07,AKEU ETF,AKEU,390.0,52506.59,12.03,12.03,12.15,12.13,12.1,12.15,4341.0,1084.71,1084.71,12.13,4708727.86,4708727.86,4708727.86,220960.4,3
TQTF,2021-05-07,ETF AKMB,AKMB,1179.0,462468.59,1.0795,1.0776,1.0805,1.079,1.0786,1.079,428776.0,,1.079,1.079,0.0,657625.9,0.0,2980099.66,3
TQTF,2021-05-07,ETF AKME,AKME,185.0,356592.6,118.6,118.5,119.7,119.65,119.4,119.6,2987.0,,119.0,119.65,0.0,500729.55,0.0,851021.02,3
TQTD,2021-05-07,AKNX ETF,AKNX,278.0,96960.28,20.18,19.79,20.29,20.11,19.97,20.08,4847.0,1489.4,1489.4,20.11,8861774.28,8861774.28,8861774.28,320867.38,3
TQTF,2021-05-07,AKNX ETF,AKNX,79.0,1630767.4,1460.2,1460.2,1499.8,1499.8,1489.4,1482.0,1103.0,1489.4,1489.4,1499.8,8861774.28,8861774.28,8861774.28,24015350.9,3
TQBR,2021-05-07,Акрон,AKRN,962.0,18679452.0,6010.0,5944.0,6016.0,5964.0,5982.0,5964.0,3123.0,5982.0,5982.0,5964.0,18679452.0,18679452.0,18679452.0,0.0,3
TQTD,2021-05-07,AKSP ETF,AKSP,424.0,197604.27,14.37,14.37,14.8,14.52,14.48,14.56,13651.0,1079.54,1079.54,14.52,14736733.67,14736733.67,14736733.67,529371.13,3
TQBR,2021-05-07,БестЭфБ ао,ALBK,12.0,31810.0,60.0,59.5,60.5,60.5,60.0,60.5,530.0,,60.0,60.5,0.0,500090.0,0.0,0.0,3
TQBR,2021-05-07,АЛРОСА-Нюр,ALNU,13.0,1109600.0,65600.0,65000.0,65800.0,65000.0,65200.0,65000.0,17.0,65200.0,65200.0,65000.0,1109600.0,1109600.0,1109600.0,0.0,3
SMAL,2021-05-07,АЛРОСА ао,ALRS,11.0,3732.52,115.02,109.79,118.41,,113.54,118.41,33.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,АЛРОСА ао,ALRS,23553.0,1886243371.2,113.55,112.62,114.4,114.26,113.54,113.85,16609690.0,113.54,113.54,114.26,1782881371.6,1782881371.6,1782881371.6,0.0,3
TQTD,2021-05-07,AMCC ETF,AMCC,236.0,8441.73,1.246,1.238,1.273,1.263,1.253,1.265,6735.0,93.4,93.4,1.263,668427.46,668427.46,668427.46,15542.61,3
TQTF,2021-05-07,AMCC ETF,AMCC,43.0,38868.5,92.4,91.9,93.8,94.2,93.4,93.3,419.0,93.4,93.4,94.2,668427.46,668427.46,668427.46,1163288.3,3
TQTD,2021-05-07,AMDG ETF,AMDG,125.0,3149.04,1.359,1.35,1.367,1.362,1.359,1.367,2315.0,,101.3,1.362,0.0,676075.16,0.0,7654.59,3
TQTF,2021-05-07,AMDG ETF,AMDG,29.0,19720.3,100.1,100.1,100.9,101.6,101.4,100.7,196.0,,101.3,101.6,0.0,676075.16,0.0,572908.62,3
TQTD,2021-05-07,AMEM ETF,AMEM,150.0,7489.55,1.325,1.317,1.343,1.342,1.329,1.343,5631.0,99.1,99.1,1.342,596749.12,596749.12,596749.12,19863.3,3
TQTF,2021-05-07,AMEM ETF,AMEM,24.0,38200.9,98.2,97.7,99.0,100.1,99.1,98.8,389.0,99.1,99.1,100.1,596749.12,596749.12,596749.12,1486670.64,3
TQBR,2021-05-07,АшинскийМЗ,AMEZ,403.0,3318047.0,9.985,9.84,10.055,9.95,9.97,9.95,332800.0,9.97,9.97,9.95,3318047.0,3318047.0,3318047.0,0.0,3
TQTD,2021-05-07,AMGF ETF,AMGF,104.0,5043.48,1.288,1.288,1.328,1.293,1.299,1.321,3875.0,,96.7,1.293,0.0,503413.71,0.0,6551.05,3
TQTF,2021-05-07,AMGF ETF,AMGF,28.0,63703.5,96.1,95.5,96.9,96.4,96.9,96.4,664.0,,96.7,96.4,0.0,503413.71,0.0,490313.77,3
TQTD,2021-05-07,AMGM ETF,AMGM,383.0,26115.2,1.409,1.402,1.44,1.425,1.416,1.43,18423.0,105.6,105.6,1.425,2342571.27,2342571.27,2342571.27,19782.32,3
TQTF,2021-05-07,AMGM ETF,AMGM,32.0,394978.1,104.5,103.9,105.3,106.3,105.6,104.9,3766.0,105.6,105.6,106.3,2342571.27,2342571.27,2342571.27,1480609.74,3
TQTD,2021-05-07,AMGR ETF,AMGR,226.0,4036.39,1.161,1.152,1.209,1.193,1.182,1.195,3408.0,,87.6,1.193,0.0,564312.95,0.0,16449.68,3
TQTF,2021-05-07,AMGR ETF,AMGR,44.0,106501.6,85.6,85.5,89.0,89.0,88.1,88.2,1216.0,,87.6,89.0,0.0,564312.95,0.0,1231177.92,3
TQTD,2021-05-07,AMHC ETF,AMHC,94.0,2926.0,1.353,1.353,1.38,1.362,1.367,1.378,2138.0,,101.4,1.362,0.0,526545.98,0.0,9841.67,3
TQTF,2021-05-07,AMHC ETF,AMHC,31.0,36739.5,100.3,100.3,101.9,101.6,101.9,101.3,363.0,,101.4,101.6,0.0,526545.98,0.0,736601.1,3
TQTD,2021-05-07,AMHY ETF,AMHY,58.0,3901.16,1.338,1.334,1.343,1.337,1.339,1.338,2912.0,,100.3,1.337,0.0,1073361.02,0.0,6495.65,3
TQTF,2021-05-07,AMHY ETF,AMHY,11.0,12696.4,99.3,98.8,99.5,99.7,99.9,98.9,128.0,,100.3,99.7,0.0,1073361.02,0.0,486167.43,3
TQTD,2021-05-07,AMIG ETF,AMIG,48.0,4835.06,1.338,1.331,1.345,1.338,1.338,1.334,3614.0,,99.9,1.338,0.0,1114359.24,0.0,17847.35,3
TQTF,2021-05-07,AMIG ETF,AMIG,10.0,4344.0,99.3,98.4,99.3,99.8,99.8,98.4,44.0,,99.9,99.8,0.0,1114359.24,0.0,1335786.61,3
TQTD,2021-05-07,AMIN ETF,AMIN,424.0,10628.69,1.129,1.121,1.177,1.163,1.149,1.165,9247.0,85.7,85.7,1.163,870814.62,870814.62,870814.62,20177.47,3
TQTF,2021-05-07,AMIN ETF,AMIN,72.0,78158.8,83.7,83.3,87.0,86.7,85.7,85.7,911.0,85.7,85.7,86.7,870814.62,870814.62,870814.62,1510184.85,3
TQTD,2021-05-07,AMLV ETF,AMLV,47.0,2789.72,1.323,1.32,1.332,1.332,1.327,1.331,2101.0,,98.6,1.332,0.0,516585.95,0.0,4229.78,3
TQTF,2021-05-07,AMLV ETF,AMLV,20.0,13459.8,98.3,97.8,98.4,99.3,99.0,98.0,137.0,,98.6,99.3,0.0,516585.95,0.0,316578.28,3
TQTD,2021-05-07,AMMF ETF,AMMF,107.0,4092.93,1.29,1.283,1.313,1.307,1.295,1.31,3159.0,,96.4,1.307,0.0,500699.46,0.0,7338.23,3
TQTF,2021-05-07,AMMF ETF,AMMF,25.0,13842.6,95.7,95.2,96.8,97.5,96.6,96.5,144.0,,96.4,97.5,0.0,500699.46,0.0,549230.87,3
TQTF,2021-05-07,AMRB ETF,AMRB,61.0,94283.0,100.3,100.3,100.9,100.9,100.8,100.9,935.0,,100.8,100.9,0.0,1917792.0,0.0,1185480.45,3
TQTF,2021-05-07,AMRE ETF,AMRE,237.0,382679.8,103.5,103.4,104.2,104.0,104.0,104.1,3679.0,,103.8,104.0,0.0,500699.7,0.0,1574126.12,3
TQTD,2021-05-07,AMSC ETF,AMSC,441.0,14172.56,1.244,1.243,1.277,1.256,1.259,1.265,11253.0,93.9,93.9,1.256,1162218.53,1162218.53,1162218.53,31949.37,3
TQTF,2021-05-07,AMSC ETF,AMSC,49.0,105271.7,92.3,92.3,94.2,93.7,93.9,93.6,1127.0,93.9,93.9,93.7,1162218.53,1162218.53,1162218.53,2391253.86,3
TQTD,2021-05-07,AMSL ETF,AMSL,1038.0,78563.56,1.419,1.419,1.447,1.435,1.429,1.436,54906.0,106.6,106.6,1.435,6875733.23,6875733.23,6875733.23,105547.53,3
TQTF,2021-05-07,AMSL ETF,AMSL,235.0,1016697.7,106.0,104.6,106.7,107.0,106.6,105.7,9611.0,106.6,106.6,107.0,6875733.23,6875733.23,6875733.23,7899715.53,3
TQTD,2021-05-07,AMVF ETF,AMVF,223.0,13149.54,1.358,1.349,1.364,1.36,1.357,1.364,9684.0,101.2,101.2,1.36,1027276.36,1027276.36,1027276.36,20920.25,3
TQTF,2021-05-07,AMVF ETF,AMVF,28.0,46623.3,100.7,100.0,100.7,101.4,101.2,100.4,464.0,101.2,101.2,101.4,1027276.36,1027276.36,1027276.36,1565778.23,3
SMAL,2021-05-07,Аптеки36и6,APTK,6.0,163.99,13.1,13.1,14.334,,13.842,14.322,12.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,Аптеки36и6,APTK,1948.0,1251095.8,13.814,13.73,13.954,13.828,13.842,13.828,90380.0,13.842,13.842,13.828,1251095.8,1251095.8,1251095.8,0.0,3
TQBR,2021-05-07,РусАква ао,AQUA,408.0,7455660.0,291.5,289.0,301.0,297.5,296.0,297.5,25180.0,296.0,296.0,297.5,7455660.0,7455660.0,7455660.0,0.0,3
SMAL,2021-05-07,Арсагера,ARSA,1.0,4.92,4.92,4.92,4.92,,4.98,4.92,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,Арсагера,ARSA,27.0,328370.0,4.92,4.87,5.07,5.0,4.98,5.0,66000.0,,4.95,5.0,0.0,500160.0,0.0,0.0,3
TQBR,2021-05-07,АстрЭнСб,ASSB,102.0,319445.0,1.118,1.1005,1.15,1.133,1.129,1.1335,283000.0,,1.127,1.133,0.0,501429.5,0.0,0.0,3
TQBR,2021-05-07,Авангрд-ао,AVAN,44.0,128630.0,1110.0,1095.0,1115.0,1115.0,1110.0,1115.0,116.0,,1105.0,1115.0,0.0,500335.0,0.0,0.0,3
TQBR,2021-05-07,Башнефт ао,BANE,474.0,4566361.0,1544.5,1543.5,1557.5,1551.0,1553.5,1551.0,2939.0,1553.5,1553.5,1551.0,4566361.0,4566361.0,4566361.0,0.0,3
TQBR,2021-05-07,Башнефт ап,BANEP,1374.0,33226233.0,1189.0,1185.0,1202.0,1200.5,1196.5,1200.5,27775.0,1196.5,1196.5,1200.5,33226233.0,33226233.0,33226233.0,0.0,3
TQTF,2021-05-07,BCSB ETF,BCSB,173.0,897401.95,10.051,10.051,10.18,10.18,10.18,10.18,88157.0,10.18,10.18,10.18,875851.01,875851.01,875851.01,2091640.72,3
TQBR,2021-05-07,Белуга ао,BELU,683.0,25291215.0,3617.0,3605.0,3657.0,3620.0,3619.0,3620.0,6988.0,3619.0,3619.0,3620.0,25291215.0,25291215.0,25291215.0,0.0,3
SMAL,2021-05-07,БашИнСв ап,BISVP,1.0,11.84,11.84,11.84,11.84,,9.17,11.84,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,БашИнСв ап,BISVP,94.0,206229.0,9.06,9.06,9.26,9.21,9.17,9.22,22500.0,,9.12,9.21,0.0,593716.0,0.0,0.0,3
TQBR,2021-05-07,Белон ао,BLNG,30.0,117649.0,6.89,6.885,6.985,6.945,6.92,6.965,17000.0,,6.94,6.945,0.0,503124.5,0.0,0.0,3
TQBR,2021-05-07,БурЗолото,BRZL,72.0,469728.0,1358.0,1328.0,1358.0,1338.0,1342.0,1338.0,350.0,,1342.0,1338.0,0.0,500745.0,0.0,0.0,3
TQBR,2021-05-07,БСП ао,BSPB,1939.0,19232965.5,69.99,69.61,70.5,70.5,70.27,70.5,273710.0,70.27,70.27,70.5,19232965.5,19232965.5,19232965.5,0.0,3
SMAL,2021-05-07,БСП ап,BSPBP,1.0,1760.0,16.0,16.0,16.0,,17.204,16.0,110.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,БСП ап,BSPBP,6.0,189376.0,17.216,17.216,17.216,17.216,17.204,17.216,11000.0,,15.8194,17.216,0.0,569497.6,0.0,0.0,3
SMAL,2021-05-07,МКБ ао,CBOM,6.0,810.02,5.994,5.994,7.534,,6.726,6.017,119.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,МКБ ао,CBOM,5723.0,375130157.1,6.657,6.635,6.78,6.779,6.726,6.772,55770300.0,6.725,6.725,6.779,365616035.0,365616035.0,365616035.0,0.0,3
TQBR,2021-05-07,ЧТПЗ ао,CHEP,56.0,453610.0,315.5,314.0,315.5,314.5,315.0,314.5,1440.0,,315.0,314.5,0.0,500685.0,0.0,0.0,3
TQBR,2021-05-07,РН-ЗапСиб,CHGZ,26.0,38388.0,42.8,42.4,43.0,43.0,42.6,43.0,900.0,,43.2,43.0,0.0,516630.0,0.0,0.0,3
TQBR,2021-05-07,ЧКПЗ ао,CHKZ,14.0,88040.0,5880.0,5840.0,5900.0,5900.0,5860.0,5900.0,15.0,,5920.0,5900.0,0.0,508460.0,0.0,0.0,3
TQBR,2021-05-07,СевСт-ао,CHMF,38661.0,4310084228.0,1760.0,1759.4,1837.0,1826.0,1805.0,1835.6,2387799.0,1803.6,1803.6,1826.0,4053332590.4,4053332590.4,4053332590.4,0.0,3
TQBR,2021-05-07,ЧМК ао,CHMK,196.0,2081080.0,4190.0,4135.0,4300.0,4210.0,4215.0,4210.0,494.0,4215.0,4215.0,4210.0,2081080.0,2081080.0,2081080.0,0.0,3
SMAL,2021-05-07,Телеграф,CNTL,1.0,78.2,15.64,15.64,15.64,,16.22,15.64,5.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,Телеграф,CNTL,240.0,1471324.0,16.3,16.08,16.5,16.16,16.22,16.16,90700.0,16.22,16.22,16.16,1471324.0,1471324.0,1471324.0,0.0,3
TQBR,2021-05-07,Телеграф-п,CNTLP,446.0,6112902.0,13.02,12.92,13.04,12.96,12.96,12.96,471800.0,12.96,12.96,12.96,6112902.0,6112902.0,6112902.0,0.0,3
SMAL,2021-05-07,ДагСб ао,DASB,1.0,0.09,0.085,0.085,0.085,,0.0813,0.085,1.0,,,,0.0,0.0,0.0,0.0,3
TQPI,2021-05-07,ДагСб ао,DASB,535.0,371959.7,0.0814,0.081,0.0817,0.0811,0.0813,0.0811,4576000.0,,0.0813,0.0811,0.0,500275.3,0.0,0.0,3
TQBR,2021-05-07,ЗаводДИОД,DIOD,58.0,310288.0,7.37,7.27,7.37,7.29,7.3,7.29,42500.0,,7.31,7.29,0.0,501439.0,0.0,0.0,3
TQTF,2021-05-07,ETF DIVD,DIVD,711.0,4392104.8,1079.2,1079.2,1093.0,1090.4,1088.8,1093.0,4034.0,1088.8,1088.8,1090.4,4392104.8,4392104.8,4392104.8,5920753.73,3
SMAL,2021-05-07,ДетскийМир,DSKY,5.0,2013.16,152.02,152.02,155.94,,154.72,155.94,13.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,ДетскийМир,DSKY,6895.0,270431974.4,155.92,153.62,156.42,154.8,154.72,154.22,1747820.0,154.72,154.72,154.8,253445246.6,253445246.6,253445246.6,0.0,3
SMAL,2021-05-07,ДЭК ао,DVEC,3.0,67.76,0.829,0.808,0.829,,0.804,0.829,83.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,ДЭК ао,DVEC,70.0,380198.0,0.792,0.792,0.817,0.8,0.804,0.799,473000.0,,0.803,0.8,0.0,501148.0,0.0,0.0,3
TQBR,2021-05-07,ДонскЗР,DZRD,7.0,21055.0,2115.0,2090.0,2115.0,2105.0,2105.0,2110.0,10.0,,2130.0,2105.0,0.0,500390.0,0.0,0.0,3
TQBR,2021-05-07,ДонскЗР п,DZRDP,113.0,567220.0,1900.0,1890.0,1980.0,1930.0,1930.0,1930.0,294.0,1930.0,1930.0,1930.0,567220.0,567220.0,567220.0,0.0,3
TQBR,2021-05-07,ЕвроЭлтех,EELT,57.0,184329.6,7.5,7.44,7.52,7.5,7.48,7.52,24660.0,,7.46,7.5,0.0,502719.0,0.0,0.0,3
TQBR,2021-05-07,Электрцинк,ELTZ,92.0,157021.0,172.0,170.0,174.0,173.0,172.5,173.0,910.0,,171.5,173.0,0.0,513778.5,0.0,0.0,3
TQBR,2021-05-07,ЭН+ГРУП ао,ENPG,2560.0,57588908.0,923.0,917.5,940.0,924.5,928.5,924.5,62029.0,928.5,928.5,924.5,57588908.0,57588908.0,57588908.0,0.0,3
SMAL,2021-05-07,ЭнелРос ао,ENRU,14.0,615.35,0.805,0.7708,0.815,,0.7792,0.7708,798.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,ЭнелРос ао,ENRU,2670.0,32850836.4,0.7752,0.7738,0.7826,0.7804,0.7792,0.7804,42156000.0,0.7792,0.7792,0.7804,32850836.4,32850836.4,32850836.4,0.0,3
TQTF,2021-05-07,ESGR ETF,ESGR,113.0,868802.0,1433.7,1420.0,1433.7,1425.0,1424.3,1425.0,610.0,1424.3,1424.3,1425.0,868802.0,868802.0,868802.0,733711.19,3
TQBR,2021-05-07,ETLN-гдр,ETLN,2660.0,7195231.06,122.26,121.8,123.0,122.22,122.28,122.22,58841.0,122.28,122.28,122.22,7195231.06,7195231.06,7195231.06,0.0,3
SMAL,2021-05-07,ФСК ЕЭС ао,FEES,27.0,1850.36,0.22116,0.2179,0.23248,,0.21934,0.23248,8453.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,ФСК ЕЭС ао,FEES,3294.0,140586726.6,0.22,0.21854,0.22,0.21956,0.21934,0.2199,640970000.0,0.21932,0.21932,0.21956,128760503.8,128760503.8,128760503.8,0.0,3
TQBR,2021-05-07,ДВМП ао,FESH,211.0,2068326.0,14.8,14.57,15.0,14.79,14.81,14.83,139700.0,14.81,14.81,14.79,2068326.0,2068326.0,2068326.0,0.0,3
TQBR,2021-05-07,FIVE-гдр,FIVE,11492.0,863324522.0,2397.0,2365.5,2400.5,2372.5,2376.5,2375.5,363281.0,2376.5,2376.5,2372.5,827044587.5,827044587.5,827044587.5,0.0,3
TQBR,2021-05-07,FIXP-гдр,FIXP,7723.0,263897834.4,700.0,690.0,700.0,691.4,694.4,691.4,380018.0,694.4,694.4,691.4,263897834.4,263897834.4,263897834.4,0.0,3
SMAL,2021-05-07,Совкомфлот,FLOT,8.0,2229.62,89.89,87.93,89.89,,88.95,89.89,25.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-05-07,Совкомфлот,FLOT,2977.0,98766395.9,89.04,88.6,89.2,88.99,88.95,88.99,1110210.0,88.96,88.96,88.99,98766395.9,98766395.9,98766395.9,0.0,3
TQTF,2021-05-07,ETF FMUS,FMUS,349.0,635780.14,11.45,11.213,11.465,11.213,11.299,11.213,56267.0,11.299,11.299,11.213,635780.14,635780.14,635780.14,1740448.54,3
TQTD,2021-05-07,FXCN ETF,FXCN,450.0,74611.94,52.61,52.39,53.29,52.63,52.41,52.92,1413.0,3907.5,3907.5,52.63,83734507.19,83734507.19,83734507.19,1749125.91,3
