BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2020-11-24,АбрауДюрсо,ABRD,295.0,1468300.0,201.0,200.0,204.5,202.0,201.5,201.0,7280.0,201.5,201.5,202.0,1468300.0,1468300.0,1468300.0,0.0,3
TQPI,2020-11-24,АСКО ао,ACKO,203.0,449017.2,4.8,4.68,4.86,4.84,4.78,4.84,93901.0,,4.78,4.84,0.0,500011.38,0.0,0.0,3
SMAL,2020-11-24,Система ао,AFKS,39.0,33100.1,32.779,30.0,33.918,,33.244,33.0,1074.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-11-24,Система ао,AFKS,63508.0,5294990000.2,33.081,32.56,33.888,33.017,33.244,33.149,159277800.0,33.277,33.277,33.017,4180749557.0,4180749557.0,4180749557.0,0.0,3
SMAL,2020-11-24,Аэрофлот,AFLT,3.0,349.44,69.12,69.12,72.96,,71.14,72.96,5.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-11-24,Аэрофлот,AFLT,68273.0,3998135703.2,69.72,69.36,72.62,71.9,71.14,72.62,56199360.0,71.04,71.04,71.9,3667400183.4,3667400183.4,3667400183.4,0.0,3
TQBR,2020-11-24,AGRO-гдр,AGRO,3414.0,69288971.2,847.0,822.8,850.2,833.0,837.0,833.0,82778.0,837.0,837.0,833.0,69288971.2,69288971.2,69288971.2,0.0,3
TQTE,2020-11-24,AKEU ETF,AKEU,279.0,325064.37,10.65,10.55,10.65,10.65,10.63,10.65,30581.0,955.97,955.97,10.65,29234566.76,29234566.76,29234566.76,101850.66,3
TQTF,2020-11-24,ETF AKMB,AKMB,1148.0,845052.88,1.052,1.0494,1.0538,1.0525,1.0524,1.0538,802644.0,1.0526,1.0526,1.0525,579346.25,579346.25,579346.25,3215471.48,3
TQTD,2020-11-24,AKNX ETF,AKNX,391.0,335086.2,17.42,17.34,17.52,17.38,17.39,17.41,19268.0,1317.53,1317.53,17.38,25386130.36,25386130.36,25386130.36,330500.38,3
TQBR,2020-11-24,Акрон,AKRN,681.0,11966782.0,6112.0,6070.0,6156.0,6110.0,6108.0,6110.0,1959.0,6108.0,6108.0,6110.0,11966782.0,11966782.0,11966782.0,0.0,3
TQTD,2020-11-24,AKSP ETF,AKSP,568.0,541417.86,12.42,12.36,12.47,12.45,12.44,12.47,43527.0,942.35,942.35,12.45,41017817.08,41017817.08,41017817.08,333726.28,3
TQBR,2020-11-24,БестЭфБ ао,ALBK,205.0,862450.0,54.5,53.5,56.0,54.0,54.0,54.0,16030.0,54.0,54.0,54.0,862450.0,862450.0,862450.0,0.0,3
TQBR,2020-11-24,АЛРОСА-Нюр,ALNU,3.0,170400.0,56800.0,56800.0,56800.0,56800.0,56800.0,56800.0,3.0,56800.0,56800.0,56800.0,3404600.0,2158600.0,3404600.0,0.0,3
SMAL,2020-11-24,АЛРОСА ао,ALRS,31.0,6644.76,85.66,83.02,88.43,,84.9,88.43,79.0,,,,0.0,0.0,0.0,0.0,3
