BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2021-03-18,МГор48-об,RU000A0JNYN1,21.0,45218.1,100.32,100.6,100.58,100.58,15.95,100.48,5.57,100.58,45.0,,100.26,100.58,0.0,1800684.3,0.0,2022-06-11,434.0,5.66,,,6.0,29.92,,2021-03-18,1000.0,SUR,,,,,RUB,3
TQCB,2021-03-18,РЖД-19 обл,RU000A0JQ7Z2,7.0,298027.3,105.31,105.31,105.31,105.31,14.19,105.31,6.14,105.31,283.0,105.31,105.31,105.31,673984.0,510753.5,673984.0,2024-07-08,1077.0,6.14,,,7.85,39.14,,2021-03-18,1000.0,SUR,,,,,RUB,3
TQCB,2021-03-18,РЖД-23 обл,RU000A0JQRD9,40.0,469697.1,105.0,105.31,105.31,105.31,12.04,105.08,6.36,105.3,447.0,,105.11,105.31,0.0,550780.0,0.0,2025-01-16,1227.0,6.43,,,7.85,39.14,,2021-03-18,1000.0,SUR,,,,,RUB,3
TQCB,2021-03-18,ДОМ.РФ16об,RU000A0JQXG0,2.0,300.27,100.05,100.11,100.11,100.11,0.07,100.09,8.27,100.05,3.0,,,100.11,0.0,0.0,0.0,2021-09-15,179.0,8.31,,,8.25,2.08,,2021-03-18,100.0,SUR,,,,,RUB,3
TQCB,2021-03-18,ДОМ.РФ17об,RU000A0JR5F7,2.0,721.0,100.0,106.0,106.0,106.0,5.38,103.0,-2.67,100.0,2.0,,102.19,106.0,0.0,968912.0,0.0,2022-04-15,181.0,3.0,,,9.05,7.81,,2021-03-18,350.0,SUR,,,,,RUB,3
TQCB,2021-03-18,ДОМ.РФ18об,RU000A0JRDY3,1.0,735.0,105.0,105.0,105.0,105.0,5.65,105.0,-45.52,105.0,1.0,,,105.0,0.0,0.0,0.0,2023-07-15,28.0,-45.52,,,4.75,8.2,2021-04-15,2021-03-18,700.0,SUR,,-40.139,,2021-04-19,RUB,3
TQCB,2021-03-18,ВЭБлизинг3,RU000A0JREW5,4.0,156154.8,101.39,101.4,101.4,101.4,33.26,101.4,-24.46,101.4,154.0,,,101.4,0.0,0.0,0.0,2021-04-02,15.0,-24.46,,,7.27,36.25,,2021-03-18,1000.0,SUR,,,-26.0417,,RUB,3
TQCB,2021-03-18,ВЭБлизинг4,RU000A0JREX3,6.0,865979.1,100.1,111.5,100.1,100.1,33.26,100.11,4.61,111.5,865.0,100.17,100.17,100.1,882456.5,882456.5,882456.5,2021-04-02,15.0,4.35,,,7.27,36.25,,2021-03-18,1000.0,SUR,,,4.2106,,RUB,3
TQCB,2021-03-18,ВЭБлизинг5,RU000A0JREZ8,4.0,9952.1,99.04,100.0,99.04,99.52,33.26,99.52,36.83,100.0,10.0,100.45,100.45,99.52,755394.4,755394.4,755394.4,2021-04-02,15.0,21.13,,,7.27,36.25,,2021-03-18,1000.0,SUR,,,29.4464,,RUB,3
TQCB,2021-03-18,РУСАЛБАл08,RU000A0JRF11,1.0,9999.0,99.99,99.99,99.99,99.99,0.04,99.99,,99.99,10.0,,99.8,99.99,0.0,500004.1,0.0,2021-04-05,,,,,0.01,0.05,,2021-03-18,1000.0,SUR,,,0.2028,,RUB,3
TQCB,2021-03-18,ЗСД 01,RU000A0JRJB8,2.0,2599.8,129.99,129.99,129.99,129.99,32.61,129.99,6.48,129.99,2.0,,,129.99,0.0,0.0,0.0,2031-05-13,2484.0,6.48,,,10.44,52.06,,2021-03-18,1000.0,SUR,,,,,RUB,3
TQCB,2021-03-18,ЗСД 02,RU000A0JRJL7,1.0,1300.0,130.0,130.0,130.0,130.0,32.61,130.0,6.48,130.0,1.0,,,130.0,0.0,0.0,0.0,2031-05-13,2484.0,6.48,,,10.44,52.06,,2021-03-18,1000.0,SUR,,,,,RUB,3
TQCB,2021-03-18,Мечел 17об,RU000A0JRJS2,82.0,41951.92,100.01,100.77,100.26,100.26,2.43,100.36,,100.5,836.0,,100.31,100.26,0.0,835261.62,0.0,2021-05-27,,,,,8.75,3.27,,2021-03-18,50.0,SUR,,,,,RUB,3
TQCB,2021-03-18,ННК 04,RU000A0JRJV6,70.0,2026977.75,98.6,98.98,98.86,98.86,17.44,98.63,14.72,98.8,2936.0,98.63,98.63,98.86,2026977.75,2026977.75,2026977.75,2021-06-01,75.0,16.02,,,8.5,29.67,,2021-03-18,700.0,SUR,,,13.7435,,RUB,3
TQCB,2021-03-18,Мечел 19об,RU000A0JRJY0,4.0,501602.66,100.2,100.48,100.39,100.39,2.37,100.2,,100.48,10012.0,100.2,100.2,100.39,510813.07,510712.81,510813.07,2021-06-01,,,,,8.75,3.27,,2021-03-18,50.0,SUR,,,6.3396,,RUB,3
