BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2014-07-23,CNYRUB_TOD,CNY000000TOD,5.625,5.6072,5.625,5.6072,14.0,45991301.2,5.6169
CETS,2014-07-23,CNY_TODTOM,CNYRUBTODTOM,0.00085,0.000818,0.00095,0.000892,7.0,19119689.8,0.000838
CNGD,2014-07-23,CNY_TODTOM,CNYRUBTODTOM,-0.00077,-0.00077,0.00154,0.00154,2.0,261653.87,
CETS,2014-07-23,CNYRUB_TOM,CNYRUB_TOM,5.619,5.6066,5.6388,5.6275,1078.0,538415038.7,5.6204
CETS,2014-07-23,CNY_TOMSPT,CNYRUB_TOM1D,0.000901,0.0009,0.000901,0.0009,3.0,145648665.9,0.000901
CETS,2014-07-23,EUR_TODTOM,EUR000TODTOM,0.0109,0.0108,0.011,0.011,379.0,156383340000.0,0.0109
CNGD,2014-07-23,EUR_TODTOM,EUR000TODTOM,0.0111,-0.0181,0.0206,0.0129,79.0,9210822213.3,
CETS,2014-07-23,EUR_TOM1Y,EURRUB_TOM1Y,4.15,4.15,4.15,4.15,1.0,256184000.0,4.15
CETS,2014-07-23,EUR_TOM3M,EURRUB_TOM3M,1.0415,1.0415,1.0415,1.0415,1.0,240641500.0,1.0415
CETS,2014-07-23,EURUSD_TOD,EURUSD000TOD,1.3467,1.3457,1.3473,1.34715,27.0,227359938.22,1.3465
CETS,2014-07-23,EURUSD_TOM,EURUSD000TOM,1.3468,1.3456,1.3473,1.34605,171.0,2527165522.71,1.34665
CETS,2014-07-23,EURUSDTDTM,EURUSDTODTOM,3e-06,3e-06,7e-06,7e-06,59.0,11909961104.05,7e-06
CETS,2014-07-23,EURRUB_TOD,EUR_RUB__TOD,46.945,46.797,46.9625,46.917,1599.0,13825073538.0,46.8753
CETS,2014-07-23,EURRUB_TOM,EUR_RUB__TOM,47.0,46.8035,47.017,46.935,1640.0,17511781548.5,46.8966
CNGD,2014-07-23,EURRUB_TOM,EUR_RUB__TOM,46.96,46.96,46.96,46.96,1.0,375680000.0,
CETS,2014-07-23,GLD_TODTOM,GLDRUBTODTOM,0.285,0.285,0.285,0.285,1.0,30925545.0,0.285
CETS,2014-07-23,GLDRUB_TOM,GLDRUB_TOM,1463.0,1463.0,1463.0,1463.0,1.0,175560.0,1463.0
CETS,2014-07-23,SLVRUB_TOM,SLVRUB_TOM,23.47,23.47,23.47,23.47,1.0,2347.0,23.47
CETS,2014-07-23,UAHRUB_TOD,UAH000000TOM,30.1025,30.1025,30.1025,30.1025,1.0,1505125.0,30.1025
CETS,2014-07-23,USDRUB_TOD,USD000000TOD,34.8705,34.75,34.9,34.837,6364.0,44088957700.5,34.8217
CNGD,2014-07-23,USDRUB_TOD,USD000000TOD,34.81,34.7505,34.9625,34.81,6.0,7590820500.0,
CETS,2014-07-23,USD_TODTOM,USD000TODTOM,0.0079,0.0066,0.008,0.0069,774.0,455723991850.0,0.0078
CNGD,2014-07-23,USD_TODTOM,USD000TODTOM,0.0081,-0.0134,0.0153,0.0077,227.0,13076158351.79,
CETS,2014-07-23,USDRUB_TOM,USD000UTSTOM,34.896,34.755,34.9105,34.8995,13023.0,146004898089.5,34.8357
CNGD,2014-07-23,USDRUB_TOM,USD000UTSTOM,34.83,34.79,34.86,34.85,11.0,7386299000.0,
CETS,2014-07-23,USDRUB_SPT,USDRUB_SPT,34.8665,34.56,34.913,34.782,104.0,363002862.5,34.8171
CETS,2014-07-23,USD_TOM1M,USDRUB_TOM1M,0.2597,0.2597,0.2625,0.2625,2.0,528367000.0,0.2616
CETS,2014-07-23,USD_TOM1W,USDRUB_TOM1W,0.056,0.056,0.056,0.056,3.0,1400756000.0,0.056
CETS,2014-07-23,USD_TOM1Y,USDRUB_TOM1Y,2.95,2.95,3.006,3.006,4.0,758938000.0,2.984
CETS,2014-07-23,USD_TOM2W,USDRUB_TOM2W,0.1148,0.1148,0.1155,0.1155,4.0,1052345000.0,0.1153
CNGD,2014-07-23,USD_TOM2W,USDRUB_TOM2W,0.116,0.116,0.1163,0.1163,3.0,7159361000.0,
CETS,2014-07-23,USD_TOM3M,USDRUB_TOM3M,0.7591,0.7591,0.774,0.774,4.0,714583500.0,0.7663
CNGD,2014-07-23,USD_TOM3M,USDRUB_TOM3M,0.76,0.76,0.764,0.762,4.0,3208856000.0,
