BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2007-09-20,Индекс МосБиржи,Индекс МосБиржи,1716.6,1730.74,1730.74,1704.57,65338277065.49,,,2,,RUB,
RTSI,MCFTR,2007-09-20,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,1773.47,1773.47,1773.47,1773.47,0.0,,,2,0.0,,
RTSI,MCFTRN,2007-09-20,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),1764.83,1764.83,1764.83,1764.83,0.0,,,2,0.0,,
RTSI,MCFTRR,2007-09-20,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),1768.28,1768.28,1768.28,1768.28,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2007-09-20,Индекс МосБиржи 10,Индекс МосБиржи 10,3183.96,3202.26,3202.62,3163.03,34578671948.5003,,,2,,RUB,
SNDX,MICEXBNDPRCI,2007-09-20,RCBI,RCBI,99.31,99.48,99.51,99.25,438152881.1,,,2,,RUB,
SNDX,MICEXBNDTRTI,2007-09-20,RCBIc,RCBI-c,152.21,,,,438152881.1,,,2,,RUB,
SNDX,MICEXBORR1W,2007-09-20,MCX BO 1W,ММВБ РЕПО обл 7 дней,7.27,,,,3499028172.35,,,2,,RUB,
SNDX,MICEXBORR2W,2007-09-20,MCX BO 2W,ММВБ РЕПО обл 14 дней,7.25,,,,2950627778.55,,,2,,RUB,
SNDX,MICEXBORRON,2007-09-20,MCX BO ON,ММВБ РЕПО обл 1 день,5.8,,,,36045319791.87,,,2,,RUB,
SNDX,MICEXCBICP,2007-09-20,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,99.31,99.48,99.51,99.25,438152881.1,,,2,,RUB,
SNDX,MICEXCBICP3Y,2007-09-20,Индекс Мосбиржи корп обл CBICP 3-5,Индекс Мосбиржи корпоративных облигаций MOEX 1 - 3 ценовой,100.28,100.29,100.3,100.25,1243813841.6,606,8.35,2,,RUB,
SNDX,MICEXCBICP5Y,2007-09-20,Индекс Мосбиржи корп обл CBICP 1-3,Индекс Мосбиржи корпоративных облигаций ценовой 3-5,101.08,101.1,101.19,100.99,2225587442.1,1117,8.14,2,,RUB,
SNDX,MICEXCBIGP3Y,2007-09-20,ММВБ корп обл (вал) 1-3,ММВБ корп обл (вал) 1-3,101.78,101.79,101.8,101.75,1243813841.6,606,8.35,2,,RUB,
SNDX,MICEXCBIGP5Y,2007-09-20,ММВБ корп обл (вал) 3-5,ММВБ корп обл (вал) 3-5,102.98,102.98,103.09,102.89,2225587442.1,1117,8.14,2,,RUB,
SNDX,MICEXCBITR,2007-09-20,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,152.21,,,,438152881.1,,,2,,RUB,
SNDX,MICEXCBITR3Y,2007-09-20,Индекс Мосбиржи корп обл CBITR 3-5,Индекс Мосбиржи корпоративных облигаций MOEX 1-3,150.94,150.96,150.97,150.91,1243813841.6,606,8.35,2,,RUB,
SNDX,MICEXCBITR5Y,2007-09-20,Индекс Мосбиржи корп обл CBITR 1-3,Индекс Мосбиржи корпоративных облигаций 3-5,152.41,152.41,152.57,152.28,2225587442.1,1117,8.14,2,,RUB,
SNDX,MICEXCGS,2007-09-20,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,3270.45,3289.29,3298.68,3270.04,18934069.71,,,2,,RUB,
SNDX,MICEXCHM,2007-09-20,Индекс химии и нефтехимии,Индекс МосБиржи химии и нефтехимии,2525.04,2515.67,2525.04,2515.67,516021.54,,,2,,RUB,
SNDX,MICEXEQRR1W,2007-09-20,MCX EQ 1W,ММВБ РЕПО акц 7 дней,10.46,,,,10472411056.0,,,2,,RUB,
SNDX,MICEXEQRR2W,2007-09-20,MCX EQ 2W,ММВБ РЕПО акц 14 дней,10.14,,,,812607082.47,,,2,,RUB,
SNDX,MICEXEQRRON,2007-09-20,MCX EQ ON,ММВБ РЕПО акц 1 день,10.36,,,,42028300738.05,,,2,,RUB,
SNDX,MICEXFNL,2007-09-20,Индекс финансов,Индекс МосБиржи финансов,6451.12,6415.91,6493.73,6293.1,10647469676.73,,,2,,RUB,
SNDX,MICEXINDEXCF,2007-09-20,Индекс МосБиржи (архив),Индекс МосБиржи (архив),1716.6,1730.74,1730.74,1704.57,65338277065.49,,,2,,RUB,
SNDX,MICEXLC,2007-09-20,MICEX LC,ММВБ высокая кап,2845.11,2862.02,2862.04,2818.06,65558226689.15,,,2,,RUB,
SNDX,MICEXM&M,2007-09-20,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,3278.77,3271.28,3285.25,3239.49,22680034042.24,,,2,,RUB,
