BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQBR,2015-08-18,АЭССЕЛЬао,AESL,16.0,422250.0,80.5,80.5,94.5,88.5,88.0,94.5,4800.0,,88.0,,0.0,510850.0,0.0,
SMAL,2015-08-18,Система ао,AFKS,1.0,222.2,20.2,20.2,20.2,,20.66,20.2,11.0,,,,0.0,0.0,0.0,
TQBR,2015-08-18,Система ао,AFKS,4153.0,180775522.0,20.49,20.24,20.89,20.64,20.66,20.64,8753700.0,20.65,20.65,20.65,180775522.0,180775522.0,180775522.0,
SMAL,2015-08-18,Аэрофлот,AFLT,5.0,3671.93,39.91,39.9,39.96,,39.8,39.93,92.0,,,,0.0,0.0,0.0,
TQBR,2015-08-18,Аэрофлот,AFLT,669.0,23865183.0,39.72,39.55,40.0,39.95,39.8,39.95,599800.0,39.79,39.79,39.79,23865183.0,23865183.0,23865183.0,
TQBR,2015-08-18,AGRO-гдр,AGRO,54.0,2011379.0,531.0,531.0,565.0,565.0,561.0,565.0,3593.0,560.0,560.0,560.0,2011379.0,2011379.0,2011379.0,
TQBR,2015-08-18,Акрон,AKRN,1119.0,15074622.0,2795.0,2660.0,2800.0,2696.0,2713.0,2696.0,5557.0,2713.0,2713.0,2713.0,15074622.0,15074622.0,15074622.0,
TQBR,2015-08-18,АЛРОСА-Нюр,ALNU,2.0,263600.0,93000.0,85300.0,93000.0,85300.0,87200.0,85300.0,3.0,86500.0,86800.0,86500.0,1729400.0,1648300.0,1729400.0,
SMAL,2015-08-18,АЛРОСА ао,ALRS,18.0,13948.18,68.19,66.0,68.19,,67.58,66.0,207.0,,,,0.0,0.0,0.0,
TQBR,2015-08-18,АЛРОСА ао,ALRS,4988.0,257642373.0,67.97,67.05,68.17,67.05,67.58,67.05,3812400.0,67.58,67.58,67.58,257642373.0,257642373.0,257642373.0,
TQBR,2015-08-18,АшинскийМЗ,AMEZ,230.0,4379816.0,5.19,5.1,5.39,5.3,5.24,5.32,835800.0,5.24,5.24,5.24,4379816.0,4379816.0,4379816.0,
SMAL,2015-08-18,Аптеки36и6,APTK,2.0,30.15,14.85,14.85,15.3,,15.15,15.3,2.0,,,,0.0,0.0,0.0,
TQBR,2015-08-18,Аптеки36и6,APTK,1940.0,18433570.0,14.15,14.0,16.0,15.4,15.15,15.4,1218780.0,15.1,15.1,15.1,18433570.0,18433570.0,18433570.0,
SMAL,2015-08-18,РусАква ао,AQUA,1.0,52.0,52.0,52.0,52.0,,50.6,52.0,1.0,,,,0.0,0.0,0.0,
TQBR,2015-08-18,РусАква ао,AQUA,4.0,40460.0,50.5,50.0,52.1,52.0,50.6,52.0,800.0,,51.6,,0.0,516440.0,0.0,
TQDE,2015-08-18,Армада,ARMD,5.0,27680.0,27.0,26.5,27.0,27.0,27.0,27.0,1030.0,,26.5,,0.0,505065.0,0.0,
SMAL,2015-08-18,Арсагера,ARSA,1.0,270.0,0.9,0.9,0.9,,0.976,0.9,300.0,,,,0.0,0.0,0.0,
TQBR,2015-08-18,Арсагера,ARSA,7.0,12715.0,0.99,0.855,0.991,0.979,0.976,0.979,13000.0,,0.926,,0.0,528709.0,0.0,
TQBR,2015-08-18,АстрЭнСб,ASSB,2.0,5197.0,0.259,0.259,0.26,0.26,0.26,0.26,20000.0,,0.271,,0.0,1091709.0,0.0,
TQBR,2015-08-18,АВТОВАЗ ао,AVAZ,48.0,277345.0,9.97,9.84,9.97,9.94,9.91,9.95,28000.0,,9.9,,0.0,664058.0,0.0,
TQBR,2015-08-18,АВТОВАЗ ап,AVAZP,155.0,1384965.5,3.105,3.04,3.105,3.1,3.055,3.1,453100.0,3.055,3.055,3.055,1384965.5,1384965.5,1384965.5,
TQBR,2015-08-18,Башнефт ао,BANE,756.0,20715465.0,1834.0,1834.0,1895.0,1873.0,1867.0,1873.0,11127.0,1862.0,1862.0,1862.0,20715465.0,20715465.0,20715465.0,
TQBR,2015-08-18,Башнефт ап,BANEP,476.0,18581053.0,1373.0,1363.0,1380.0,1372.0,1370.0,1372.0,13564.0,1370.0,1370.0,1370.0,18581053.0,18581053.0,18581053.0,
TQBR,2015-08-18,БашИнСв ао,BISV,1.0,853.0,8.53,8.53,8.53,8.53,8.53,8.53,100.0,,8.48,,0.0,517077.0,0.0,
TQBR,2015-08-18,БашИнСв ап,BISVP,5.0,99880.0,3.96,3.96,4.0,4.0,4.0,4.0,25000.0,3.93,3.92,3.93,1778000.0,611520.0,1778000.0,
SMAL,2015-08-18,Белон ао,BLNG,2.0,178.5,3.4,3.4,3.74,,3.83,3.74,50.0,,,,0.0,0.0,0.0,
TQBR,2015-08-18,Белон ао,BLNG,31.0,125685.0,3.83,3.78,3.87,3.81,3.83,3.81,32800.0,,3.78,,0.0,500396.0,0.0,
