BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2021-04-29,МГор48-об,RU000A0JNYN1,18.0,93209.8,100.11,100.27,100.27,100.27,22.85,100.23,5.82,100.12,93.0,,100.3,100.27,0.0,545648.6,0.0,2022-06-11,392.0,5.86,,,6.0,29.92,,2021-04-29,1000.0,SUR,,,,,RUB,3
TQCB,2021-04-29,РЖД-19 обл,RU000A0JQ7Z2,7.0,142569.0,103.05,103.35,103.35,103.35,23.23,103.31,6.77,103.35,138.0,,103.34,103.35,0.0,770928.0,0.0,2024-07-08,1034.0,6.79,,,7.85,39.14,,2021-04-29,1000.0,SUR,,,,,RUB,3
TQCB,2021-04-29,ДОМ.РФ15об,RU000A0JQAM6,2.0,2266600.0,113.26,113.4,113.26,113.26,8.32,113.33,-22.94,113.4,2000.0,,113.66,113.26,0.0,9071425.0,0.0,2028-09-15,139.0,-23.07,,,6.75,34.03,2021-09-15,2021-04-29,1000.0,SUR,,,,,RUB,3
TQCB,2021-04-29,РЖД-23 обл,RU000A0JQRD9,18.0,31115.9,103.56,103.81,103.78,103.78,21.08,103.72,6.79,103.8,30.0,,103.53,103.78,0.0,500029.5,0.0,2025-01-16,1184.0,6.81,,,7.85,39.14,,2021-04-29,1000.0,SUR,,,,,RUB,3
TQCB,2021-04-29,ДОМ.РФ16об,RU000A0JQXG0,2.0,101100.0,101.1,101.1,101.1,101.1,1.02,101.1,5.39,101.1,1000.0,,101.5,101.1,0.0,559165.39,0.0,2021-09-15,137.0,5.39,,,8.25,2.08,,2021-04-29,100.0,SUR,,,,,RUB,3
TQCB,2021-04-29,ЗСД 01,RU000A0JRJB8,1.0,1090.0,109.0,109.0,109.0,109.0,44.62,109.0,9.26,109.0,1.0,,,109.0,0.0,0.0,0.0,2031-05-13,2320.0,9.26,,,10.44,52.06,,2021-04-29,1000.0,SUR,,,,,RUB,3
TQCB,2021-04-29,ЗСД 02,RU000A0JRJL7,5.0,7589.9,109.0,130.0,130.0,130.0,44.62,126.5,6.45,130.0,6.0,,,130.0,0.0,0.0,0.0,2031-05-13,2425.0,6.88,,,10.44,52.06,,2021-04-29,1000.0,SUR,,,,,RUB,3
TQCB,2021-04-29,Мечел 17об,RU000A0JRJS2,40.0,221963.2,100.04,100.76,100.05,100.05,2.94,100.12,,100.76,4434.0,,100.1,100.05,0.0,656774.43,0.0,2021-05-27,,,,,8.75,3.27,,2021-04-29,50.0,SUR,,,,,RUB,3
TQCB,2021-04-29,Мечел 18об,RU000A0JRJT0,5.0,8902.09,100.0,100.09,100.0,100.0,2.94,100.02,,100.09,178.0,,100.02,100.0,0.0,510697.99,0.0,2021-05-27,,,,,8.75,3.27,,2021-04-29,50.0,SUR,,,,,RUB,3
TQCB,2021-04-29,ННК 04,RU000A0JRJV6,11.0,173556.39,99.43,99.65,99.57,99.57,24.29,99.57,13.81,99.65,249.0,,99.4,99.57,0.0,503069.84,0.0,2021-06-01,33.0,13.81,,,8.5,29.67,,2021-04-29,700.0,SUR,,,12.6177,,RUB,3
TQCB,2021-04-29,Мечел 19об,RU000A0JRJY0,7.0,103498.9,100.0,100.1,100.0,100.0,2.88,100.05,,100.0,2069.0,,100.05,100.0,0.0,608631.65,0.0,2021-06-01,,,,,8.75,3.27,,2021-04-29,50.0,SUR,,,7.9467,,RUB,3
TQCB,2021-04-29,ННК 06,RU000A0JRK22,11.0,79541.7,99.23,99.7,99.7,99.68,23.8,99.68,11.88,99.49,114.0,,99.31,99.68,0.0,845298.44,0.0,2021-06-04,36.0,12.1,,,8.5,29.67,,2021-04-29,700.0,SUR,,,10.9695,,RUB,3
TQCB,2021-04-29,СПбТел 01,RU000A0JRKC4,2.0,46120.1,100.26,100.27,100.26,100.26,32.37,100.26,6.19,100.27,46.0,100.39,100.36,100.26,1212705.8,558017.4,1212705.8,2021-06-11,43.0,6.19,,,8.5,42.38,,2021-04-29,1000.0,SUR,,,5.8874,,RUB,3
