BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2015-01-06,МГор44-об,RU000A0E6TK0,1.0,968.0,96.8,96.8,96.8,96.8,2.49,96.8,14.89,96.8,1.0,,97.7,,0.0,21910128.8,0.0,2015-06-24,169.0,14.89,,,,,,,1000.0,SUR,,,,,
EQOB,2015-01-06,МГор48-об,RU000A0JNYN1,1.0,750.0,75.0,75.0,75.0,75.0,4.99,75.0,11.85,75.0,1.0,60.94,60.94,60.94,34044740.1,30655603.9,34044740.1,2022-06-11,2070.0,11.85,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-01-06,ГСС 01,RU000A0JP518,6.0,2891218.8,95.99,95.99,95.99,95.99,36.16,95.99,36.98,95.99,3012.0,95.99,95.99,95.99,2902637.6,2902637.6,2902637.6,2017-03-26,72.0,36.98,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-01-06,Газпрнефт4,RU000A0JQ557,2.0,2442.0,81.4,81.4,81.4,81.4,18.87,81.4,16.31,81.4,3.0,84.56,84.79,84.56,747516.7,541831.8,747516.7,2019-04-09,1030.0,16.31,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-01-06,ДОМ.РФ15об,RU000A0JQAM6,3.0,36656.7,93.99,94.0,94.0,93.99,33.28,93.99,52.83,93.99,39.0,93.05,92.87,93.05,8976174.5,3325530.5,8976174.5,2028-09-15,68.0,52.91,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-01-06,Система-03,RU000A0JQL30,7.0,581303.8,78.0,79.88,79.88,79.85,9.59,78.03,23.64,78.0,745.0,75.5,77.93,75.5,138443931.5,647583.8,138443931.5,2016-11-24,637.0,25.29,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-01-06,РСХБ 11,RU000A0JQS74,1.0,59640.0,99.4,99.4,99.4,99.4,34.15,99.4,16.16,99.4,60.0,99.32,99.4,99.32,130232038.9,57838377.4,130232038.9,2020-01-30,30.0,16.16,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-01-06,АЛРОСА 23,RU000A0JQX10,1.0,9710.0,97.1,97.1,97.1,97.1,4.66,97.1,16.74,97.1,10.0,,98.41,,0.0,25549097.9,0.0,2015-06-18,161.0,16.74,,,,,,,1000.0,SUR,,,,,
EQOB,2015-01-06,ОткрФКБ12,RU000A0JQZT8,1.0,973.0,97.3,97.3,97.3,97.3,31.7,97.3,31.98,97.3,1.0,98.61,99.1,98.61,2865704.0,546023.0,2865704.0,2017-08-28,50.0,31.98,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-01-06,Мечел 14об,RU000A0JR0J0,1.0,1498.5,49.95,49.95,49.95,49.95,34.52,49.95,219.46,49.95,3.0,,44.27,,0.0,532594.1,0.0,2020-02-25,224.0,219.46,,,,,,,1000.0,SUR,,,,,RUB
