BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2016-01-25,ВТБ - 6 об,RU000A0JNGU3,15.0,11540971.4,100.0,100.16,100.15,100.15,5.86,100.14,11.34,100.16,11525.0,100.14,100.14,100.15,11540971.4,11540971.4,11540971.4,2016-07-06,161.0,11.37,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-01-25,АИЖК 7об,RU000A0JNPJ7,1.0,79817.4,98.54,98.54,98.54,98.54,0.53,98.54,11.35,98.54,324.0,,98.02,98.54,0.0,2782169.15,0.0,2016-07-15,170.0,11.35,,,,,,,250.0,SUR,,,,,RUR
EQOB,2016-01-25,МГор48-об,RU000A0JNYN1,7.0,510478.0,78.45,79.42,79.29,79.29,8.63,77.82,11.15,79.42,643.0,79.01,79.04,79.29,1682184.0,1587153.0,1682184.0,2022-06-11,1862.0,11.55,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2016-01-25,МГор49-об,RU000A0JNYP6,2.0,8592.0,95.2,95.5,95.5,95.5,8.06,95.47,10.84,95.2,9.0,95.2,95.2,95.5,3255909.0,3255909.0,3255909.0,2017-06-14,487.0,10.87,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-01-25,РСХБ 3,RU000A0JP2G4,1.0,54890.0,99.8,99.8,99.8,99.8,36.84,99.8,12.75,99.8,55.0,,99.78,99.8,0.0,2472493.3,0.0,2017-02-09,17.0,12.75,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-01-25,ГСС 01,RU000A0JP518,4.0,170069.1,85.0,85.11,85.0,85.03,0.36,85.03,15.06,85.11,200.0,85.61,85.62,85.03,1039255.2,1013755.2,1039255.2,2017-03-26,426.0,15.03,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-01-25,Газпрнефт4,RU000A0JQ557,6.0,8371.1,92.65,93.75,93.18,93.18,23.36,93.01,12.13,92.65,9.0,92.86,92.0,93.18,9294467.3,4599171.1,9294467.3,2019-04-09,734.0,12.23,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2016-01-25,РЖД-16 обл,RU000A0JQ656,3.0,57277040.0,98.92,99.0,99.0,99.0,10.61,98.93,11.0,98.92,57896.0,98.93,98.93,99.0,69936594.6,68329671.1,69936594.6,2017-06-05,133.0,11.21,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-01-25,РЖД-15 обл,RU000A0JQ6S9,20.0,85440736.6,98.84,98.91,98.91,98.91,7.82,98.88,11.25,98.84,86412.0,98.88,98.88,98.91,85440736.6,85440736.6,85440736.6,2016-06-20,147.0,11.33,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2016-01-25,МТС 05,RU000A0JQ8Q9,5.0,2000667.9,98.4,98.9,98.9,98.9,45.07,98.41,10.96,98.46,2033.0,98.49,98.49,98.9,12648679.4,12195514.3,12648679.4,2016-07-19,176.0,12.06,,,,,,,1000.0,SUR,,,,,RUR
