BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2020-12-10,АбрауДюрсо,ABRD,223.0,1624310.0,206.0,202.5,208.0,204.0,205.0,204.0,7930.0,205.0,205.0,204.0,1624310.0,1624310.0,1624310.0,0.0,3
TQPI,2020-12-10,АСКО ао,ACKO,89.0,252945.62,4.84,4.76,4.84,4.76,4.76,4.76,53056.0,,4.76,4.76,0.0,503452.94,0.0,0.0,3
SMAL,2020-12-10,Система ао,AFKS,17.0,8290.63,29.312,27.782,31.794,,28.479,27.782,286.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-10,Система ао,AFKS,41559.0,3631723850.2,28.58,27.841,29.147,28.203,28.479,28.466,127524500.0,28.483,28.483,28.203,3490807928.4,3490807928.4,3490807928.4,0.0,3
SMAL,2020-12-10,Аэрофлот,AFLT,6.0,1897.92,76.92,70.96,76.92,,71.72,70.96,26.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-10,Аэрофлот,AFLT,29705.0,1409188685.0,71.98,71.1,72.4,71.82,71.72,72.18,19649570.0,71.68,71.68,71.82,1238772573.4,1238772573.4,1238772573.4,0.0,3
TQBR,2020-12-10,AGRO-гдр,AGRO,3260.0,79597994.2,808.6,795.4,813.0,804.8,805.8,804.8,98790.0,805.8,805.8,804.8,79597994.2,79597994.2,79597994.2,0.0,3
TQTE,2020-12-10,AKEU ETF,AKEU,254.0,165147.65,10.7,10.6,10.74,10.68,10.68,10.68,15465.0,949.79,949.79,10.68,14688529.42,14688529.42,14688529.42,128161.34,3
TQTF,2020-12-10,ETF AKMB,AKMB,1342.0,2545536.44,1.0623,1.0536,1.0623,1.0548,1.0546,1.0548,2412520.0,1.0554,1.0554,1.0548,1853866.54,1853866.54,1853866.54,4660467.94,3
TQTD,2020-12-10,AKNX ETF,AKNX,617.0,328250.99,18.26,17.84,18.26,18.17,17.95,18.19,18289.0,1315.69,1315.69,18.17,24062668.65,24062668.65,24062668.65,366283.51,3
TQBR,2020-12-10,Акрон,AKRN,587.0,10543576.0,5966.0,5950.0,6026.0,5950.0,5980.0,5950.0,1763.0,5980.0,5980.0,5950.0,10543576.0,10543576.0,10543576.0,0.0,3
TQTD,2020-12-10,AKSP ETF,AKSP,531.0,767945.27,12.78,12.56,12.78,12.64,12.65,12.6,60689.0,927.59,927.59,12.64,56294765.52,56294765.52,56294765.52,406608.22,3
TQBR,2020-12-10,БестЭфБ ао,ALBK,46.0,141815.0,53.0,53.0,54.0,53.0,53.5,53.0,2660.0,,53.5,53.0,0.0,506400.0,0.0,0.0,3
TQBR,2020-12-10,АЛРОСА-Нюр,ALNU,27.0,2111000.0,60000.0,59400.0,60600.0,60600.0,60400.0,60600.0,35.0,60400.0,60400.0,60600.0,2111000.0,2111000.0,2111000.0,0.0,3
SMAL,2020-12-10,АЛРОСА ао,ALRS,16.0,4956.44,90.96,90.86,92.77,,92.21,92.7,54.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-12-10,АЛРОСА ао,ALRS,33400.0,2193801074.8,91.89,90.69,93.33,91.94,92.21,92.21,23790210.0,92.22,92.22,91.94,2093632253.8,2093632253.8,2093632253.8,0.0,3
