BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOD,2020-12-10,UBANK11/22,AMUNIBB2AER2,1.0,205.68,102.84,102.84,102.84,102.84,,102.84,,102.84,2.0,,102.8945,102.84,0.0,606108.22,0.0,2022-11-15,,,,,5.25,1.31,,2020-12-10,100.0,USD,,,,,USD,3
TQCB,2020-12-10,РЖД-19 обл,RU000A0JQ7Z2,1.0,6417.0,106.95,106.95,106.95,106.95,32.26,106.95,5.75,106.95,6.0,,107.25,106.95,0.0,516961.2,0.0,2024-07-08,1135.0,5.75,,,7.85,39.14,,2020-12-10,1000.0,SUR,,,,,RUB,3
TQCB,2020-12-10,Мечел  4об,RU000A0JQ8V9,1.0,888.0,148.0,148.0,148.0,148.0,1.81,148.0,-65.07,148.0,4.0,,,148.0,0.0,0.0,0.0,2021-07-15,35.0,-65.07,,,7.88,2.95,2021-01-14,2020-12-10,150.0,SUR,,,,,RUB,3
TQCB,2020-12-10,ДОМ.РФ14об,RU000A0JQAL8,1.0,10595.0,105.95,105.95,105.95,105.95,4.62,105.95,-6.69,105.95,10.0,104.59,104.54,105.95,39817624.0,37707724.0,39817624.0,2023-05-15,156.0,-6.69,,,6.75,33.47,2021-05-15,2020-12-10,1000.0,SUR,,,,,RUB,3
TQCB,2020-12-10,РЖД-23 обл,RU000A0JQRD9,15.0,67660.5,107.21,107.41,107.37,107.37,30.11,107.4,5.89,107.4,63.0,,107.11,107.37,0.0,5668212.2,0.0,2025-01-16,1282.0,5.88,,,7.85,39.14,,2020-12-10,1000.0,SUR,,,,,RUB,3
TQCB,2020-12-10,Газпрнеф10,RU000A0JR878,17.0,1579845.0,100.4,100.5,100.5,100.5,28.11,100.5,3.57,100.5,1572.0,100.5,100.5,100.5,1579845.0,1579845.0,1579845.0,2021-01-26,47.0,3.57,,,7.6,37.9,,2020-12-10,1000.0,SUR,,,3.4421,,RUB,3
TQCB,2020-12-10,Мечел 16об,RU000A0JR8P0,14.0,372487.4,100.25,100.48,100.26,100.26,26.52,100.4,6.4,100.25,371.0,,100.34,100.26,0.0,537827.4,0.0,2021-02-09,61.0,5.52,,,8.0,39.89,,2020-12-10,1000.0,SUR,,,6.1328,,RUB,3
TQCB,2020-12-10,ВЭБ.РФ 09,RU000A0JRCX7,17.0,794277.1,101.04,101.37,101.04,101.04,20.48,101.05,4.92,101.37,786.0,101.05,101.05,101.04,794277.1,794277.1,794277.1,2021-03-18,98.0,4.88,,,8.9,44.38,,2020-12-10,1000.0,SUR,,,4.786,,RUB,3
TQCB,2020-12-10,ВЭБлизинг4,RU000A0JREX3,2.0,2099.8,99.01,110.97,110.97,110.97,13.74,104.99,-23.19,99.01,2.0,,101.33,110.97,0.0,509708.0,0.0,2021-04-02,113.0,-8.21,,,7.27,36.25,,2020-12-10,1000.0,SUR,,,-25.1217,,RUB,3
TQCB,2020-12-10,РУСАЛБАл08,RU000A0JRF11,4.0,16677.0,98.1,98.1,98.1,98.1,0.02,98.1,,98.1,17.0,,98.28,98.1,0.0,501216.7,0.0,2021-04-05,,,,,0.01,0.05,,2020-12-10,1000.0,SUR,,,6.1037,,RUB,3
TQCB,2020-12-10,РусГидро01,RU000A0JRFN1,1.0,1006.0,100.6,100.6,100.6,100.6,15.36,100.6,7.73,100.6,1.0,,102.48,100.6,0.0,4638288.5,0.0,2021-04-12,123.0,7.73,,,9.5,47.37,,2020-12-10,1000.0,SUR,,,7.4796,,RUB,3
TQCB,2020-12-10,Акрон 04,RU000A0JRHF3,1.0,147882.0,100.6,100.6,100.6,100.6,4.1,100.6,5.14,100.6,147.0,,100.67,100.6,0.0,682541.8,0.0,2021-05-18,159.0,5.14,,,6.5,32.41,,2020-12-10,1000.0,SUR,,,5.0308,,RUB,3
TQCB,2020-12-10,Акрон 05,RU000A0JRHG1,1.0,20200.0,101.0,101.0,101.0,101.0,4.1,101.0,4.18,101.0,20.0,100.64,100.64,101.0,546477.5,546477.5,546477.5,2021-05-18,159.0,4.18,,,6.5,32.41,,2020-12-10,1000.0,SUR,,,4.1056,,RUB,3
TQCB,2020-12-10,ЗСД 01,RU000A0JRJB8,1.0,1300.0,130.0,130.0,130.0,130.0,4.58,130.0,6.55,130.0,1.0,,,130.0,0.0,0.0,0.0,2031-05-13,2579.0,6.55,,,10.44,52.06,,2020-12-10,1000.0,SUR,,,,,RUB,3
TQCB,2020-12-10,ЗСД 02,RU000A0JRJL7,1.0,1300.0,130.0,130.0,130.0,130.0,4.58,130.0,6.55,130.0,1.0,,,130.0,0.0,0.0,0.0,2031-05-13,2579.0,6.55,,,10.44,52.06,,2020-12-10,1000.0,SUR,,,,,RUB,3
TQCB,2020-12-10,Мечел 17об,RU000A0JRJS2,41.0,18319.07,100.5,100.7,100.64,100.64,0.34,100.65,,100.69,182.0,,100.67,100.64,0.0,718285.41,0.0,2021-05-27,,,,,8.75,3.27,,2020-12-10,100.0,SUR,,,,,RUB,3
TQCB,2020-12-10,Мечел 18об,RU000A0JRJT0,4.0,1108.25,100.7,100.78,100.7,100.7,0.34,100.75,,100.78,11.0,,100.64,100.7,0.0,691104.76,0.0,2021-05-27,,,,,8.75,3.27,,2020-12-10,100.0,SUR,,,,,RUB,3
TQCB,2020-12-10,ННК 04,RU000A0JRJV6,11.0,115736.53,96.0,97.0,96.49,96.49,1.47,96.13,17.21,96.99,172.0,,96.28,96.49,0.0,852533.29,0.0,2021-06-01,173.0,18.14,,,8.5,29.67,,2020-12-10,700.0,SUR,,,16.3941,,RUB,3
