BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2015-03-13,BYRRUB_TOD,BYRRUB_TOD,40.2,40.2,41.2,41.2,2.0,253560.0,40.2476
CETS,2015-03-13,CNYRUB_TOD,CNY000000TOD,9.8,9.751,9.8041,9.7591,29.0,96309180.7,9.7756
CETS,2015-03-13,CNY_TODTOM,CNYRUBTODTOM,0.010032,0.008,0.010032,0.008,6.0,16542621.9,0.009454
CNGD,2015-03-13,CNY_TODTOM,CNYRUBTODTOM,0.018377,-0.003996,0.018377,0.0176,13.0,8683800.38,
CETS,2015-03-13,CNYRUB_TOM,CNYRUB_TOM,9.8152,9.68,9.8152,9.81,277.0,1332473375.8,9.7699
CETS,2015-03-13,CNY_TOMSPT,CNYRUB_TOM1D,0.0027,0.00241,0.00333,0.00333,3.0,1307968400.0,0.003172
CETS,2015-03-13,EUR_TODTOM,EUR000TODTOM,0.0771,0.0746,0.0771,0.0762,508.0,138453651680.0,0.0757
CNGD,2015-03-13,EUR_TODTOM,EUR000TODTOM,0.0,-0.1062,0.1223,0.1063,294.0,649524777.65,
CETS,2015-03-13,EURRUB_SPT,EURRUB_SPT,64.396,64.396,64.396,64.396,1.0,4829700.0,64.396
CETS,2015-03-13,EURUSD_TOD,EURUSD000TOD,1.0575,1.05675,1.063,1.05675,71.0,1047726327.92,1.05965
CETS,2015-03-13,EURUSD_TOM,EURUSD000TOM,1.0576,1.0467,1.06325,1.0495,334.0,5690056323.38,1.05285
CETS,2015-03-13,EURUSDTDTM,EURUSDTODTOM,2.3e-05,1e-06,3.5e-05,1e-06,55.0,14300296448.6,2.2e-05
CETS,2015-03-13,EURRUB_TOD,EUR_RUB__TOD,64.903,64.35,65.293,64.592,2662.0,12320595679.0,64.8811
CNGD,2015-03-13,EURRUB_TOD,EUR_RUB__TOD,65.05,64.5,65.05,64.5,3.0,70582000.0,
CETS,2015-03-13,EURRUB_TOM,EUR_RUB__TOM,65.001,64.213,65.351,65.3,4079.0,18718850539.0,64.8211
CNGD,2015-03-13,EURRUB_TOM,EUR_RUB__TOM,64.9,64.3,65.33,64.3,5.0,751265500.0,
CNGD,2015-03-13,GBP_TODTOM,GBPRUBTODTOM,-0.0375,-0.0375,-0.0375,-0.0375,1.0,364592.4,
CETS,2015-03-13,GBPRUB_TOD,GBPRUB_TOD,92.5,92.5,92.5,92.5,5.0,740000.0,92.5
CETS,2015-03-13,GBPRUB_TOM,GBPRUB_TOM,91.06,90.38,91.31,91.11,15.0,15757030.0,91.0811
CETS,2015-03-13,GLD_TODTOM,GLDRUBTODTOM,2.9983,2.9983,2.9983,2.9983,2.0,251129813.0,2.9983
CETS,2015-03-13,HKDRUB_TOM,HKDRUB_TOM,7.94,7.911,7.94,7.911,3.0,11890500.0,7.927
CETS,2015-03-13,SLVRUB_TOM,SLVRUB_TOM,30.76,30.76,31.2,31.2,2.0,15424.0,30.85
CETS,2015-03-13,UAHRUB_TOD,UAH000000TOM,27.71,27.71,27.71,27.71,1.0,581910.0,27.71
CETS,2015-03-13,USDRUB_TOD,USD000000TOD,61.115,60.544,61.761,61.1,15562.0,95084369875.0,61.1663
CNGD,2015-03-13,USDRUB_TOD,USD000000TOD,61.35,60.6025,61.75,60.87,19.0,2922923424.4,
CETS,2015-03-13,USD_TODTOM,USD000TODTOM,0.0725,0.069,0.079,0.0752,1377.0,460623893340.0,0.0712
CNGD,2015-03-13,USD_TODTOM,USD000TODTOM,0.0703,-0.1001,0.1153,0.0768,1822.0,26970997346.67,
CETS,2015-03-13,USDRUB_TOM,USD000UTSTOM,61.362,60.608,62.385,62.249,44256.0,236566693540.0,61.3119
CNGD,2015-03-13,USDRUB_TOM,USD000UTSTOM,61.48,60.75,61.798,60.75,36.0,23415353910.0,
CETS,2015-03-13,USDRUB_SPT,USDRUB_SPT,61.36,61.36,61.51,61.51,3.0,51049100.0,61.5049
CNGD,2015-03-13,USD_TOMSPT,USDRUB_TOM1D,0.0237,0.0237,0.0237,0.0237,2.0,26991228000.0,
CETS,2015-03-13,USD_TOM1M,USDRUB_TOM1M,0.719,0.719,0.72,0.72,5.0,913167120.0,0.7191
CETS,2015-03-13,USD_TOM1W,USDRUB_TOM1W,0.166,0.1575,0.166,0.1575,4.0,978283400.0,0.1613
CNGD,2015-03-13,USD_TOM2W,USDRUB_TOM2W,0.315,0.315,0.3175,0.3175,2.0,2449439000.0,
CETS,2015-03-13,USD_TOM3M,USDRUB_TOM3M,2.02,2.02,2.06,2.06,8.0,4853527800.0,2.0514
CNGD,2015-03-13,USD_TOM3M,USDRUB_TOM3M,2.06,2.05,2.06,2.05,2.0,3154142000.0,
CETS,2015-03-13,USD_TOM6M,USDRUB_TOM6M,3.81,3.75,3.81,3.75,3.0,194304200.0,3.7867
