BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2016-07-13,BYNRUB_TOD,BYNRUB_TOD,31.87,31.87,32.34,32.24,4.0,4795330.0,32.1834
CETS,2016-07-13,CNYRUB_TOD,CNY000000TOD,9.5997,9.5101,9.6,9.515,41.0,149028320.2,9.569
CETS,2016-07-13,CNY_TODTOM,CNYRUBTODTOM,0.0015,0.001303,0.001599,0.0015,25.0,1999046004.3,0.001486
CNGD,2016-07-13,CNY_TODTOM,CNYRUBTODTOM,0.004836,-0.003267,0.004836,0.0047,42.0,17328066.05,
CETS,2016-07-13,CNYRUB_TOM,CNYRUB_TOM,9.57,9.51,9.57,9.565,84.0,205867584.5,9.5459
CETS,2016-07-13,EUR_TODTOM,EUR000TODTOM,0.0194,0.0186,0.0198,0.0186,392.0,94290199710.0,0.0196
CNGD,2016-07-13,EUR_TODTOM,EUR000TODTOM,0.0197,-0.0271,0.0384,0.0213,909.0,9849533036.34,
CETS,2016-07-13,EUR_TOM1W,EURRUB_TOM1W,0.142,0.142,0.144,0.144,5.0,1985831650.0,0.1431
CETS,2016-07-13,EURUSD_TOD,EURUSD000TOD,1.10515,1.1045,1.1083,1.1075,43.0,452720031.15,1.10645
CNGD,2016-07-13,EURUSD_TOD,EURUSD000TOD,1.1049,1.1049,1.1056,1.1056,2.0,1553607304.8,
CETS,2016-07-13,EURUSD_TOM,EURUSD000TOM,1.1058,1.10445,1.1118,1.109,181.0,1704746395.63,1.1075
CNGD,2016-07-13,EURUSD_TOM,EURUSD000TOM,1.1058,1.1058,1.1058,1.1058,1.0,918629748.66,
CETS,2016-07-13,EURUSDTDTM,EURUSDTODTOM,3.1e-05,1.2e-05,3.5e-05,2.4e-05,75.0,29153017602.83,3.2e-05
CNGD,2016-07-13,EURUSDTDTM,EURUSDTODTOM,3.2e-05,-0.0001,3.2e-05,2.7e-05,6.0,1875214553.84,
CETS,2016-07-13,EURRUB_TOD,EUR_RUB__TOD,70.87,70.34,70.8725,70.65,3689.0,15618746425.0,70.6433
CNGD,2016-07-13,EURRUB_TOD,EUR_RUB__TOD,70.41,70.36,70.86,70.75,9.0,1205522030.1,
CETS,2016-07-13,EURRUB_TOM,EUR_RUB__TOM,70.87,70.36,71.1775,70.77,5337.0,19364190240.0,70.7867
CNGD,2016-07-13,EURRUB_TOM,EUR_RUB__TOM,70.427,70.38,70.88,70.78,7.0,706069316.15,
CNGD,2016-07-13,GBP_TODTOM,GBPRUBTODTOM,0.0429,-0.0324,0.0429,0.0382,58.0,129714911.4,
CETS,2016-07-13,GBPRUB_TOD,GBPRUB_TOD,84.3,84.26,85.0,84.7325,19.0,15869717.5,84.4134
CETS,2016-07-13,GBPRUB_TOM,GBPRUB_TOM,84.99,83.92,85.03,83.97,71.0,127434932.5,84.562
CETS,2016-07-13,GLD_TODTOM,GLDRUBTODTOM,0.7974,0.7974,0.7974,0.7974,2.0,500446332.0,0.7974
CETS,2016-07-13,UAHRUB_TOD,UAH000000TOM,25.7225,25.7225,25.7225,25.7225,1.0,699652.0,25.7225
CETS,2016-07-13,USDRUB_TOD,USD000000TOD,64.05,63.635,64.08,63.84,19567.0,85197537417.5,63.8659
CNGD,2016-07-13,USDRUB_TOD,USD000000TOD,63.89,63.68,64.013,63.8,29.0,1613806764.52,
CETS,2016-07-13,USD_TODTOM,USD000TODTOM,0.0169,0.015,0.0169,0.015,938.0,544274667910.0,0.0163
CNGD,2016-07-13,USD_TODTOM,USD000TODTOM,0.0164,-0.028,0.0347,0.0164,5437.0,184504837198.28,
CETS,2016-07-13,USDRUB_TOM,USD000UTSTOM,64.06,63.65,64.1475,63.85,41370.0,231016171637.5,63.8834
CNGD,2016-07-13,USDRUB_TOM,USD000UTSTOM,63.89,63.67,64.12,63.9373,29.0,6301693330.0,
CNGD,2016-07-13,USDRUB_LTV,USDRUB_FWD,64.87,64.87,65.15,65.15,2.0,26004000.0,
CETS,2016-07-13,USDRUB_SPT,USDRUB_SPT,63.915,63.915,63.915,63.915,1.0,639150.0,63.915
CETS,2016-07-13,USD_TOM1W,USDRUB_TOM1W,0.1145,0.1145,0.115,0.1145,5.0,2562154500.0,0.1146
CETS,2016-07-13,USD_TOM2W,USDRUB_TOM2W,0.2325,0.2325,0.2325,0.2325,1.0,320859000.0,0.2325
