BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
EQNE,2012-10-15,АбрауДюрсо,ABRD,7.0,300684.0,67.0,66.8,67.0,66.82,66.82,66.82,4500.0,66.83,66.8,66.83,661604.0,500979.0,661604.0,
EQNL,2012-10-15,Система ао,AFKS,829.0,41914447.6,23.387,23.387,24.137,24.0,23.887,24.0,1754700.0,23.887,23.887,23.887,41914447.6,41914447.6,41914447.6,
EQBR,2012-10-15,Аэрофлот,AFLT,1462.0,54365643.0,42.89,42.3,43.29,42.36,42.68,42.35,1273900.0,42.68,42.68,42.68,54368519.8,54368519.8,54368519.8,
EQDP,2012-10-15,Аэрофлот,AFLT,1.0,43080000.0,43.08,43.08,43.08,,43.08,43.08,1000000.0,,,,0.0,0.0,0.0,
SMAL,2012-10-15,Аэрофлот,AFLT,3.0,2876.8,42.3,42.3,42.7,42.7,42.31,42.7,68.0,,,,0.0,0.0,0.0,
EQNE,2012-10-15,ПАВА ао,AKHA,101.0,400312.1,8.093,7.63,8.093,7.683,7.728,7.7,51800.0,,7.787,,0.0,500717.73,0.0,
EQNL,2012-10-15,Акрон,AKRN,2260.0,25147520.3,1347.1,1322.1,1364.9,1329.4,1344.7,1329.5,18701.0,1344.7,1344.7,1344.7,25147520.3,25147520.3,25147520.3,
EQNE,2012-10-15,АЛРОСА-Нюр,ALNU,9.0,1605600.0,53200.0,53200.0,56000.0,56000.0,55366.0,56000.0,29.0,55605.0,55403.0,55605.0,2168598.0,1662100.0,2168598.0,
EQBR,2012-10-15,АЛРОСА ао,ALRS,326.0,39369532.3,24.4,23.93,24.4,24.068,24.056,23.975,1636600.0,24.056,24.056,24.056,39371716.56,39371716.56,39371716.56,
SMAL,2012-10-15,АЛРОСА ао,ALRS,4.0,2184.26,23.1,23.1,23.72,23.1,23.487,23.72,93.0,,,,0.0,0.0,0.0,
EQNE,2012-10-15,АшинскийМЗ,AMEZ,34.0,2793126.9,6.996,6.75,6.996,6.751,6.752,6.751,413700.0,6.752,6.752,6.752,2793126.9,2793126.9,2793126.9,
EQNL,2012-10-15,Аптеки36и6,APTK,421.0,2875331.2,34.06,33.71,34.58,34.22,34.14,34.2,84210.0,34.14,34.14,34.14,2875906.22,2875906.22,2875906.22,
SMAL,2012-10-15,Аптеки36и6,APTK,3.0,575.02,33.82,33.81,33.84,33.81,33.82,33.81,17.0,,,,0.0,0.0,0.0,
EQNL,2012-10-15,Армада,ARMD,12.0,59670.6,261.5,256.55,261.9,261.67,259.44,261.89,230.0,,257.33,,0.0,985844.5,0.0,
SMAL,2012-10-15,Армада,ARMD,1.0,253.9,253.9,253.9,253.9,253.9,253.9,253.9,1.0,,,,0.0,0.0,0.0,
EQNE,2012-10-15,Арсагера,ARSA,133.0,735872.8,1.3111,1.265,1.34,1.2938,1.2978,1.2938,567000.0,1.2978,1.2978,1.2978,736512.8,736512.8,736512.8,
SMAL,2012-10-15,Арсагера,ARSA,1.0,640.0,1.28,1.28,1.28,1.28,1.28,1.28,500.0,,,,0.0,0.0,0.0,
EQNL,2012-10-15,АВТОВАЗ ао,AVAZ,405.0,5328646.7,15.442,15.174,15.468,15.211,15.321,15.249,347800.0,15.321,15.321,15.321,5328646.7,5328646.7,5328646.7,
EQNL,2012-10-15,АВТОВАЗ ап,AVAZP,122.0,1106819.4,6.035,5.913,6.036,5.926,5.97,5.959,185400.0,5.97,5.97,5.97,1106819.4,1106819.4,1106819.4,
EQNE,2012-10-15,Башнефт ао,BANE,553.0,48367043.7,1829.7,1810.1,1834.8,1833.4,1830.0,1833.4,26430.0,1830.0,1830.0,1830.0,48367043.7,48367043.7,48367043.7,
EQNE,2012-10-15,Башнефт ап,BANEP,813.0,36231080.9,1314.0,1305.2,1323.8,1317.7,1318.8,1317.5,27472.0,1318.8,1318.8,1318.8,36231080.9,36231080.9,36231080.9,
EQNE,2012-10-15,БашЭнрг ао,BEGY,5.0,46978.0,23.12,23.12,23.55,23.51,23.49,23.51,2000.0,,23.83,,0.0,513921.08,0.0,
SMAL,2012-10-15,БашЭнрг ао,BEGY,2.0,742.4,23.2,23.2,23.2,23.2,23.2,23.2,32.0,,,,0.0,0.0,0.0,
EQNE,2012-10-15,БашЭнрг ап,BEGYP,5.0,19775.3,19.601,19.601,19.85,19.85,19.775,19.85,1000.0,,19.627,,0.0,995293.61,0.0,
EQNE,2012-10-15,Белон ао,BLNG,76.0,409113.9,7.99,7.858,8.0,7.926,7.913,8.0,51700.0,,7.929,,0.0,500420.61,0.0,
SMAL,2012-10-15,Белон ао,BLNG,2.0,653.05,7.022,7.022,7.022,7.022,7.022,7.022,93.0,,,,0.0,0.0,0.0,
EQNL,2012-10-15,БСП ао,BSPB,426.0,2197614.8,64.17,63.5,64.96,64.5,64.24,64.5,34210.0,64.24,64.24,64.24,2197614.8,2197614.8,2197614.8,
EQNE,2012-10-15,БСП ап,BSPBP,164.0,2165049.9,68.09,67.38,68.09,67.77,68.0,67.78,31840.0,68.0,68.0,68.0,2165049.9,2165049.9,2165049.9,
EQNL,2012-10-15,ЧТПЗ ао,CHEP,93.0,2613538.0,38.26,37.0,38.82,37.52,37.44,38.0,69800.0,37.44,37.44,37.44,2613538.0,2613538.0,2613538.0,
EQNE,2012-10-15,РН-ЗапСиб,CHGZ,4.0,354516.0,16.0,16.0,19.896,19.8,18.659,19.8,19000.0,18.286,18.286,18.286,914296.0,914296.0,914296.0,
EQNE,2012-10-15,ЧКПЗ ао,CHKZ,1.0,1999.9,1999.9,1999.9,1999.9,1999.9,1999.9,1999.9,1.0,,1921.5,,0.0,501509.2,0.0,
EQNL,2012-10-15,СевСт-ао,CHMF,7557.0,576323518.0,387.9,379.1,392.7,381.9,385.8,382.6,1493910.0,385.8,385.8,385.8,579734789.81,579734789.81,579734789.81,
SMAL,2012-10-15,СевСт-ао,CHMF,17.0,22022.4,386.2,380.0,399.9,381.5,386.4,380.0,57.0,,,,0.0,0.0,0.0,
EQNE,2012-10-15,ЧМК ао,CHMK,137.0,2234301.0,2345.0,1920.0,2345.0,1952.0,1956.0,1949.0,1142.0,1956.0,1956.0,1956.0,2234301.0,2234301.0,2234301.0,
EQNL,2012-10-15,ЧЦЗ ао,CHZN,159.0,812146.8,82.8,80.26,85.5,84.5,84.6,84.5,9600.0,84.6,84.6,84.6,812146.8,812146.8,812146.8,
EQNE,2012-10-15,ЧелябЭС ао,CLSB,3.0,6531.4,0.21602,0.21602,0.22107,0.22107,0.21771,0.22107,30000.0,,0.22199,,0.0,501711.27,0.0,
