BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
RTSI,BPSI,2009-03-26,Субиндекс облигаций,Индексы активов пенсионных накоплений - Субиндекс облигаций,1016.3857,1016.3857,1016.3857,1016.3857,0.0,,,2,297490627500.0,RUB,0.001
RTSI,EPSI,2009-03-26,Субиндекс акций,Индексы активов пенсионных накоплений - Субиндекс акций,324.6836,324.6836,324.6836,324.6836,0.0,,,2,64465211402.1002,RUB,999999.999999
SNDX,IMOEX,2009-03-26,Индекс МосБиржи,Индекс МосБиржи,849.53,851.38,861.96,839.81,46495341371.67,,,2,,RUB,
RTSI,MCFTR,2009-03-26,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,911.41,911.41,911.41,911.41,0.0,,,2,0.0,,
RTSI,MCFTRN,2009-03-26,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),901.88,901.88,901.88,901.88,0.0,,,2,0.0,,
RTSI,MCFTRR,2009-03-26,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),905.68,905.68,905.68,905.68,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2009-03-26,Индекс МосБиржи 10,Индекс МосБиржи 10,1660.42,1673.45,1704.25,1639.56,43156200121.38,,,2,,RUB,
SNDX,MICEXBORRON,2009-03-26,MCX BO ON,ММВБ РЕПО обл 1 день,10.13,,,,13296798997.69,,,2,,RUB,
SNDX,MICEXCBICP,2009-03-26,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,83.3,83.14,83.37,83.14,187628904.5,841,15.79,2,,RUB,
SNDX,MICEXCBICP3Y,2009-03-26,Индекс Мосбиржи корп обл CBICP 3-5,Индекс Мосбиржи корпоративных облигаций MOEX 1 - 3 ценовой,86.75,86.78,86.9,86.75,142044929.8,571,15.68,2,,RUB,
SNDX,MICEXCBICP5Y,2009-03-26,Индекс Мосбиржи корп обл CBICP 1-3,Индекс Мосбиржи корпоративных облигаций ценовой 3-5,87.26,86.74,87.26,86.29,1975459.9,1302,15.75,2,,RUB,
SNDX,MICEXCBIGP,2009-03-26,ММВБ корп обл (вал),ММВБ корп обл (вал),85.08,84.93,85.15,84.91,187628904.5,841,15.79,2,,RUB,
SNDX,MICEXCBIGP3Y,2009-03-26,ММВБ корп обл (вал) 1-3,ММВБ корп обл (вал) 1-3,88.72,88.75,88.87,88.72,142044929.8,571,15.68,2,,RUB,
SNDX,MICEXCBIGP5Y,2009-03-26,ММВБ корп обл (вал) 3-5,ММВБ корп обл (вал) 3-5,88.99,88.46,88.99,88.0,1975459.9,1302,15.75,2,,RUB,
SNDX,MICEXCBITR,2009-03-26,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,143.5,143.24,143.61,143.21,187628904.5,841,15.79,2,,RUB,
SNDX,MICEXCBITR3Y,2009-03-26,Индекс Мосбиржи корп обл CBITR 3-5,Индекс Мосбиржи корпоративных облигаций MOEX 1-3,146.98,147.02,147.22,146.98,142044929.8,571,15.68,2,,RUB,
SNDX,MICEXCBITR5Y,2009-03-26,Индекс Мосбиржи корп обл CBITR 1-3,Индекс Мосбиржи корпоративных облигаций 3-5,148.31,147.44,148.31,146.65,1975459.9,1302,15.75,2,,RUB,
SNDX,MICEXCGS,2009-03-26,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,1328.84,1294.27,1332.33,1287.53,43191487.59,,,2,,RUB,
SNDX,MICEXCHM,2009-03-26,Индекс химии и нефтехимии,Индекс МосБиржи химии и нефтехимии,2548.56,2567.85,2665.81,2512.6,2290372525.4,,,2,,RUB,
SNDX,MICEXEQRR1W,2009-03-26,MCX EQ 1W,ММВБ РЕПО акц 7 дней,5.33,,,,212997259.75,,,2,,RUB,
SNDX,MICEXEQRRON,2009-03-26,MCX EQ ON,ММВБ РЕПО акц 1 день,9.61,,,,22965784453.28,,,2,,RUB,
SNDX,MICEXFNL,2009-03-26,Индекс финансов,Индекс МосБиржи финансов,2411.6,2447.84,2503.59,2392.66,17781549620.34,,,2,,RUB,
SNDX,MICEXINDEXCF,2009-03-26,Индекс МосБиржи (архив),Индекс МосБиржи (архив),849.53,851.38,861.96,839.81,46495341371.67,,,2,,RUB,
SNDX,MICEXLC,2009-03-26,MICEX LC,ММВБ высокая кап,1415.31,1422.94,1442.11,1400.69,43600792188.68,,,2,,RUB,
SNDX,MICEXM&M,2009-03-26,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,1761.62,1769.02,1789.65,1754.07,5397981511.44,,,2,,RUB,
