BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2020-08-14,АбрауДюрсо,ABRD,785.0,8695625.0,235.5,222.0,236.5,229.5,228.0,229.5,38150.0,228.0,228.0,229.5,8695625.0,8695625.0,8695625.0,0.0,3
TQPI,2020-08-14,АСКО ао,ACKO,43.0,178208.0,5.26,5.2,5.32,5.28,5.28,5.28,33800.0,,5.24,5.28,0.0,504058.0,0.0,0.0,3
SMAL,2020-08-14,Система ао,AFKS,10.0,1623.78,21.999,21.446,21.999,,21.579,21.997,74.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-14,Система ао,AFKS,16955.0,914887157.1,21.578,21.145,21.849,21.747,21.579,21.747,42397200.0,21.572,21.572,21.747,861082941.3,861082941.3,861082941.3,0.0,3
SMAL,2020-08-14,Аэрофлот,AFLT,2.0,1280.7,85.74,85.14,85.74,,86.02,85.14,15.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-14,Аэрофлот,AFLT,15235.0,703137249.6,86.12,85.14,86.9,85.86,86.02,86.1,8173950.0,86.02,86.02,85.86,669842869.2,669842869.2,669842869.2,0.0,3
TQBR,2020-08-14,AGRO-гдр,AGRO,12895.0,286592908.0,720.0,720.0,769.0,747.2,749.0,747.2,382648.0,749.0,749.0,747.2,286592908.0,286592908.0,286592908.0,0.0,3
TQTE,2020-08-14,AKEU ETF,AKEU,150.0,36944.91,10.06,9.91,10.06,9.98,9.97,9.98,3705.0,867.93,867.93,9.98,3215681.44,3215681.44,3215681.44,57111.87,3
TQTF,2020-08-14,ETF AKMB,AKMB,196.0,131325.66,1.0265,1.0242,1.0267,1.0255,1.0249,1.0255,128008.0,,1.0253,1.0255,0.0,500023.19,0.0,2304442.3,3
TQTD,2020-08-14,AKNX ETF,AKNX,458.0,221197.88,16.51,16.16,16.58,16.21,16.31,16.19,13564.0,1200.36,1200.36,16.21,16281645.91,16281645.91,16281645.91,301050.8,3
TQBR,2020-08-14,Акрон,AKRN,634.0,15519462.0,5890.0,5736.0,5896.0,5860.0,5840.0,5860.0,2658.0,5838.0,5838.0,5860.0,15519462.0,15519462.0,15519462.0,0.0,3
TQTD,2020-08-14,AKSP ETF,AKSP,276.0,788883.85,11.66,11.56,11.7,11.7,11.65,11.7,67741.0,857.19,857.19,11.7,58067136.93,58067136.93,58067136.93,260232.19,3
TQBR,2020-08-14,БестЭфБ ао,ALBK,250.0,1223915.0,53.5,53.5,59.5,54.5,56.0,55.5,21870.0,56.0,56.0,54.5,1223915.0,1223915.0,1223915.0,0.0,3
