1559174400000,1157.0,2543.0
1559260800000,1160.0,2545.5
1559520000000,1186.0,2616.5
1559606400000,1181.5,2585.0
1559692800000,1184.5,2589.5
1559779200000,1188.5,2606.5
1559865600000,1191.0,2617.5
1560124800000,1194.5,2624.0
1560211200000,1207.0,2661.0
1560384000000,1217.0,2667.0
1560470400000,1209.0,2658.5
1560729600000,1212.5,2650.0
1560816000000,1220.0,2669.0
1560902400000,1218.5,2670.0
1560988800000,1233.5,2698.0
1561075200000,1223.5,2677.0
1561334400000,1227.5,2685.5
1561420800000,1219.5,2669.5
1561507200000,1230.0,2694.5
1561593600000,1235.0,2695.0
1561680000000,1229.0,2688.5
1562544000000,1261.5,2764.0
1562630400000,1263.0,2767.5
1562716800000,1263.0,2766.5
1562803200000,1247.5,2730.0
1562889600000,1245.0,2729.0
1563148800000,1237.0,2704.0
1563235200000,1227.5,2693.0
1563321600000,1235.0,2699.0
1563408000000,1238.0,2691.0
1563494400000,1230.5,2686.5
1563753600000,1218.5,2669.5
1563840000000,1231.5,2685.0
1563926400000,1222.0,2660.0
1564012800000,1230.5,2681.5
1564099200000,1240.0,2703.0
1564358400000,1242.0,2713.5
1564444800000,1243.0,2716.0
1564531200000,1248.5,2726.5
1564617600000,1242.0,2712.0
1564704000000,1219.5,2656.5
1564963200000,1211.5,2647.0
1565049600000,1222.0,2672.0
1565136000000,1220.0,2663.5
1565222400000,1231.5,2687.0
1565308800000,1221.0,2668.0
1565568000000,1220.0,2671.0
1565654400000,1223.0,2671.5
1565740800000,1200.0,2626.5
1565827200000,1194.0,2618.5
1565913600000,1193.5,2608.5
1566172800000,1208.0,2635.5
