BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2020-07-16,АбрауДюрсо,ABRD,51.0,133210.0,130.0,129.0,130.0,129.0,129.5,129.0,1030.0,,129.5,129.0,0.0,501370.0,0.0,0.0,3
TQPI,2020-07-16,АСКО ао,ACKO,50.0,125954.0,4.92,4.92,4.98,4.94,4.94,4.94,25500.0,,4.92,4.94,0.0,505986.0,0.0,0.0,3
SMAL,2020-07-16,Система ао,AFKS,4.0,462.26,17.839,17.497,17.839,,17.885,17.497,26.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-07-16,Система ао,AFKS,4448.0,194759032.5,17.947,17.662,18.087,18.087,17.885,18.087,10889300.0,17.885,17.885,18.087,194759032.5,194759032.5,194759032.5,0.0,3
SMAL,2020-07-16,Аэрофлот,AFLT,70.0,6070.52,81.3,81.3,84.28,,82.5,84.28,74.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-07-16,Аэрофлот,AFLT,15025.0,648491147.4,82.44,82.08,83.32,82.58,82.5,82.3,7861100.0,82.5,82.5,82.58,580046937.8,580046937.8,580046937.8,0.0,3
TQBR,2020-07-16,AGRO-гдр,AGRO,1705.0,34455860.2,675.4,670.2,682.2,676.0,676.6,676.0,50900.0,677.0,677.0,676.0,34455860.2,34455860.2,34455860.2,0.0,3
TQTE,2020-07-16,AKEU ETF,AKEU,48.0,52742.23,10.03,10.02,10.14,10.13,10.13,10.13,5205.0,819.14,819.14,10.13,4263639.71,4263639.71,4263639.71,57880.93,3
TQTF,2020-07-16,ETF AKMB,AKMB,45.0,18984.49,1.0136,1.0136,1.0202,1.02,1.0156,1.02,18692.0,,1.0128,1.02,0.0,558809.52,0.0,3282608.46,3
TQTD,2020-07-16,AKNX ETF,AKNX,788.0,267038.19,15.4,15.29,15.47,15.35,15.39,15.35,17356.0,1089.32,1089.32,15.35,18906250.23,18906250.23,18906250.23,283550.53,3
TQBR,2020-07-16,Акрон,AKRN,499.0,20432192.0,5600.0,5550.0,5632.0,5630.0,5602.0,5630.0,3648.0,5600.0,5600.0,5630.0,20432192.0,20432192.0,20432192.0,0.0,3
TQTD,2020-07-16,AKSP ETF,AKSP,89.0,385168.77,11.05,11.0,11.08,11.04,11.04,11.08,34887.0,781.66,781.66,11.04,27269871.93,27269871.93,27269871.93,237232.64,3
TQBR,2020-07-16,БестЭфБ ао,ALBK,4.0,12195.0,53.0,53.0,53.5,53.5,53.0,53.5,230.0,,53.0,53.5,0.0,502375.0,0.0,0.0,3
TQBR,2020-07-16,АЛРОСА-Нюр,ALNU,21.0,1154200.0,56400.0,54200.0,56400.0,54600.0,55000.0,54600.0,21.0,55000.0,55000.0,54600.0,1154200.0,1154200.0,1154200.0,0.0,3
