BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQCB,2020-07-16,МГор48-об,RU000A0JNYN1,33.0,164884.5,101.24,102.08,102.08,102.08,5.75,101.78,4.9,101.56,162.0,,101.9,102.08,0.0,540067.7,0.0,2022-06-11,664.0,5.07,,,6.0,30.08,,2020-07-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-16,РЖД-19 обл,RU000A0JQ7Z2,2.0,10800079.9,107.99,107.99,107.99,107.99,0.65,108.3,5.66,107.99,10001.0,108.1,108.02,107.99,32767157.2,21740171.2,32767157.2,2024-07-08,1283.0,5.57,,,7.85,39.14,,2020-07-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-16,Мечел  4об,RU000A0JQ8V9,3.0,833.72,94.54,109.66,103.0,103.0,0.0,104.22,,94.54,4.0,,,103.0,0.0,0.0,0.0,2021-07-15,,,,,9.25,5.77,,2020-07-16,200.0,SUR,,,,,RUB,3
TQCB,2020-07-16,ДОМ.РФ16об,RU000A0JQXG0,4.0,1275.0,102.0,102.0,102.0,102.0,1.75,102.0,4.68,102.0,5.0,,,102.0,0.0,0.0,0.0,2021-09-15,203.0,4.68,,,8.25,5.2,,2020-07-16,250.0,SUR,,,,,RUB,3
TQCB,2020-07-16,ФСК ЕЭС-08,RU000A0JR209,1.0,73008.0,101.4,101.4,101.4,101.4,27.35,101.4,-0.26,101.4,72.0,,101.33,101.4,0.0,542115.8,0.0,2020-09-15,61.0,-0.26,,,8.25,41.14,,2020-07-16,1000.0,SUR,,,-0.2528,,RUB,3
TQCB,2020-07-16,ВЭБ.РФ 06,RU000A0JR3H8,3.0,272508.0,100.92,100.98,100.98,100.98,21.35,100.93,4.25,100.92,270.0,100.92,100.93,100.98,1020320.1,938657.9,1020320.1,2020-10-13,89.0,4.46,,,8.38,41.79,,2020-07-16,1000.0,SUR,,,4.1394,,RUB,3
TQCB,2020-07-16,МТС 08,RU000A0JR4J2,5.0,1522455.0,101.0,111.0,101.05,101.05,15.58,101.03,4.34,111.0,1507.0,101.02,101.03,101.05,1563828.6,1534610.7,1563828.6,2020-11-03,110.0,4.4,,,7.9,39.39,,2020-07-16,1000.0,SUR,,,4.2322,,RUB,3
TQCB,2020-07-16,ГлДорога 3,RU000A0JR4U9,1.0,988.0,98.8,98.8,98.8,98.8,37.23,98.8,9.34,98.8,1.0,,91.62,98.8,0.0,683460.1,0.0,2028-10-30,116.0,9.34,,,5.48,54.65,2020-11-09,2020-07-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-16,Газпрнеф10,RU000A0JR878,9.0,29372.8,101.13,103.93,101.22,101.21,35.4,101.29,5.29,103.93,29.0,,101.69,101.21,0.0,500322.4,0.0,2021-01-26,187.0,5.16,,,7.6,37.9,,2020-07-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-16,Мечел 16об,RU000A0JR8P0,7.0,33170.6,100.1,100.77,100.7,100.7,34.19,100.52,6.82,100.1,33.0,,100.66,100.7,0.0,534518.9,0.0,2021-02-09,201.0,7.16,,,8.0,39.89,,2020-07-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-16,ВЭБ.РФ 09,RU000A0JRCX7,9.0,114566.1,102.14,102.4,102.3,102.3,29.02,102.29,5.4,102.4,112.0,,102.55,102.3,0.0,824466.6,0.0,2021-03-18,237.0,5.42,,,8.9,44.38,,2020-07-16,1000.0,SUR,,,,,RUB,3
TQCB,2020-07-16,Мечел 17об,RU000A0JRJS2,30.0,455445.68,100.3,100.6,100.49,100.49,2.35,100.41,,100.5,2268.0,,100.4,100.49,0.0,1157049.82,0.0,2021-05-27,,,,,8.75,7.64,,2020-07-16,200.0,SUR,,,,,RUB,3
