BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2005-12-09,Индекс МосБиржи,Индекс МосБиржи,994.96,993.77,1003.88,991.8,11720423000.17,,,2,,RUB,
RTSI,MCFTR,2005-12-09,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,1003.92,1003.92,1003.92,1003.92,0.0,,,2,0.0,,
RTSI,MCFTRN,2005-12-09,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),1002.57,1002.57,1002.57,1002.57,0.0,,,2,0.0,,
RTSI,MCFTRR,2005-12-09,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),1003.11,1003.11,1003.11,1003.11,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2005-12-09,Индекс МосБиржи 10,Индекс МосБиржи 10,1636.06,1631.6,1647.57,1631.6,6516377401.34,,,2,,RUB,
SNDX,MICEXBNDPRCI,2005-12-09,RCBI,RCBI,101.74,101.54,101.76,101.54,23838442.5,,,2,,RUB,
SNDX,MICEXBNDTRTI,2005-12-09,RCBIc,RCBI-c,134.04,,,,23838442.5,,,2,,RUB,
SNDX,MICEXCBICP,2005-12-09,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,101.74,101.54,101.76,101.54,23838442.5,,,2,,RUB,
SNDX,MICEXCBITR,2005-12-09,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,134.04,,,,23838442.5,,,2,,RUB,
SNDX,MICEXCGS,2005-12-09,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,2389.54,2449.45,2454.76,2383.4,18561904.63,,,2,,RUB,
SNDX,MICEXFNL,2005-12-09,Индекс финансов,Индекс МосБиржи финансов,2728.28,2732.39,2757.58,2726.24,617914571.39,,,2,,RUB,
SNDX,MICEXINDEXCF,2005-12-09,Индекс МосБиржи (архив),Индекс МосБиржи (архив),994.96,993.77,1003.88,991.8,11720423000.17,,,2,,RUB,
SNDX,MICEXLC,2005-12-09,MICEX LC,ММВБ высокая кап,1693.31,1685.04,1704.01,1685.04,10930806465.5,,,2,,RUB,
