BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2015-03-27,МГор44-об,RU000A0E6TK0,8.0,16953678.9,98.45,98.74,98.74,98.74,17.83,98.56,12.67,98.5,17201.0,98.56,98.56,98.56,17938679.3,17937694.1,17938679.3,2015-06-24,89.0,13.5,,,,,,,1000.0,SUR,,,,,
EQOB,2015-03-27,Детмир 01,RU000A0GKGF6,1.0,991.0,99.1,99.1,99.1,99.1,25.85,99.1,14.56,99.1,1.0,98.9,98.9,98.9,6211005.6,6072553.6,6211005.6,2015-05-26,60.0,14.56,,,,,,,1000.0,SUR,,,,,
EQOB,2015-03-27,МГор48-об,RU000A0JNYN1,3.0,171501364.5,66.5,69.95,69.95,69.95,20.33,68.6,13.35,66.5,250002.0,68.43,68.6,68.43,240583871.7,171637499.3,240583871.7,2022-06-11,1952.0,13.75,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-03-27,МГор49-об,RU000A0JNYP6,1.0,879.0,87.9,87.9,87.9,87.9,19.75,87.9,13.93,87.9,1.0,87.06,87.19,87.06,197454888.7,26264101.0,197454888.7,2017-06-14,745.0,13.93,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-03-27,РСХБ 3,RU000A0JP2G4,5.0,395383.0,95.35,96.0,96.0,95.97,9.6,95.97,13.51,95.35,412.0,94.74,94.75,94.74,188781850.8,186535752.5,188781850.8,2017-02-09,314.0,13.55,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-03-27,ГСС 01,RU000A0JP518,13.0,8106963.5,100.0,100.25,100.25,100.25,3.62,100.25,16.54,100.0,8087.0,100.25,100.25,100.25,8106963.5,8106963.5,8106963.5,2017-03-26,174.0,16.54,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-03-27,МДМ Банк 8,RU000A0JPQA9,15.0,1460176.0,90.1,99.84,99.84,99.84,41.67,96.57,13.83,99.64,1512.0,96.57,96.57,96.57,1460176.0,1460176.0,1460176.0,2015-04-09,13.0,179.12,,,,,,,1000.0,SUR,,,,,
EQOB,2015-03-27,МГор56-об,RU000A0JPZ50,2.0,5893559.0,91.7,91.8,91.8,91.8,0.96,91.8,13.67,91.7,6420.0,,90.2,,0.0,100990030.4,0.0,2016-09-22,526.0,13.67,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-03-27,ВТБ ЛизФ03,RU000A0JPZ84,1.0,461.37,99.95,99.95,99.95,99.95,1.57,99.95,15.71,99.95,2.0,,99.49,,0.0,45701762.67,0.0,2016-06-07,74.0,15.71,,,,,,,230.8,SUR,,,,,RUR
EQOB,2015-03-27,МТС 02,RU000A0JQ0E2,1.0,484006.2,97.19,97.19,97.19,97.19,33.34,97.19,13.44,97.19,498.0,95.31,96.62,95.31,111176684.4,44954793.2,111176684.4,2015-10-20,200.0,13.44,,,,,,,1000.0,SUR,,,,,
