BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-04-08,АбрауДюрсо,ABRD,757.0,6953565.0,209.5,207.0,210.0,208.0,208.0,208.0,33420.0,208.0,208.0,208.0,6953565.0,6953565.0,6953565.0,0.0,3
TQBR,2021-04-08,АСКО ао,ACKO,249.0,2335604.0,6.52,6.02,6.52,6.14,6.16,6.14,379400.0,6.16,6.16,6.14,2335604.0,2335604.0,2335604.0,0.0,3
SMAL,2021-04-08,Система ао,AFKS,6.0,1801.31,35.482,35.12,36.228,,35.732,36.08,50.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-08,Система ао,AFKS,33295.0,2993697648.0,35.075,34.831,36.21,36.028,35.732,36.14,83787800.0,35.718,35.718,36.028,2905575075.8,2905575075.8,2905575075.8,0.0,3
SMAL,2021-04-08,Аэрофлот,AFLT,23.0,3685.32,66.9,64.92,71.9,,66.7,67.44,55.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-08,Аэрофлот,AFLT,23246.0,684143854.0,67.12,66.4,67.22,66.86,66.7,66.8,10257330.0,66.7,66.7,66.86,629278750.4,629278750.4,629278750.4,0.0,3
TQBR,2021-04-08,AGRO-гдр,AGRO,7836.0,222653078.4,950.0,935.8,954.0,940.2,942.4,940.2,236238.0,942.4,942.4,940.2,222653078.4,222653078.4,222653078.4,0.0,3
TQTF,2021-04-08,ETF AKCH,AKCH,1151.0,17422635.52,101.01,101.01,104.96,104.18,104.07,104.19,167849.0,103.8,103.8,104.18,17422635.52,17422635.52,17422635.52,27644568.68,3
TQTE,2021-04-08,AKEU ETF,AKEU,323.0,312936.03,11.85,11.79,11.88,11.87,11.86,11.87,26389.0,1094.93,1094.93,11.87,28894041.16,28894041.16,28894041.16,202292.62,3
TQTF,2021-04-08,ETF AKMB,AKMB,1883.0,708078.86,1.0685,1.067,1.0712,1.0678,1.0693,1.0697,662812.0,,1.0683,1.0678,0.0,500605.19,0.0,3936711.44,3
TQTF,2021-04-08,ETF AKME,AKME,235.0,472848.7,112.85,112.51,113.79,113.35,113.33,113.35,4176.0,,113.2,113.35,0.0,500676.99,0.0,1081918.8,3
TQTD,2021-04-08,AKNX ETF,AKNX,338.0,112933.66,19.91,19.91,20.19,19.96,20.02,20.06,5638.0,1557.0,1557.0,19.96,9351911.41,9351911.41,9351911.41,325894.78,3
TQTF,2021-04-08,AKNX ETF,AKNX,87.0,568721.8,1520.2,1520.2,1553.0,1552.4,1557.0,1539.6,368.0,1557.0,1557.0,1552.4,9351911.41,9351911.41,9351911.41,24649801.12,3
TQBR,2021-04-08,Акрон,AKRN,853.0,10179742.0,6220.0,6172.0,6262.0,6206.0,6208.0,6206.0,1640.0,6208.0,6208.0,6206.0,10179742.0,10179742.0,10179742.0,0.0,3
TQTD,2021-04-08,AKSP ETF,AKSP,380.0,521411.75,14.01,13.99,14.1,14.04,14.06,14.08,37095.0,1093.19,1093.19,14.04,40551755.91,40551755.91,40551755.91,473447.21,3
TQBR,2021-04-08,БестЭфБ ао,ALBK,15.0,41440.0,60.0,59.0,60.0,59.5,59.0,60.0,700.0,,59.0,59.5,0.0,510530.0,0.0,0.0,3
TQBR,2021-04-08,АЛРОСА-Нюр,ALNU,20.0,1912800.0,61600.0,61400.0,62200.0,61600.0,61800.0,61600.0,31.0,61800.0,61800.0,61600.0,1912800.0,1912800.0,1912800.0,0.0,3
SMAL,2021-04-08,АЛРОСА ао,ALRS,4.0,938.07,104.01,104.01,105.0,,104.79,105.0,9.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-08,АЛРОСА ао,ALRS,23254.0,1902870612.3,105.09,103.85,105.5,104.92,104.79,104.77,18159020.0,104.79,104.79,104.92,1880624170.6,1880624170.6,1880624170.6,0.0,3
TQBR,2021-04-08,АшинскийМЗ,AMEZ,869.0,5707289.0,8.585,8.425,8.7,8.535,8.6,8.56,663700.0,8.6,8.6,8.535,5707289.0,5707289.0,5707289.0,0.0,3
TQBR,2021-04-08,Аптеки36и6,APTK,6043.0,4029683.84,14.124,13.97,14.124,14.018,14.042,14.018,286990.0,14.042,14.042,14.018,4029683.84,4029683.84,4029683.84,0.0,3
TQBR,2021-04-08,РусАква ао,AQUA,613.0,9380035.0,303.0,298.0,309.0,305.0,303.0,305.0,30960.0,303.0,303.0,305.0,9380035.0,9380035.0,9380035.0,0.0,3
TQBR,2021-04-08,Арсагера,ARSA,20.0,121600.0,4.08,4.0,4.14,4.02,4.05,4.02,30000.0,,4.02,4.02,0.0,506630.0,0.0,0.0,3
TQBR,2021-04-08,АстрЭнСб,ASSB,560.0,3339024.5,1.169,1.0915,1.17,1.1085,1.1225,1.1085,2974000.0,1.1225,1.1225,1.1085,3339024.5,3339024.5,3339024.5,0.0,3
TQBR,2021-04-08,Авангрд-ао,AVAN,69.0,393380.0,1185.0,1185.0,1195.0,1190.0,1190.0,1190.0,331.0,,1190.0,1190.0,0.0,542880.0,0.0,0.0,3
TQBR,2021-04-08,Башнефт ао,BANE,805.0,8135586.5,1615.5,1604.0,1619.5,1611.0,1613.0,1610.0,5043.0,1613.0,1613.0,1611.0,8135586.5,8135586.5,8135586.5,0.0,3
TQBR,2021-04-08,Башнефт ап,BANEP,1976.0,44997720.0,1268.0,1253.0,1269.5,1260.5,1259.0,1260.5,35740.0,1259.0,1259.0,1260.5,44997720.0,44997720.0,44997720.0,0.0,3
TQTF,2021-04-08,BCSB ETF,BCSB,138.0,583019.04,10.108,10.05,10.146,10.109,10.109,10.057,57673.0,10.109,10.109,10.109,575531.48,575531.48,575531.48,1495120.16,3
TQBR,2021-04-08,Белуга ао,BELU,9761.0,170912651.0,3729.0,3400.0,3729.0,3514.0,3516.0,3514.0,48615.0,3516.0,3516.0,3514.0,170912651.0,170912651.0,170912651.0,0.0,3
TQBR,2021-04-08,БашИнСв ап,BISVP,36.0,123284.0,9.46,9.46,9.53,9.51,9.48,9.51,13000.0,,9.49,9.51,0.0,501850.0,0.0,0.0,3
TQBR,2021-04-08,Белон ао,BLNG,483.0,3393464.8,6.5,6.5,6.8,6.644,6.698,6.644,506700.0,6.698,6.698,6.644,3393464.8,3393464.8,3393464.8,0.0,3
TQBR,2021-04-08,БурЗолото,BRZL,210.0,835733.0,1117.0,1093.0,1126.0,1112.0,1105.0,1117.0,756.0,1105.0,1105.0,1112.0,835733.0,835733.0,835733.0,0.0,3
TQBR,2021-04-08,БСП ао,BSPB,7703.0,112052494.1,61.99,59.33,63.92,60.45,61.26,60.45,1829010.0,61.26,61.26,60.45,112052494.1,112052494.1,112052494.1,0.0,3
SMAL,2021-04-08,МКБ ао,CBOM,1.0,7.93,7.929,7.929,7.929,,6.944,7.929,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-08,МКБ ао,CBOM,14342.0,708178355.1,6.88,6.88,6.987,6.919,6.944,6.911,101987200.0,6.944,6.944,6.919,698031232.9,698031232.9,698031232.9,0.0,3
TQBR,2021-04-08,ЧТПЗ ао,CHEP,101.0,526645.0,310.0,309.0,310.5,309.0,310.0,309.0,1700.0,310.0,310.0,309.0,526645.0,526645.0,526645.0,0.0,3
TQBR,2021-04-08,РН-ЗапСиб,CHGZ,18.0,125238.0,43.6,42.8,43.6,42.8,43.2,42.8,2900.0,,42.8,42.8,0.0,500852.0,0.0,0.0,3
TQBR,2021-04-08,ЧКПЗ ао,CHKZ,2.0,11840.0,5920.0,5920.0,5920.0,5920.0,5920.0,5920.0,2.0,,5900.0,5920.0,0.0,519820.0,0.0,0.0,3
TQBR,2021-04-08,СевСт-ао,CHMF,24624.0,1970642743.2,1537.0,1521.2,1556.2,1546.8,1545.2,1553.0,1275434.0,1544.8,1544.8,1546.8,1874425207.6,1874425207.6,1874425207.6,0.0,3
TQBR,2021-04-08,ЧМК ао,CHMK,182.0,1370645.0,3310.0,3255.0,3400.0,3305.0,3320.0,3300.0,413.0,3320.0,3320.0,3305.0,1370645.0,1370645.0,1370645.0,0.0,3
TQBR,2021-04-08,Телеграф,CNTL,164.0,1302680.0,16.98,16.9,17.1,17.06,17.02,17.06,76500.0,17.02,17.02,17.06,1302680.0,1302680.0,1302680.0,0.0,3
SMAL,2021-04-08,Телеграф-п,CNTLP,1.0,14.7,14.7,14.7,14.7,,14.88,14.7,1.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-04-08,Телеграф-п,CNTLP,449.0,2848662.0,14.96,14.8,14.98,14.94,14.88,14.94,191500.0,14.88,14.88,14.94,2848662.0,2848662.0,2848662.0,0.0,3
TQPI,2021-04-08,ДагСб ао,DASB,1871.0,1812534.2,0.0831,0.0819,0.0842,0.082,0.0828,0.082,21894000.0,0.0828,0.0828,0.082,1812534.2,1812534.2,1812534.2,0.0,3
TQBR,2021-04-08,ЗаводДИОД,DIOD,58.0,190043.0,7.02,7.02,7.13,7.07,7.09,7.07,26800.0,,7.07,7.07,0.0,500216.0,0.0,0.0,3
