BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2018-09-28,МГор48-об,RU000A0JNYN1,3.0,20564.7,93.45,93.48,93.45,93.45,17.92,93.48,8.24,93.47,22.0,92.51,92.5,93.45,679016.0,506920.7,679016.0,2022-06-11,1205.0,8.23,,,,30.08,,2018-09-28,1000.0,SUR,,,,,RUB
EQOB,2018-09-28,Газпрнефт4,RU000A0JQ557,1.0,965.0,96.5,96.5,96.5,96.5,0.47,96.5,7.08,96.5,1.0,,95.98,96.5,0.0,510593.9,0.0,2019-04-09,193.0,7.08,,,,0.5,,2018-09-28,1000.0,SUR,,,,,RUB
EQOB,2018-09-28,РЖД-12обл,RU000A0JQ5Q5,7.0,46641.6,95.15,96.49,96.49,96.49,0.37,95.19,5.94,95.16,49.0,,96.69,96.49,0.0,507615.9,0.0,2019-05-16,230.0,8.25,,,,0.5,,2018-09-28,1000.0,SUR,,,,,RUB
EQOB,2018-09-28,РЖД-18 обл,RU000A0JQ7X7,11.0,241003718.0,100.3,100.7,100.69,100.69,17.13,100.37,7.66,100.3,240115.0,100.37,100.37,100.69,241003718.0,241003718.0,241003718.0,2019-07-15,283.0,8.09,,,,42.13,,2018-09-28,1000.0,SUR,,,,,RUB
EQOB,2018-09-28,Транснф 03,RU000A0JQCR1,2.0,4169.2,103.0,104.64,103.0,104.23,2.97,104.23,8.69,104.64,4.0,103.17,103.17,104.23,527212.4,513774.7,527212.4,2019-09-18,355.0,7.37,,,,120.17,,2018-09-28,1000.0,SUR,,,8.6795,,RUB
EQOB,2018-09-28,МГор66-об,RU000A0JQHM1,9.0,7986766.7,100.37,100.47,100.47,100.47,9.86,100.45,7.04,100.45,7951.0,100.45,100.45,100.47,8126394.8,8006856.7,8126394.8,2018-11-23,56.0,7.18,,,,25.21,,2018-09-28,1000.0,SUR,,,6.8419,,RUB
EQOB,2018-09-28,РСХБ 8,RU000A0JQK64,3.0,151016.0,98.85,99.69,99.69,99.69,25.7,99.35,7.41,98.85,152.0,,98.2,99.69,0.0,1163617.2,0.0,2019-11-14,394.0,7.74,,,,34.9,,2018-09-28,1000.0,SUR,,,,,RUB
EQOB,2018-09-28,РЖД-23 обл,RU000A0JQRD9,7.0,171905000.0,99.43,100.0,99.69,99.69,12.71,99.49,7.77,99.43,172790.0,99.43,99.47,99.69,2672476345.2,226238030.0,2672476345.2,2025-01-16,294.0,8.04,,,,36.15,2019-07-25,2018-09-28,1000.0,SUR,,7.5975,,2019-08-01,RUB
EQOB,2018-09-28,АИЖК-10 А2,RU000A0JQY35,16.0,2333.75,80.72,100.3,100.05,100.25,0.61,96.28,8.96,80.72,38.0,,,100.25,0.0,0.0,0.0,2042-11-20,53.0,41.6,,,,1.45,2018-11-20,2018-09-28,63.79,SUR,,-87.9378,,2020-03-23,RUB
EQOB,2018-09-28,Мечел 14об,RU000A0JR0J0,33.0,1094878.66,100.07,100.58,100.3,100.31,5.72,100.29,11.76,100.45,1985.0,100.29,100.29,100.31,1094878.66,1094878.66,1094878.66,2020-02-25,151.0,11.78,,,,33.6,2019-02-26,2018-09-28,550.0,SUR,,,,,RUB
EQOB,2018-09-28,Мечел 13об,RU000A0JR0K8,32.0,1190591.21,100.0,100.54,100.36,100.36,5.72,100.0,11.6,100.12,2160.0,100.22,100.22,100.36,1190591.21,1190591.21,1190591.21,2020-02-25,151.0,12.56,,,,33.6,2019-02-26,2018-09-28,550.0,SUR,,,,,RUB
EQOB,2018-09-28,ФСК ЕЭС-06,RU000A0JR1Y7,1.0,8437611.0,99.7,99.7,99.7,99.7,2.26,99.7,8.59,99.7,8463.0,,99.87,99.7,0.0,9637814.0,0.0,2020-09-15,676.0,8.59,,,,41.14,,2018-09-28,1000.0,SUR,,,,,RUB
EQOB,2018-09-28,ФСК ЕЭС-08,RU000A0JR209,1.0,3163481.0,99.7,99.7,99.7,99.7,2.26,99.7,8.59,99.7,3173.0,,102.43,99.7,0.0,61150870.0,0.0,2020-09-15,676.0,8.59,,,,41.14,,2018-09-28,1000.0,SUR,,,,,RUB
EQOB,2018-09-28,ВЭБ.РФ 06,RU000A0JR3H8,2.0,220220.0,100.1,100.1,100.1,100.1,37.65,100.1,8.5,100.1,220.0,99.85,99.87,100.1,26512840.2,11579431.0,26512840.2,2020-10-13,676.0,8.5,,,,41.79,,2018-09-28,1000.0,SUR,,,,,RUB
