BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2006-04-27,Индекс МосБиржи,Индекс МосБиржи,1451.06,1500.66,1519.0,1436.08,86806985814.65,,,2,,RUB,
RTSI,MCFTR,2006-04-27,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,1473.26,1473.26,1473.26,1473.26,0.0,,,2,0.0,,
RTSI,MCFTRN,2006-04-27,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),1469.91,1469.91,1469.91,1469.91,0.0,,,2,0.0,,
RTSI,MCFTRR,2006-04-27,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),1471.25,1471.25,1471.25,1471.25,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2006-04-27,Индекс МосБиржи 10,Индекс МосБиржи 10,2383.46,2444.36,2469.63,2352.67,46143289209.7902,,,2,,RUB,
SNDX,MICEXBNDPRCI,2006-04-27,RCBI,RCBI,101.06,101.01,102.78,101.0,116732363.3,,,2,,RUB,
SNDX,MICEXBNDTRTI,2006-04-27,RCBIc,RCBI-c,137.6,,,,116732363.3,,,2,,RUB,
SNDX,MICEXBORR1W,2006-04-27,MCX BO 1W,ММВБ РЕПО обл 7 дней,5.95,,,,935437158.07,,,2,,RUB,
SNDX,MICEXBORR2W,2006-04-27,MCX BO 2W,ММВБ РЕПО обл 14 дней,5.72,,,,1265774211.96,,,2,,RUB,
SNDX,MICEXBORRON,2006-04-27,MCX BO ON,ММВБ РЕПО обл 1 день,5.15,,,,3735654504.51,,,2,,RUB,
SNDX,MICEXCBICP,2006-04-27,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,101.06,101.01,102.78,101.0,116732363.3,,,2,,RUB,
