BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2013-08-16,МГор39-об,RU000A0DASA0,3.0,8697689.0,100.1,100.1,100.1,100.1,4.99,100.1,7.0,100.1,8689.0,,100.08,,0.0,10459774.5,0.0,2014-07-21,333.0,7.0,,,,,,,1000.0,SUR,,,,,
EQNB,2013-08-16,ВТБ - 5 об,RU000A0GHL00,1.0,629381.6,100.22,100.22,100.22,100.22,5.88,100.22,6.21,100.22,628.0,100.1,100.1,100.1,24140977.0,21638727.0,24140977.0,2013-10-17,62.0,6.21,,,,,,,1000.0,SUR,,,,,
EQOB,2013-08-16,МГор48-об,RU000A0JNYN1,1.0,942.1,94.21,94.21,94.21,94.21,12.66,94.21,7.55,94.21,1.0,,94.01,,0.0,1231493.9,0.0,2022-06-11,2416.0,7.55,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2013-08-16,РСХБ 3,RU000A0JP2G4,2.0,1014549.5,100.95,100.99,100.99,100.99,0.25,100.95,7.31,100.95,1005.0,101.0,101.0,101.0,70326770.6,58203790.1,70326770.6,2017-02-09,181.0,7.4,,,,,,,1000.0,SUR,,,,,RUR
EQNB,2013-08-16,ГСС 01,RU000A0JP518,1.0,4992500.0,99.85,99.85,99.85,99.85,32.44,99.85,9.72,99.85,5000.0,,99.85,,0.0,5407837.0,0.0,2017-03-26,34.0,9.72,,,,,,,1000.0,SUR,,,,,RUR
EQNB,2013-08-16,ВТБ ЛизФ01,RU000A0JPGR4,1.0,231.22,100.18,100.18,100.18,100.18,0.41,100.18,7.49,100.18,1.0,,100.36,,0.0,12259390.26,0.0,2014-11-06,83.0,7.49,,,,,,,230.8,SUR,,,,,
EQOB,2013-08-16,МДМ Банк 8,RU000A0JPQA9,4.0,4505400.0,100.12,100.12,100.12,100.12,31.32,100.12,9.11,100.12,4500.0,100.09,100.11,100.09,106038087.5,7746734.5,106038087.5,2015-04-09,555.0,9.11,,,,,,,1000.0,SUR,,,,,
EQOB,2013-08-16,СамарОбл 5,RU000A0JPU55,1.0,100.85,100.85,100.85,100.85,100.85,0.73,100.85,6.91,100.85,2.0,,100.73,,0.0,741537.9,0.0,2013-12-19,123.0,6.91,,,,,,,50.0,SUR,,,,,
EQOB,2013-08-16,МГор53-об,RU000A0JPXV1,5.0,15153075.0,100.02,100.05,100.05,100.05,32.22,100.02,5.83,100.02,15150.0,100.02,100.02,100.02,156038148.2,145545148.1,156038148.2,2013-09-01,16.0,6.54,,,,,,,1000.0,SUR,,,,,
EQOB,2013-08-16,МГор56-об,RU000A0JPZ50,1.0,999.3,99.93,99.93,99.93,99.93,28.19,99.93,7.15,99.93,1.0,,99.35,,0.0,1130552.3,0.0,2016-09-22,1010.0,7.15,,,,,,,1000.0,SUR,,,,,RUR
