BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2020-09-21,АбрауДюрсо,ABRD,174.0,1158580.0,205.0,202.0,205.0,203.5,203.5,203.5,5700.0,203.5,203.5,203.5,1158580.0,1158580.0,1158580.0,0.0,3
TQPI,2020-09-21,АСКО ао,ACKO,31.0,67774.0,5.1,4.98,5.1,4.98,5.02,4.98,13500.0,,5.08,4.98,0.0,613652.0,0.0,0.0,3
SMAL,2020-09-21,Система ао,AFKS,14.0,4422.07,20.789,20.011,22.897,,20.195,20.011,214.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-09-21,Система ао,AFKS,10476.0,492528355.0,20.745,19.81,20.745,20.014,20.195,20.19,24389000.0,20.2,20.2,20.014,466461638.9,466461638.9,466461638.9,0.0,3
SMAL,2020-09-21,Аэрофлот,AFLT,10.0,2225.98,79.3,78.68,80.02,,79.72,78.68,28.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-09-21,Аэрофлот,AFLT,27057.0,971835924.2,80.98,77.58,81.0,79.0,79.72,79.3,12191710.0,79.74,79.74,79.0,923487383.6,923487383.6,923487383.6,0.0,3
TQBR,2020-09-21,AGRO-гдр,AGRO,2362.0,30137214.6,747.0,726.0,747.0,726.0,734.6,726.0,41020.0,734.6,734.6,726.0,30137214.6,30137214.6,30137214.6,0.0,3
TQTE,2020-09-21,AKEU ETF,AKEU,418.0,322959.35,9.96,9.65,9.96,9.66,9.73,9.66,33196.0,865.46,865.46,9.66,28729753.23,28729753.23,28729753.23,66692.97,3
TQTF,2020-09-21,ETF AKMB,AKMB,420.0,138101.82,1.0346,1.0331,1.0363,1.0361,1.0348,1.0361,133339.0,,1.035,1.0361,0.0,509575.53,0.0,1965944.41,3
TQTD,2020-09-21,AKNX ETF,AKNX,849.0,898899.48,15.98,15.62,15.99,15.71,15.77,15.77,56995.0,1183.37,1183.37,15.71,67446135.25,67446135.25,67446135.25,325670.35,3
TQBR,2020-09-21,Акрон,AKRN,562.0,38594212.0,5960.0,5916.0,6018.0,6010.0,5986.0,6010.0,6448.0,5986.0,5986.0,6010.0,38594212.0,38594212.0,38594212.0,0.0,3
TQTD,2020-09-21,AKSP ETF,AKSP,476.0,638462.44,11.55,11.1,11.55,11.12,11.21,11.15,56946.0,841.24,841.24,11.12,47905050.01,47905050.01,47905050.01,329993.06,3
TQBR,2020-09-21,БестЭфБ ао,ALBK,69.0,272650.0,60.5,59.0,60.5,59.0,60.0,60.0,4560.0,,60.5,59.0,0.0,510300.0,0.0,0.0,3
TQBR,2020-09-21,АЛРОСА-Нюр,ALNU,21.0,1517200.0,56800.0,56000.0,57000.0,56000.0,56200.0,56000.0,27.0,56200.0,56200.0,56000.0,1517200.0,1517200.0,1517200.0,0.0,3
SMAL,2020-09-21,АЛРОСА ао,ALRS,21.0,3993.51,76.9,73.98,76.9,,75.21,74.2,53.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-09-21,АЛРОСА ао,ALRS,30722.0,1760548777.3,75.71,73.53,77.06,73.9,75.21,74.7,23407960.0,75.25,75.25,73.9,1688737645.0,1688737645.0,1688737645.0,0.0,3
TQBR,2020-09-21,АшинскийМЗ,AMEZ,352.0,1594251.5,4.64,4.58,4.76,4.595,4.66,4.61,342100.0,4.66,4.66,4.595,1594251.5,1594251.5,1594251.5,0.0,3
TQBR,2020-09-21,Аптеки36и6,APTK,11943.0,51898642.36,13.436,13.4,14.4,14.046,13.912,14.046,3730620.0,13.912,13.912,14.046,51898642.36,51898642.36,51898642.36,0.0,3
TQBR,2020-09-21,РусАква ао,AQUA,779.0,10815295.0,220.5,216.0,223.5,216.0,219.0,216.0,49400.0,219.0,219.0,216.0,10815295.0,10815295.0,10815295.0,0.0,3
TQBR,2020-09-21,Арсагера,ARSA,34.0,253840.0,4.19,4.07,4.21,4.16,4.16,4.16,61000.0,,4.18,4.16,0.0,530870.0,0.0,0.0,3
TQBR,2020-09-21,АстрЭнСб,ASSB,109.0,208556.5,0.759,0.747,0.785,0.7495,0.764,0.747,273000.0,,0.763,0.7495,0.0,500566.0,0.0,0.0,3
TQBR,2020-09-21,Авангрд-ао,AVAN,490.0,2117245.0,945.0,805.0,960.0,830.0,865.0,830.0,2450.0,865.0,865.0,830.0,2117245.0,2117245.0,2117245.0,0.0,3
TQBR,2020-09-21,Башнефт ао,BANE,794.0,9533614.5,1689.5,1656.0,1689.5,1660.0,1666.5,1660.0,5721.0,1666.5,1666.5,1660.0,9533614.5,9533614.5,9533614.5,0.0,3
TQBR,2020-09-21,Башнефт ап,BANEP,5445.0,92632534.0,1289.0,1261.5,1289.0,1261.5,1271.0,1261.5,72878.0,1271.0,1271.0,1261.5,92632534.0,92632534.0,92632534.0,0.0,3
TQBR,2020-09-21,Белуга ао,BELU,389.0,2005319.0,1311.0,1261.0,1314.0,1286.0,1282.0,1286.0,1564.0,1282.0,1282.0,1286.0,2005319.0,2005319.0,2005319.0,0.0,3
TQBR,2020-09-21,БашИнСв ап,BISVP,170.0,909092.0,10.12,10.05,10.8,10.22,10.28,10.22,88400.0,10.28,10.28,10.22,909092.0,909092.0,909092.0,0.0,3
TQBR,2020-09-21,Белон ао,BLNG,169.0,403080.2,4.238,4.054,4.296,4.13,4.146,4.13,97200.0,,4.166,4.13,0.0,613954.6,0.0,0.0,3
TQBR,2020-09-21,БурЗолото,BRZL,186.0,786163.0,1093.0,1070.0,1098.0,1075.0,1084.0,1070.0,725.0,1084.0,1084.0,1075.0,786163.0,786163.0,786163.0,0.0,3
TQBR,2020-09-21,БСП ао,BSPB,1478.0,20365232.8,43.37,42.45,43.7,42.78,42.91,42.78,474580.0,42.91,42.91,42.78,20365232.8,20365232.8,20365232.8,0.0,3
TQBR,2020-09-21,МКБ ао,CBOM,8389.0,435323021.5,5.836,5.639,5.836,5.757,5.757,5.663,75613500.0,5.772,5.772,5.757,380557631.1,380557631.1,380557631.1,0.0,3
TQBR,2020-09-21,ЧТПЗ ао,CHEP,143.0,839555.0,212.0,209.5,214.0,212.0,211.5,212.0,3970.0,211.5,211.5,212.0,839555.0,839555.0,839555.0,0.0,3
TQBR,2020-09-21,РН-ЗапСиб,CHGZ,31.0,276060.0,51.8,51.0,54.2,52.6,52.0,52.2,5300.0,,52.2,52.6,0.0,516940.0,0.0,0.0,3
TQBR,2020-09-21,ЧКПЗ ао,CHKZ,7.0,42780.0,5360.0,5340.0,5360.0,5340.0,5340.0,5340.0,8.0,,5360.0,5340.0,0.0,509760.0,0.0,0.0,3
TQBR,2020-09-21,СевСт-ао,CHMF,16248.0,918457518.2,979.0,960.0,979.0,964.8,966.8,972.2,950030.0,966.8,966.8,964.8,881962984.8,881962984.8,881962984.8,0.0,3
TQBR,2020-09-21,ЧМК ао,CHMK,42.0,452260.0,2680.0,2605.0,2680.0,2625.0,2645.0,2625.0,171.0,,2650.0,2625.0,0.0,556530.0,0.0,0.0,3
