BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
TQNE,2013-11-28,АбрауДюрсо,ABRD,34.0,405947.0,96.2,96.14,98.0,98.0,96.65,97.87,4200.0,,96.61,,0.0,502354.0,0.0,
TQNL,2013-11-28,Система ао,AFKS,473.0,38895455.2,39.333,39.0,39.757,39.385,39.324,39.28,989100.0,39.324,39.324,39.324,38895455.2,38895455.2,38895455.2,
SMAL,2013-11-28,Аэрофлот,AFLT,1.0,110.14,55.07,55.07,55.07,,55.07,55.07,2.0,,,,0.0,0.0,0.0,
TQBR,2013-11-28,Аэрофлот,AFLT,897.0,74999482.0,57.32,57.32,58.5,58.3,57.89,58.44,1295600.0,57.89,57.89,57.89,74999482.0,74999482.0,74999482.0,
SMAL,2013-11-28,ПАВА ао,AKHA,1.0,3.41,3.41,3.41,3.41,,3.41,3.41,1.0,,,,0.0,0.0,0.0,
TQNE,2013-11-28,ПАВА ао,AKHA,9.0,4754.6,3.402,3.3,3.59,3.59,3.396,3.59,1400.0,,3.932,,0.0,669276.4,0.0,
TQNL,2013-11-28,Акрон,AKRN,727.0,5622858.6,956.9,956.9,973.4,965.0,968.0,970.0,5809.0,968.0,968.0,968.0,5613289.6,5613289.6,5613289.6,
TQNE,2013-11-28,АЛРОСА-Нюр,ALNU,3.0,182660.0,59750.0,59750.0,62000.0,61455.0,60887.0,62000.0,3.0,59549.0,59200.0,59549.0,1190974.0,947197.0,1190974.0,
SMAL,2013-11-28,АЛРОСА ао,ALRS,4.0,372.0,33.5,33.5,34.2,,33.818,34.2,11.0,,,,0.0,0.0,0.0,
TQBR,2013-11-28,АЛРОСА ао,ALRS,341.0,50029280.0,34.1,33.934,34.398,34.25,34.203,34.25,1462700.0,34.203,34.203,34.203,50029280.0,50029280.0,50029280.0,
TQNE,2013-11-28,АшинскийМЗ,AMEZ,10.0,9688.7,3.366,3.187,3.41,3.228,3.23,3.228,3000.0,,3.21,,0.0,553056.6,0.0,
SMAL,2013-11-28,Аптеки36и6,APTK,3.0,374.89,19.5,19.39,20.0,,19.73,20.0,19.0,,,,0.0,0.0,0.0,
TQNL,2013-11-28,Аптеки36и6,APTK,2347.0,23274926.9,21.49,19.52,22.67,19.98,20.76,19.97,1120930.0,20.76,20.76,20.76,23274926.9,23274926.9,23274926.9,
TQNL,2013-11-28,Армада,ARMD,23.0,2485149.6,175.05,175.0,175.5,175.5,175.01,175.5,14200.0,175.01,175.01,175.01,2485149.6,2485149.6,2485149.6,
