BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2018-02-07,ДОМ.РФ 8об,RU000A0JNPK5,3.0,2846400.75,99.9,99.9,99.9,99.9,1.69,99.9,8.14,99.9,18995.0,,100.07,99.9,0.0,20694236.55,0.0,2018-06-15,126.0,8.14,,,,2.82,,2018-02-07,150.0,SUR,,,,,RUB
EQOB,2018-02-07,МГор48-об,RU000A0JNYN1,5.0,2215285.3,95.88,96.5,96.5,96.5,9.53,95.9,7.07,95.88,2310.0,95.66,95.66,96.5,3167350.2,3167350.2,3167350.2,2022-06-11,1401.0,7.24,,,,29.92,,2018-02-07,1000.0,SUR,,,,,RUB
EQOB,2018-02-07,РСХБ 7,RU000A0JPTE5,5.0,2843808.6,100.22,100.24,100.22,100.22,15.25,100.24,8.1,100.24,2837.0,100.18,100.18,100.22,10012801.4,9887426.4,10012801.4,2018-06-05,118.0,8.03,,,,43.38,,2018-02-07,1000.0,SUR,,,7.8832,,RUB
EQOB,2018-02-07,Газпрнефт4,RU000A0JQ557,4.0,158209.0,100.05,100.15,100.15,100.15,26.96,100.13,7.33,100.05,158.0,100.16,100.13,100.15,706095.5,505651.3,706095.5,2019-04-09,62.0,7.45,,,,40.89,2018-04-10,2018-02-07,1000.0,SUR,,6.6849,,2018-04-16,RUB
EQOB,2018-02-07,РЖД-17 обл,RU000A0JQ7W9,2.0,2499133.5,100.05,100.33,100.33,100.33,4.73,100.32,6.82,100.05,2491.0,100.32,100.32,100.33,2656470.2,2652468.2,2656470.2,2018-07-16,159.0,6.84,,,,37.4,,2018-02-07,1000.0,SUR,,,6.6885,,RUB
EQOB,2018-02-07,ДОМ.РФ15об,RU000A0JQAM6,5.0,2264990.7,113.0,113.25,113.25,113.25,45.68,113.25,-66.72,113.24,2000.0,,113.11,113.25,0.0,2667102.5,0.0,2028-09-15,36.0,-66.72,,,,57.03,2018-03-15,2018-02-07,1000.0,SUR,,,,,RUB
EQOB,2018-02-07,Транснф 03,RU000A0JQCR1,2.0,22480.5,107.05,107.05,107.05,107.05,46.22,107.05,7.19,107.05,21.0,,106.62,107.05,0.0,1410641.9,0.0,2019-09-18,550.0,7.19,,,,120.17,,2018-02-07,1000.0,SUR,,,,,RUB
EQOB,2018-02-07,МГор66-об,RU000A0JQHM1,3.0,5086.3,101.53,102.5,102.5,101.73,20.83,101.73,6.9,101.54,5.0,,102.22,101.73,0.0,855585.6,0.0,2018-11-23,276.0,7.95,,,,25.21,,2018-02-07,1000.0,SUR,,,,,RUB
EQOB,2018-02-07,РСХБ 8,RU000A0JQK64,1.0,1012.4,101.24,101.24,101.24,101.24,24.79,101.24,6.24,101.24,1.0,100.72,100.72,101.24,1185504.4,1090846.4,1185504.4,2019-11-14,99.0,6.24,,,,54.35,2018-05-17,2018-02-07,1000.0,SUR,,5.9997,,2018-05-21,RUB
EQOB,2018-02-07,РЖД-23 обл,RU000A0JQRD9,2.0,20658.0,103.29,103.29,103.29,103.29,4.18,103.29,4.53,103.29,20.0,102.44,102.45,103.29,708917.2,704823.6,708917.2,2025-01-16,169.0,4.53,,,,58.59,2018-07-26,2018-02-07,1000.0,SUR,,4.3591,,2018-08-02,RUB
EQOB,2018-02-07,РСХБ 11,RU000A0JQS74,2.0,6059.9,100.99,101.0,101.0,101.0,1.36,101.0,7.9,100.99,6.0,,100.35,101.0,0.0,504739.8,0.0,2020-01-30,680.0,7.9,,,,41.39,,2018-02-07,1000.0,SUR,,,,,RUB
EQOB,2018-02-07,РБК 04,RU000A0JQVD1,3.0,522.0,100.0,100.0,100.0,100.0,,100.0,,100.0,522.0,,99.15,100.0,0.0,556425.02,0.0,2018-04-19,71.0,0.0,,,,,,2018-02-07,1.0,SUR,,,,,RUB
EQOB,2018-02-07,ДОМ.РФ16об,RU000A0JQXG0,1.0,619.44,103.24,103.24,103.24,103.24,7.32,103.24,6.8,103.24,1.0,,101.72,103.24,0.0,45358781.04,0.0,2021-09-15,727.0,6.8,,,,12.21,,2018-02-07,600.0,SUR,,,,,RUB
EQOB,2018-02-07,ЕвроХим 02,RU000A0JQXQ9,1.0,1018.4,101.84,101.84,101.84,101.84,14.61,101.84,7.49,101.84,1.0,,101.87,101.84,0.0,3130348.8,0.0,2018-06-26,139.0,7.49,,,,61.83,,2018-02-07,1000.0,SUR,,,7.326,,RUB
