BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2004-09-27,Индекс МосБиржи,Индекс МосБиржи,590.28,589.72,596.32,587.99,11336038560.85,,,2,,RUB,
RTSI,MCFTR,2004-09-27,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,590.28,590.28,590.28,590.28,0.0,,,2,0.0,,
RTSI,MCFTRN,2004-09-27,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),590.28,590.28,590.28,590.28,0.0,,,2,0.0,,
RTSI,MCFTRR,2004-09-27,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),590.28,590.28,590.28,590.28,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2004-09-27,Индекс МосБиржи 10,Индекс МосБиржи 10,1176.01,1166.33,1179.98,1164.64,5912220293.99,,,2,,RUB,
SNDX,MICEXBNDPRCI,2004-09-27,RCBI,RCBI,103.23,103.38,103.38,103.23,32625460.7,,,2,,RUB,
SNDX,MICEXBNDTRTI,2004-09-27,RCBIc,RCBI-c,123.85,,,,32625460.7,,,2,,RUB,
SNDX,MICEXCBICP,2004-09-27,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,103.23,103.38,103.38,103.23,32625460.7,,,2,,RUB,
SNDX,MICEXCBITR,2004-09-27,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,123.85,,,,32625460.7,,,2,,RUB,
SNDX,MICEXINDEXCF,2004-09-27,Индекс МосБиржи (архив),Индекс МосБиржи (архив),590.28,589.72,596.32,587.99,11336038560.85,,,2,,RUB,
SNDX,MOEX10,2004-09-27,Индекс МосБиржи 10,Индекс МосБиржи 10,1176.01,1166.33,1179.98,1164.64,5912220293.99,,,2,,RUB,
RTSI,RTS2,2004-09-27,Второй эшелон в $,Индекс второго эшелона Московской Биржи в долларах,705.07,705.07,705.07,705.07,1276054.0,,,2,6678264917.4487,USD,
RTSI,RTSI,2004-09-27,Индекс РТС,Индекс РТС,627.11,626.26,630.17,626.26,16077222.0,,,2,50495967228.0704,USD,
RTSI,RTSin,2004-09-27,Машиностроение в $,Индекс машиностроения Московской Биржи в долларах,98.01,98.01,98.01,98.01,0.0,,,2,678627047.1976,USD,
RTSI,RTSmm,2004-09-27,Индекс РТС металлов и добычи,Индекс РТС металлов и добычи,93.24,93.24,93.24,93.24,0.0,,,2,768677314.1384,USD,
RTSI,RTSog,2004-09-27,Индекс РТС нефти и газа,Индекс РТС нефти и газа,116.06,116.06,116.06,116.06,0.0,,,2,15200679150.886,USD,
RTSI,RTStl,2004-09-27,Индекс РТС телекоммуникаций,Индекс РТС телекоммуникаций ,98.27,98.27,98.27,98.27,0.0,,,2,2450943465.9499,USD,
RTSI,RTSUSDCUR,2004-09-27,RTSUSDCUR,Курс доллара США на момент закрытия Индекса РТС,29.2151,29.2151,29.2151,29.2151,,,,2,,RUB,
SNDX,RUCBICP,2004-09-27,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,103.23,103.38,103.38,103.23,32625460.7,,,2,,RUB,
SNDX,RUCBITR,2004-09-27,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,123.85,,,,32625460.7,,,2,,RUB,
SNDX,TECHIND,2004-09-27,Технический индекс акций,Технический индекс акций,1021.48,1027.51,0.0,0.0,0.0,,,2,,RUB,
