BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
TQBR,2021-01-28,АбрауДюрсо,ABRD,208.0,1504730.0,195.5,195.5,199.5,198.0,198.5,198.0,7580.0,198.5,198.5,198.0,1504730.0,1504730.0,1504730.0,0.0,3
TQBR,2021-01-28,АСКО ао,ACKO,94.0,493860.0,5.84,5.8,5.94,5.86,5.84,5.86,84500.0,,5.84,5.86,0.0,510492.0,0.0,0.0,3
SMAL,2021-01-28,Система ао,AFKS,10.0,1426.55,32.953,30.796,32.98,,31.857,32.98,44.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-28,Система ао,AFKS,30749.0,2163179749.6,31.5,31.0,32.73,32.2,31.857,32.35,67903700.0,31.833,31.833,32.2,2057580752.1,2057580752.1,2057580752.1,0.0,3
SMAL,2021-01-28,Аэрофлот,AFLT,7.0,1398.54,66.16,66.16,72.58,,70.48,70.94,20.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2021-01-28,Аэрофлот,AFLT,50952.0,2863841493.0,69.7,69.12,71.1,70.42,70.48,71.0,40636230.0,70.46,70.46,70.42,2704028608.6,2704028608.6,2704028608.6,0.0,3
TQBR,2021-01-28,AGRO-гдр,AGRO,4453.0,114972817.4,897.0,872.6,900.2,894.8,888.4,894.8,129428.0,888.4,888.4,894.8,114972817.4,114972817.4,114972817.4,0.0,3
TQTF,2021-01-28,ETF AKCH,AKCH,142.0,14956747.53,113.2,112.02,113.39,112.93,113.13,112.9,132088.0,113.23,113.23,112.93,14956747.53,14956747.53,14956747.53,6787446.36,3
TQTE,2021-01-28,AKEU ETF,AKEU,427.0,65462.07,10.89,10.65,10.97,10.94,10.81,10.94,6056.0,986.02,986.02,10.94,5971358.34,5971358.34,5971358.34,142443.04,3
TQTF,2021-01-28,ETF AKMB,AKMB,1332.0,1409077.14,1.0666,1.0666,1.0698,1.0697,1.0689,1.0698,1317822.0,1.0691,1.0691,1.0697,1130072.09,1130072.09,1130072.09,4864547.87,3
TQTF,2021-01-28,ETF AKME,AKME,19.0,2301054.09,104.4,103.82,105.11,104.6,104.54,104.43,22011.0,104.54,104.54,104.6,2301054.09,2301054.09,2301054.09,3092883.55,3
TQTD,2021-01-28,AKNX ETF,AKNX,749.0,237510.57,19.43,18.8,19.43,19.26,19.05,19.25,12466.0,1430.2,1430.2,19.26,18429868.24,18429868.24,18429868.24,342657.69,3
TQTF,2021-01-28,AKNX ETF,AKNX,95.0,607074.8,1440.2,1434.4,1473.4,1445.4,1429.4,1468.8,420.0,1430.2,1430.2,1445.4,18429868.24,18429868.24,18429868.24,25314076.87,3
TQBR,2021-01-28,Акрон,AKRN,1597.0,50161020.0,6010.0,5950.0,6116.0,6116.0,6060.0,6116.0,8277.0,6060.0,6060.0,6116.0,50161020.0,50161020.0,50161020.0,0.0,3
TQTD,2021-01-28,AKSP ETF,AKSP,396.0,203969.75,13.04,12.78,13.14,13.1,12.89,13.1,15816.0,967.75,967.75,13.1,15305889.9,15305889.9,15305889.9,468428.01,3
TQBR,2021-01-28,БестЭфБ ао,ALBK,874.0,6750785.0,62.5,61.5,72.5,62.5,66.0,63.5,102640.0,66.0,66.0,62.5,6750785.0,6750785.0,6750785.0,0.0,3
TQBR,2021-01-28,АЛРОСА-Нюр,ALNU,53.0,5237400.0,61800.0,61000.0,64400.0,62000.0,63200.0,62000.0,83.0,63200.0,63200.0,62000.0,5237400.0,5237400.0,5237400.0,0.0,3
SMAL,2021-01-28,АЛРОСА ао,ALRS,11.0,3777.77,99.77,99.19,99.98,,100.9,99.98,38.0,,,,0.0,0.0,0.0,0.0,3
