BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CNGD,2018-06-05,CHF_TODTOM,CHFRUBTODTOM,0.0263,0.0263,0.0263,0.0263,3.0,212029.0,
CETS,2018-06-05,CHFRUB_TOD,CHFRUB_TOD,62.83,62.83,62.83,62.83,1.0,314150.0,62.83
CETS,2018-06-05,CHFRUB_TOM,CHFRUB_TOM,62.8575,62.85,63.23,63.2125,12.0,12913605.0,62.9932
CETS,2018-06-05,CNYRUB_TOD,CNY000000TOD,9.6731,9.6731,9.697,9.695,31.0,127963983.4,9.6818
CETS,2018-06-05,CNY_TODTOM,CNYRUBTODTOM,0.000931,0.000931,0.00115,0.00115,30.0,3544059375.6,0.001069
CNGD,2018-06-05,CNY_TODTOM,CNYRUBTODTOM,0.004046,-0.002454,0.0044,0.003582,25.0,2284953.32,
CETS,2018-06-05,CNYRUB_TOM,CNYRUB_TOM,9.6736,9.6736,9.7546,9.7259,78.0,315125657.0,9.6938
CNGD,2018-06-05,CNYRUB_TOM,CNYRUB_TOM,9.702,9.702,9.72,9.72,2.0,14070600.0,
CETS,2018-06-05,EUR_TODTOM,EUR000TODTOM,0.0138,0.0105,0.0138,0.011,375.0,137943041860.0,0.0125
CNGD,2018-06-05,EUR_TODTOM,EUR000TODTOM,0.0132,-0.0184,0.0393,0.0209,949.0,87029956452.24,
CNGD,2018-06-05,EUR_TOM1W,EURRUB_TOM1W,0.0952,0.0952,0.0952,0.0952,1.0,1452312000.0,
CETS,2018-06-05,EURUSD_TOD,EURUSD000TOD,1.1705,1.168,1.1712,1.168,56.0,857862942.4,1.16967
CNGD,2018-06-05,EURUSD_TOD,EURUSD000TOD,1.1711,1.1698,1.1711,1.1698,3.0,103044963.61,
CETS,2018-06-05,EURUSD_TOM,EURUSD000TOM,1.17029,1.16542,1.173,1.17165,246.0,2058959438.53,1.16894
CETS,2018-06-05,EURUSDTDTM,EURUSDTODTOM,7.1e-05,6e-05,7.5e-05,6e-05,92.0,31834944087.52,7.1e-05
CNGD,2018-06-05,EURUSDTDTM,EURUSDTODTOM,6e-05,-0.00016,0.00016,0.00016,18.0,9605032402.47,
CETS,2018-06-05,EURRUB_TOD,EUR_RUB__TOD,72.44,72.425,72.79,72.78,3135.0,18478429215.0,72.5412
CNGD,2018-06-05,EURRUB_TOD,EUR_RUB__TOD,72.46,72.46,72.7875,72.76,42.0,226686339.11,
CETS,2018-06-05,EURRUB_TOM,EUR_RUB__TOM,72.505,72.44,72.89,72.8,6534.0,32345748390.0,72.6487
CNGD,2018-06-05,EURRUB_TOM,EUR_RUB__TOM,72.5,72.45,72.865,72.77,116.0,3345906362.49,
CETS,2018-06-05,GBP_TODTOM,GBPRUBTODTOM,0.0107,0.0105,0.0149,0.0105,7.0,522228490.0,0.0116
CNGD,2018-06-05,GBP_TODTOM,GBPRUBTODTOM,0.0346,-0.0182,0.045,0.0307,40.0,10616535.17,
CETS,2018-06-05,GBPRUB_TOD,GBPRUB_TOD,82.5525,82.4425,83.2,83.0375,16.0,9183847.5,82.7374
CETS,2018-06-05,GBPRUB_TOM,GBPRUB_TOM,82.5,82.5,83.37,83.17,58.0,54765737.5,83.1043
CETS,2018-06-05,GLDRUB_TOM,GLDRUB_TOM,2571.0,2570.0,2591.5,2591.5,8.0,4136550.0,2585.34
CETS,2018-06-05,GLD_TOM1M,GLDRUB_TOM1M,13.3499,13.3499,13.3499,13.3499,1.0,38872536.0,13.3499
CETS,2018-06-05,SLVRUB_TOM,SLVRUB_TOM,32.88,32.88,32.88,32.88,1.0,197280.0,32.88
CETS,2018-06-05,USDRUB_TOD,USD000000TOD,61.88,61.8575,62.445,62.38,12872.0,75106137125.0,62.1193
CNGD,2018-06-05,USDRUB_TOD,USD000000TOD,62.0525,61.5112,62.4425,62.1475,526.0,1012030731.58,
CETS,2018-06-05,USD_TODTOM,USD000TODTOM,0.0073,0.0053,0.011,0.01,1418.0,651502126060.0,0.0069
CNGD,2018-06-05,USD_TODTOM,USD000TODTOM,0.0272,-0.0272,0.0337,0.0229,9261.0,134712577755.1,
CETS,2018-06-05,USDRUB_TOM,USD000UTSTOM,61.89,61.855,62.455,62.15,27929.0,224844444330.0,62.1827
CNGD,2018-06-05,USDRUB_TOM,USD000UTSTOM,61.89,61.5112,62.44,62.165,755.0,4384571437.32,
FIXS,2018-06-05,USDRUBFIX0,USDRUB_FIX0,61.9839,61.9839,61.9839,61.9839,4.0,2913243300.0,61.9839
CETS,2018-06-05,USD_TOM2M,USDRUB_TOM2M,0.408,0.408,0.408,0.408,1.0,6245720.0,0.408
CNGD,2018-06-05,USD_TOM2W,USDRUB_TOM2W,0.102,0.101,0.102,0.1015,4.0,18645135000.0,
