BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2004-04-20,Индекс МосБиржи,Индекс МосБиржи,644.5,640.33,644.62,633.2,10512970511.2,,,2,,RUB,
RTSI,MCFTR,2004-04-20,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,644.5,644.5,644.5,644.5,0.0,,,2,0.0,,
RTSI,MCFTRN,2004-04-20,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),644.5,644.5,644.5,644.5,0.0,,,2,0.0,,
RTSI,MCFTRR,2004-04-20,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),644.5,644.5,644.5,644.5,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2004-04-20,Индекс МосБиржи 10,Индекс МосБиржи 10,1289.15,1283.71,1290.88,1269.43,5840205705.63,,,2,,RUB,
SNDX,MICEXBNDPRCI,2004-04-20,RCBI,RCBI,106.43,106.67,106.7,106.37,155048507.5,,,2,,RUB,
SNDX,MICEXBNDTRTI,2004-04-20,RCBIc,RCBI-c,122.68,,,,155048507.5,,,2,,RUB,
SNDX,MICEXCBICP,2004-04-20,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,106.43,106.67,106.7,106.37,155048507.5,,,2,,RUB,
SNDX,MICEXCBITR,2004-04-20,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,122.68,,,,155048507.5,,,2,,RUB,
SNDX,MICEXINDEXCF,2004-04-20,Индекс МосБиржи (архив),Индекс МосБиржи (архив),644.5,640.33,644.62,633.2,10512970511.2,,,2,,RUB,
SNDX,MOEX10,2004-04-20,Индекс МосБиржи 10,Индекс МосБиржи 10,1289.15,1283.71,1290.88,1269.43,5840205705.63,,,2,,RUB,
RTSI,RTS2,2004-04-20,Второй эшелон в $,Индекс второго эшелона Московской Биржи в долларах,782.42,782.42,782.42,782.42,1676262.0,,,2,29202839420.8159,USD,
RTSI,RTSI,2004-04-20,Индекс РТС,Индекс РТС,716.84,714.97,717.1,714.43,34489343.0,,,2,183220486422.341,USD,
RTSI,RTSin,2004-04-20,Машиностроение в $,Индекс машиностроения Московской Биржи в долларах,117.5,117.5,117.5,117.5,0.0,,,2,2713250874.0632,USD,
RTSI,RTSmm,2004-04-20,Индекс РТС металлов и добычи,Индекс РТС металлов и добычи,96.2,96.2,96.2,96.2,0.0,,,2,5014771930.1036,USD,
RTSI,RTSog,2004-04-20,Индекс РТС нефти и газа,Индекс РТС нефти и газа,142.23,142.23,142.23,142.23,0.0,,,2,98448403825.32,USD,
RTSI,RTStl,2004-04-20,Индекс РТС телекоммуникаций,Индекс РТС телекоммуникаций ,117.57,117.57,117.57,117.57,0.0,,,2,7507956086.2668,USD,
RTSI,RTSUSDCUR,2004-04-20,RTSUSDCUR,Курс доллара США на момент закрытия Индекса РТС,28.6693,28.6693,28.6693,28.6693,,,,2,,RUB,
SNDX,RUCBICP,2004-04-20,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,106.43,106.67,106.7,106.37,155048507.5,,,2,,RUB,
SNDX,RUCBITR,2004-04-20,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,122.68,,,,155048507.5,,,2,,RUB,
SNDX,TECHIND,2004-04-20,Технический индекс акций,Технический индекс акций,1232.07,1226.07,0.0,0.0,0.0,,,2,,RUB,
