BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL,TRADINGSESSION
SMAL,2020-08-06,АбрауДюрсо,ABRD,3.0,2430.0,242.5,242.0,248.0,,242.5,248.0,10.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-06,АбрауДюрсо,ABRD,10235.0,123337165.0,200.5,200.5,255.0,255.0,242.5,255.0,508430.0,242.5,242.5,255.0,123337165.0,123337165.0,123337165.0,0.0,3
TQPI,2020-08-06,АСКО ао,ACKO,66.0,167026.0,5.1,5.02,5.14,5.02,5.06,5.02,33000.0,,5.06,5.02,0.0,550064.0,0.0,0.0,3
SMAL,2020-08-06,Система ао,AFKS,7.0,1305.14,20.865,20.139,20.865,,20.11,20.858,64.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-06,Система ао,AFKS,16452.0,773372215.7,20.599,19.764,20.69,19.9,20.11,20.125,38408600.0,20.136,20.136,19.9,722936311.6,722936311.6,722936311.6,0.0,3
SMAL,2020-08-06,Аэрофлот,AFLT,45.0,10138.1,75.02,75.02,84.5,,81.42,82.72,125.0,,,,0.0,0.0,0.0,0.0,3
TQBR,2020-08-06,Аэрофлот,AFLT,41694.0,2812962560.8,80.0,78.22,83.12,81.98,81.42,82.06,34549820.0,81.4,81.4,81.98,2754302111.6,2754302111.6,2754302111.6,0.0,3
TQBR,2020-08-06,AGRO-гдр,AGRO,1991.0,34174269.8,720.8,713.0,725.8,717.0,718.2,717.0,47583.0,718.2,718.2,717.0,34174269.8,34174269.8,34174269.8,0.0,3
TQTE,2020-08-06,AKEU ETF,AKEU,101.0,15094.82,9.88,9.84,9.96,9.88,9.89,9.88,1526.0,856.87,856.87,9.88,1307588.93,1307588.93,1307588.93,57111.87,3
TQTF,2020-08-06,ETF AKMB,AKMB,245.0,273066.31,1.0229,1.0222,1.0238,1.0233,1.0228,1.0235,266906.0,,1.0227,1.0233,0.0,509454.7,0.0,2304442.3,3
TQTD,2020-08-06,AKNX ETF,AKNX,534.0,212972.58,16.16,16.08,16.28,16.19,16.21,16.2,13138.0,1187.91,1187.91,16.19,15606758.52,15606758.52,15606758.52,301050.8,3
TQBR,2020-08-06,Акрон,AKRN,742.0,19624656.0,5870.0,5804.0,5904.0,5814.0,5852.0,5814.0,3354.0,5852.0,5852.0,5814.0,19624656.0,19624656.0,19624656.0,0.0,3
TQTD,2020-08-06,AKSP ETF,AKSP,214.0,141359.63,11.5,11.42,11.51,11.45,11.47,11.45,12327.0,840.34,840.34,11.45,10358918.43,10358918.43,10358918.43,260232.19,3
