BOARDID,TRADEDATE,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
CETS,2015-07-15,BYRRUB_TOD,BYRRUB_TOD,37.1,37.1,37.1,37.1,2.0,682640.0,37.1
CETS,2015-07-15,CNYRUB_TOD,CNY000000TOD,9.1097,9.1097,9.1307,9.1269,25.0,53024243.9,9.1248
CETS,2015-07-15,CNY_TODTOM,CNYRUBTODTOM,0.0025,0.0025,0.00285,0.0025,10.0,83079630.0,0.00263
CNGD,2015-07-15,CNY_TODTOM,CNYRUBTODTOM,0.004875,-0.0035,0.0049,-0.00125,13.0,5219499.46,
CETS,2015-07-15,CNYRUB_TOM,CNYRUB_TOM,9.1037,9.1018,9.1512,9.1512,228.0,1228796661.8,9.1227
CETS,2015-07-15,CNY_TOMSPT,CNYRUB_TOM1D,0.0025,0.0024,0.0025,0.0024,2.0,178023750.0,0.002423
CETS,2015-07-15,EUR_TODTOM,EUR000TODTOM,0.0203,0.0203,0.021,0.0207,436.0,182953317730.0,0.0206
CNGD,2015-07-15,EUR_TODTOM,EUR000TODTOM,-0.0272,-0.0332,0.0392,0.0332,359.0,1455274502.21,
CETS,2015-07-15,EUR_TOM3M,EURRUB_TOM3M,1.8449,1.8449,1.8449,1.8449,1.0,319991500.0,1.8449
CETS,2015-07-15,EURUSD_TOD,EURUSD000TOD,1.09975,1.09975,1.1034,1.1,32.0,224676753.6,1.1021
CETS,2015-07-15,EURUSD_TOM,EURUSD000TOM,1.09995,1.0939,1.1032,1.0962,124.0,941924454.93,1.09915
CNGD,2015-07-15,EURUSD_TOM,EURUSD000TOM,1.1024,1.1024,1.1024,1.1024,1.0,62811885.76,
CETS,2015-07-15,EURUSDTDTM,EURUSDTODTOM,0.0,0.0,1.5e-05,1.2e-05,49.0,14098992977.74,1.3e-05
CNGD,2015-07-15,EURUSDTDTM,EURUSDTODTOM,1.2e-05,1.2e-05,1.2e-05,1.2e-05,2.0,14450822423.02,
CETS,2015-07-15,EURRUB_TOD,EUR_RUB__TOD,62.28,62.11,62.55,62.434,2541.0,14552816687.0,62.4057
CNGD,2015-07-15,EURRUB_TOD,EUR_RUB__TOD,62.385,62.3,62.53,62.44,8.0,1082608000.0,
CETS,2015-07-15,EURRUB_TOM,EUR_RUB__TOM,62.25,62.137,62.562,62.375,2490.0,11776803532.0,62.399
CNGD,2015-07-15,GBP_TODTOM,GBPRUBTODTOM,0.0472,-0.0121,0.0472,0.04,6.0,869952.49,
CETS,2015-07-15,GBPRUB_TOM,GBPRUB_TOM,88.7,88.54,89.0,89.0,11.0,21389040.0,88.7512
CETS,2015-07-15,GLD_TODTOM,GLDRUBTODTOM,0.6935,0.6935,0.6935,0.6935,2.0,400954625.0,0.6935
CETS,2015-07-15,GLDRUB_TOM,GLDRUB_TOM,2103.0,2092.7,2103.0,2092.7,3.0,21134675.0,2102.95
CETS,2015-07-15,KZTRUB_TOD,KZT000000TOM,30.3,30.3,30.3,30.3,1.0,502980.0,30.3
CETS,2015-07-15,SLVRUB_TOM,SLVRUB_TOM,27.5,27.5,27.5,27.5,2.0,30250.0,27.5
CETS,2015-07-15,USDRUB_TOD,USD000000TOD,56.58,56.452,56.938,56.84,13308.0,65974547627.0,56.6792
CNGD,2015-07-15,USDRUB_TOD,USD000000TOD,56.55,56.414,56.864,56.864,18.0,4180493039.2,
CETS,2015-07-15,USD_TODTOM,USD000TODTOM,0.0183,0.018,0.0188,0.018,957.0,607664427380.0,0.0183
CNGD,2015-07-15,USD_TODTOM,USD000TODTOM,0.0,-0.0308,0.0355,0.0182,2214.0,19969524004.04,
CETS,2015-07-15,USDRUB_TOM,USD000UTSTOM,56.597,56.5,56.955,56.938,33927.0,179452075554.0,56.7534
CNGD,2015-07-15,USDRUB_TOM,USD000UTSTOM,56.414,56.414,56.948,56.6807,23.0,6381403300.0,
CETS,2015-07-15,USDRUB_SPT,USDRUB_SPT,56.64,56.586,56.911,56.849,45.0,330648611.0,56.7053
CNGD,2015-07-15,USD_TOMSPT,USDRUB_TOM1D,0.0184,0.0184,0.0184,0.0184,2.0,15019776000.0,
CETS,2015-07-15,USD_TOM1M,USDRUB_TOM1M,0.573,0.573,0.573,0.573,1.0,188038620.0,0.573
CETS,2015-07-15,USD_TOM1W,USDRUB_TOM1W,0.1288,0.1288,0.1295,0.1295,4.0,1130752000.0,0.1292
CNGD,2015-07-15,USD_TOM1W,USDRUB_TOM1W,0.1278,0.1278,0.1278,0.1278,2.0,14591993.22,
CETS,2015-07-15,USD_TOM2M,USDRUB_TOM2M,1.105,1.105,1.1223,1.115,4.0,3186420820.0,1.1082
CNGD,2015-07-15,USD_TOM2M,USDRUB_TOM2M,1.135,1.135,1.135,1.135,1.0,8631510000.0,
CETS,2015-07-15,USD_TOM2W,USDRUB_TOM2W,0.2532,0.2532,0.2532,0.2532,1.0,283308000.0,0.2532
CNGD,2015-07-15,USD_TOM2W,USDRUB_TOM2W,0.173,0.173,0.173,0.173,1.0,14145350.0,
CETS,2015-07-15,USD_TOM3M,USDRUB_TOM3M,1.625,1.6155,1.63,1.6155,5.0,882048680.0,1.6211
CETS,2015-07-15,USD_TOM6M,USDRUB_TOM6M,3.2268,3.2268,3.2268,3.2268,3.0,17890560.0,3.2268
