BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT,TRADINGSESSION
TQOD,2020-08-31,UBANK11/22,AMUNIBB2AER2,2.0,1010.4,101.04,101.04,101.04,101.04,,101.04,,101.04,10.0,,100.7462,101.04,0.0,575408.0,0.0,2022-11-15,,,,,5.25,1.31,,2020-08-31,100.0,USD,,,,,USD,3
TQCB,2020-08-31,МГор48-об,RU000A0JNYN1,11.0,38767.5,101.58,102.2,102.19,102.19,13.31,102.02,4.75,101.58,38.0,,102.24,102.19,0.0,5313166.5,0.0,2022-06-11,618.0,4.85,,,6.0,30.08,,2020-08-31,1000.0,SUR,,,,,RUB,3
TQCB,2020-08-31,РЖД-19 обл,RU000A0JQ7Z2,3.0,72172.4,107.72,107.72,107.72,107.72,10.54,107.72,5.67,107.72,67.0,,107.66,107.72,0.0,531858.4,0.0,2024-07-08,1237.0,5.67,,,7.85,39.14,,2020-08-31,1000.0,SUR,,,,,RUB,3
TQCB,2020-08-31,Мечел  4об,RU000A0JQ8V9,1.0,200.44,100.22,100.22,100.22,100.22,2.02,100.22,,100.22,1.0,,,100.22,0.0,0.0,0.0,2021-07-15,,,,,8.0,3.99,,2020-08-31,200.0,SUR,,,,,RUB,3
TQCB,2020-08-31,ДОМ.РФ15об,RU000A0JQAM6,1.0,11465.0,114.65,114.65,114.65,114.65,39.36,114.65,-96.51,114.65,10.0,,115.24,114.65,0.0,6027967.5,0.0,2028-09-15,15.0,-96.51,,,8.5,42.85,2020-09-15,2020-08-31,1000.0,SUR,,,,,RUB,3
TQCB,2020-08-31,РЖД-23 обл,RU000A0JQRD9,26.0,348396.9,107.55,113.84,107.55,107.78,8.39,107.86,5.95,113.84,323.0,,107.56,107.78,0.0,11118538.8,0.0,2025-01-16,1383.0,5.87,,,7.85,39.14,,2020-08-31,1000.0,SUR,,,,,RUB,3
TQCB,2020-08-31,ФСК ЕЭС-06,RU000A0JR1Y7,5.0,141514.0,100.1,100.45,100.1,100.3,37.75,100.36,5.59,100.45,141.0,100.2,100.2,100.3,1461947.0,872771.0,1461947.0,2020-09-15,15.0,-1.07,,,8.25,41.14,,2020-08-31,1000.0,SUR,,,5.0823,,RUB,3
TQCB,2020-08-31,ФСК ЕЭС-08,RU000A0JR209,1.0,4020.0,100.5,100.5,100.5,100.5,37.75,100.5,-4.48,100.5,4.0,,101.05,100.5,0.0,631535.3,0.0,2020-09-15,15.0,-4.48,,,8.25,41.14,,2020-08-31,1000.0,SUR,,,-4.2695,,RUB,3
TQCB,2020-08-31,ВЭБ.РФ 08,RU000A0JR3G0,8.0,2718530.4,100.41,100.6,100.6,100.6,36.94,100.5,4.38,100.55,2705.0,100.5,100.5,100.6,2924672.4,2819080.4,2924672.4,2020-10-13,43.0,5.25,,,9.7,48.37,,2020-08-31,1000.0,SUR,,,4.1986,,RUB,3
TQCB,2020-08-31,ВЭБ.РФ 06,RU000A0JR3H8,2.0,2009.0,100.45,100.45,100.45,100.45,31.91,100.45,4.4,100.45,2.0,100.42,100.42,100.45,15891762.7,13280777.7,15891762.7,2020-10-13,43.0,4.4,,,8.38,41.79,,2020-08-31,1000.0,SUR,,,4.217,,RUB,3
TQCB,2020-08-31,МТС 08,RU000A0JR4J2,1.0,1011.9,101.19,101.19,101.19,101.19,25.54,101.19,0.97,101.19,1.0,,101.19,101.19,0.0,503949.6,0.0,2020-11-03,64.0,0.97,,,7.9,39.39,,2020-08-31,1000.0,SUR,,,0.9508,,RUB,3
TQCB,2020-08-31,Газпрнеф10,RU000A0JR878,14.0,64011722.6,100.01,102.48,102.48,101.4,7.08,101.1,1.4,101.17,63315.0,101.1,101.1,101.4,64011722.6,64011722.6,64011722.6,2021-01-26,148.0,4.85,,,7.6,37.9,,2020-08-31,1000.0,SUR,,,1.3883,,RUB,3
TQCB,2020-08-31,Мечел 16об,RU000A0JR8P0,33.0,1209036.6,100.49,101.18,100.63,100.63,4.38,100.84,6.62,100.87,1199.0,100.84,100.84,100.63,1209036.6,1209036.6,1209036.6,2021-02-09,162.0,6.12,,,8.0,39.89,,2020-08-31,1000.0,SUR,,,6.4613,,RUB,3
TQCB,2020-08-31,ВЭБ.РФ 09,RU000A0JRCX7,5.0,8174.1,102.01,102.2,102.2,102.2,40.23,102.18,4.79,102.01,8.0,,102.24,102.2,0.0,853708.1,0.0,2021-03-18,191.0,4.83,,,8.9,44.38,,2020-08-31,1000.0,SUR,,,,,RUB,3
TQCB,2020-08-31,РУСАЛБАл08,RU000A0JRF11,4.0,669897.2,96.18,96.25,96.25,96.25,0.04,96.25,,96.18,696.0,96.19,96.23,96.25,698361.1,682248.2,698361.1,2021-04-05,,,,,0.01,0.05,,2020-08-31,1000.0,SUR,,,,,RUB,3
TQCB,2020-08-31,РусГидро01,RU000A0JRFN1,2.0,31883.5,102.85,102.85,102.85,102.85,36.44,102.85,4.75,102.85,31.0,102.1,102.79,102.85,1184414.4,523223.4,1184414.4,2021-04-12,216.0,4.75,,,9.5,47.37,,2020-08-31,1000.0,SUR,,,,,RUB,3
