BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,WAVAL
EQNL,2012-09-28,Система ао,AFKS,1785.0,61829729.7,25.36,24.212,25.58,24.331,24.768,24.35,2496400.0,24.768,24.768,24.768,61829729.7,61829729.7,61829729.7,
EQBR,2012-09-28,Аэрофлот,AFLT,723.0,26065513.0,43.7,43.0,43.77,43.43,43.43,43.45,600200.0,43.43,43.43,43.43,26074207.52,26074207.52,26074207.52,
SMAL,2012-09-28,Аэрофлот,AFLT,8.0,8694.52,43.33,43.0,43.34,43.33,43.26,43.34,201.0,,,,0.0,0.0,0.0,
EQNE,2012-09-28,ПАВА ао,AKHA,24.0,54989.2,8.334,7.95,8.334,8.194,8.087,8.2,6800.0,,8.095,,0.0,981930.3,0.0,
EQNL,2012-09-28,Акрон,AKRN,970.0,10829391.3,1402.0,1380.0,1409.9,1398.9,1396.6,1387.0,7754.0,1396.6,1396.6,1396.6,10829391.3,10829391.3,10829391.3,
EQBS,2012-09-28,АЛРОСА ао,ALRS,225.0,1996305.1,24.15,24.03,24.2,24.146,24.168,24.146,82600.0,24.168,24.168,24.168,1996305.1,1996305.1,1996305.1,
EQNE,2012-09-28,АшинскийМЗ,AMEZ,91.0,3529103.8,6.997,6.83,7.35,7.289,7.256,7.35,486400.0,7.256,7.256,7.256,3529103.8,3529103.8,3529103.8,
EQNL,2012-09-28,Аптеки36и6,APTK,165.0,452114.2,35.96,35.75,36.9,35.93,36.03,35.9,12550.0,,36.04,,0.0,518633.11,0.0,
SMAL,2012-09-28,Аптеки36и6,APTK,5.0,573.09,35.71,35.71,37.39,36.55,35.82,37.39,16.0,,,,0.0,0.0,0.0,
EQNL,2012-09-28,Армада,ARMD,24.0,181932.3,253.12,249.0,257.16,254.53,252.68,257.16,720.0,,251.97,,0.0,1693271.5,0.0,
EQNE,2012-09-28,Арсагера,ARSA,18.0,57558.7,1.4399,1.3904,1.4399,1.3987,1.4039,1.3904,41000.0,,1.4425,,0.0,505313.6,0.0,
SMAL,2012-09-28,Арсагера,ARSA,2.0,1446.0,1.11,1.11,1.3,1.3,1.205,1.3,1200.0,,,,0.0,0.0,0.0,
EQNL,2012-09-28,АВТОВАЗ ао,AVAZ,297.0,4781715.7,16.02,15.65,16.16,15.718,15.833,15.7,302000.0,15.833,15.833,15.833,4782428.75,4782428.75,4782428.75,
SMAL,2012-09-28,АВТОВАЗ ао,AVAZ,3.0,713.05,15.0,15.0,17.768,15.66,15.171,15.66,47.0,,,,0.0,0.0,0.0,
EQNL,2012-09-28,АВТОВАЗ ап,AVAZP,495.0,5896406.2,6.205,5.97,6.288,6.008,6.096,5.991,967300.0,6.096,6.096,6.096,5896406.2,5896406.2,5896406.2,
EQNE,2012-09-28,Башнефт ао,BANE,760.0,11855644.8,1919.9,1875.1,1919.9,1889.5,1882.4,1880.0,6298.0,1882.4,1882.4,1882.4,11855644.8,11855644.8,11855644.8,
EQNE,2012-09-28,Башнефт ап,BANEP,1150.0,12688058.3,1304.7,1262.5,1310.0,1277.4,1285.9,1279.9,9867.0,1285.9,1285.9,1285.9,12688058.3,12688058.3,12688058.3,
EQNE,2012-09-28,БашЭнрг ао,BEGY,23.0,328073.0,23.87,23.07,24.46,24.42,23.95,24.42,13700.0,,23.67,,0.0,507345.56,0.0,
EQNE,2012-09-28,БашЭнрг ап,BEGYP,8.0,69339.8,19.8,19.8,20.0,19.933,19.811,20.0,3500.0,,19.88,,0.0,537260.02,0.0,
EQNE,2012-09-28,БашИнСв ао,BISV,141.0,10870337.1,12.8,12.002,14.2,12.557,13.692,12.799,793900.0,13.692,13.692,13.692,10870337.1,10870337.1,10870337.1,
EQNE,2012-09-28,Белон ао,BLNG,88.0,724352.3,8.255,8.136,8.3,8.286,8.222,8.3,88100.0,8.222,8.222,8.222,724626.03,724626.03,724626.03,
SMAL,2012-09-28,Белон ао,BLNG,1.0,273.73,8.051,8.051,8.051,8.051,8.051,8.051,34.0,,,,0.0,0.0,0.0,
EQNE,2012-09-28,БурЗолото,BRZL,2.0,28630.0,572.6,572.6,572.6,572.6,572.6,572.6,50.0,,590.4,,0.0,684816.0,0.0,
