timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
2012-05-18,42.0500,45.0000,38.0000,38.2318,38.2318,573576400,0.0000,1.0000
2012-05-21,36.5300,36.6600,33.0000,34.0300,34.0300,168192700,0.0000,1.0000
2012-05-22,32.6100,33.5900,30.9400,31.0000,31.0000,101786600,0.0000,1.0000
2012-05-23,31.3700,32.5000,31.3600,32.0000,32.0000,73600000,0.0000,1.0000
2012-05-24,32.9500,33.2100,31.7700,33.0300,33.0300,50237200,0.0000,1.0000
2012-05-25,32.9000,32.9500,31.1100,31.9100,31.9100,37149800,0.0000,1.0000
2012-05-29,31.4800,31.6900,28.6500,28.8400,28.8400,78063400,0.0000,1.0000
2012-05-30,28.6950,29.5500,27.8600,28.1900,28.1900,57267900,0.0000,1.0000
2012-05-31,28.5450,29.6700,26.8300,29.6000,29.6000,111639200,0.0000,1.0000
2012-06-01,28.8920,29.1500,27.3900,27.7200,27.7200,41855500,0.0000,1.0000
2012-06-04,27.2000,27.6500,26.4400,26.9000,26.9000,35230300,0.0000,1.0000
2012-06-05,26.7000,27.7600,25.7500,25.8690,25.8690,42473400,0.0000,1.0000
2012-06-06,26.0700,27.1700,25.5200,26.8100,26.8100,61489200,0.0000,1.0000
2012-06-07,27.0000,27.3500,26.1500,26.3100,26.3100,26159500,0.0000,1.0000
2012-06-08,26.5500,27.7600,26.4400,27.1000,27.1000,38034000,0.0000,1.0000
2012-06-11,27.1800,28.0700,26.8350,27.0050,27.0050,28219600,0.0000,1.0000
2012-06-12,27.4800,27.7700,26.9600,27.4000,27.4000,15816800,0.0000,1.0000
2012-06-13,27.6600,28.1000,27.1000,27.2700,27.2700,17102800,0.0000,1.0000
2012-06-14,27.6500,28.3200,27.3800,28.2900,28.2900,16855000,0.0000,1.0000
2012-06-15,28.5050,30.1000,28.3500,30.0140,30.0140,43563800,0.0000,1.0000
2012-06-18,29.9550,32.0800,29.4100,31.4100,31.4100,42978900,0.0000,1.0000
2012-06-19,31.5350,32.1800,30.7000,31.9110,31.9110,30849000,0.0000,1.0000
2012-06-20,31.9200,31.9288,31.1500,31.6000,31.6000,15553600,0.0000,1.0000
2012-06-21,31.6700,32.5000,31.5100,31.8400,31.8400,21875300,0.0000,1.0000
2012-06-22,32.4100,33.4500,32.0600,33.0500,33.0500,74834000,0.0000,1.0000
2012-06-25,32.8600,33.0200,31.5500,32.0600,32.0600,24352900,0.0000,1.0000
2012-06-26,32.6900,33.4400,32.5000,33.1000,33.1000,24858700,0.0000,1.0000
2012-06-27,32.4600,32.9000,31.9000,32.2300,32.2300,28568000,0.0000,1.0000
2012-06-28,31.9600,32.1900,30.9000,31.3600,31.3600,17713300,0.0000,1.0000
2012-06-29,31.9200,31.9900,30.7600,31.0950,31.0950,19526900,0.0000,1.0000
2012-07-02,31.2500,31.7300,30.5500,30.7710,30.7710,14122000,0.0000,1.0000
2012-07-03,30.9100,31.4400,30.8000,31.2000,31.2000,8763600,0.0000,1.0000
2012-07-05,31.3200,31.6250,31.0200,31.4700,31.4700,10032100,0.0000,1.0000
2012-07-06,31.4400,31.9000,31.2600,31.7300,31.7300,10945600,0.0000,1.0000
2012-07-09,32.1000,32.8800,31.9900,32.1700,32.1700,17785200,0.0000,1.0000
2012-07-10,32.4300,32.4800,31.1599,31.4700,31.4700,14269500,0.0000,1.0000
2012-07-11,31.4800,31.5600,30.5500,30.9700,30.9700,13030300,0.0000,1.0000
2012-07-12,30.7000,31.4000,30.6000,30.8100,30.8100,11300700,0.0000,1.0000
2012-07-13,31.0400,31.0700,30.5600,30.7200,30.7200,8108300,0.0000,1.0000
2012-07-16,30.5000,30.5000,28.2100,28.2450,28.2450,24672100,0.0000,1.0000
2012-07-17,28.4800,28.5900,27.1500,28.0900,28.0900,30438600,0.0000,1.0000
2012-07-18,28.3100,29.2900,28.1500,29.1100,29.1100,16841800,0.0000,1.0000
2012-07-19,29.4100,29.5000,28.6300,29.0000,29.0000,13685100,0.0000,1.0000
2012-07-20,29.0000,29.4700,28.7200,28.7600,28.7600,11869100,0.0000,1.0000
2012-07-23,28.1200,29.0000,28.0100,28.7500,28.7500,12390700,0.0000,1.0000
2012-07-24,28.8200,29.4500,28.1000,28.4500,28.4500,11539800,0.0000,1.0000
2012-07-25,28.3900,29.4900,28.0800,29.3400,29.3400,17230200,0.0000,1.0000
2012-07-26,27.7500,28.2300,26.7300,26.8450,26.8450,64597400,0.0000,1.0000
2012-07-27,23.1900,24.5400,22.2800,23.7050,23.7050,123102300,0.0000,1.0000
2012-07-30,23.9950,24.0400,23.0300,23.1500,23.1500,29285900,0.0000,1.0000
2012-07-31,23.3700,23.3700,21.6100,21.7100,21.7100,56179400,0.0000,1.0000
2012-08-01,21.5000,21.5800,20.8400,20.8800,20.8800,44604400,0.0000,1.0000
2012-08-02,20.7700,20.8400,19.8200,20.0400,20.0400,56374500,0.0000,1.0000
2012-08-03,20.3600,22.1600,19.9000,21.0900,21.0900,80647000,0.0000,1.0000
2012-08-06,21.3900,22.1500,21.3000,21.9200,21.9200,27778900,0.0000,1.0000
2012-08-07,22.2000,22.4500,20.5000,20.7200,20.7200,36782900,0.0000,1.0000
2012-08-08,20.7100,21.1500,20.2200,20.7200,20.7200,29537400,0.0000,1.0000
2012-08-09,20.7500,21.1700,20.6100,21.0100,21.0100,15610700,0.0000,1.0000
2012-08-10,21.4100,21.8200,21.1300,21.8070,21.8070,25794700,0.0000,1.0000
2012-08-13,22.1500,22.4500,21.4000,21.6000,21.6000,24973100,0.0000,1.0000
2012-08-14,21.4100,21.6000,20.2500,20.3800,20.3800,39308800,0.0000,1.0000
2012-08-15,20.6400,21.4100,20.4000,21.2000,21.2000,47861100,0.0000,1.0000
2012-08-16,20.4400,20.4800,19.6900,19.8700,19.8700,157565300,0.0000,1.0000
2012-08-17,20.0050,20.0800,19.0000,19.0500,19.0500,129293400,0.0000,1.0000
2012-08-20,19.0500,20.1300,18.7500,20.0110,20.0110,101186600,0.0000,1.0000
2012-08-21,19.5800,19.9800,19.0900,19.1590,19.1590,70640600,0.0000,1.0000
2012-08-22,19.3600,19.5300,18.9600,19.4390,19.4390,49892200,0.0000,1.0000
2012-08-23,19.5000,19.7300,19.3600,19.4400,19.4400,32813700,0.0000,1.0000
2012-08-24,19.5200,19.6800,19.2500,19.4090,19.4090,29622200,0.0000,1.0000
2012-08-27,19.4900,19.5300,19.1000,19.1500,19.1500,20704000,0.0000,1.0000
2012-08-28,19.1000,19.3800,18.9500,19.3400,19.3400,25417000,0.0000,1.0000
2012-08-29,19.3200,19.3800,19.0700,19.1000,19.1000,16124700,0.0000,1.0000
2012-08-30,19.2700,19.4500,19.0600,19.0885,19.0885,30647500,0.0000,1.0000
2012-08-31,18.6800,18.7000,18.0300,18.0580,18.0580,58764200,0.0000,1.0000
2012-09-04,18.0800,18.2700,17.5500,17.7290,17.7290,46622400,0.0000,1.0000
2012-09-05,18.2700,18.7500,18.1800,18.5800,18.5800,60781800,0.0000,1.0000
2012-09-06,18.7400,19.2617,18.7200,18.9600,18.9600,46066500,0.0000,1.0000
2012-09-07,19.1000,19.4200,18.7800,18.9800,18.9800,36371700,0.0000,1.0000
2012-09-10,19.0600,19.2000,18.5500,18.8100,18.8100,24797800,0.0000,1.0000
2012-09-11,18.9200,19.5810,18.8500,19.4300,19.4300,50508200,0.0000,1.0000
2012-09-12,20.7600,21.1600,20.2800,20.9310,20.9310,121584000,0.0000,1.0000
2012-09-13,20.9550,21.4800,20.6100,20.7130,20.7130,65041600,0.0000,1.0000
2012-09-14,21.1300,22.0800,20.9000,22.0000,22.0000,72819800,0.0000,1.0000
2012-09-17,22.6700,22.7500,21.5000,21.5200,21.5200,50667600,0.0000,1.0000
2012-09-18,21.6000,21.9800,21.3700,21.8700,21.8700,36760500,0.0000,1.0000
2012-09-19,21.9900,23.3700,21.7700,23.2900,23.2900,78782800,0.0000,1.0000
2012-09-20,23.0200,23.2400,22.5400,22.5900,22.5900,57248900,0.0000,1.0000
2012-09-21,22.9700,23.2400,22.6000,22.8600,22.8600,51218100,0.0000,1.0000
2012-09-24,21.7800,21.9800,20.3625,20.7900,20.7900,79106500,0.0000,1.0000
2012-09-25,21.2000,21.2100,20.2200,20.2800,20.2800,46291700,0.0000,1.0000
2012-09-26,20.1450,20.7800,19.8000,20.6200,20.6200,38271900,0.0000,1.0000
2012-09-27,20.9900,21.0000,20.1600,20.3200,20.3200,30215900,0.0000,1.0000
2012-09-28,20.5700,21.9500,20.5000,21.6600,21.6600,65486000,0.0000,1.0000
2012-10-01,22.0800,22.5900,21.7300,21.9900,21.9900,51262700,0.0000,1.0000
2012-10-02,22.0800,22.4900,21.8200,22.2700,22.2700,29341400,0.0000,1.0000
2012-10-03,22.2950,22.4900,21.8000,21.8300,21.8300,32000100,0.0000,1.0000
2012-10-04,22.3200,22.4000,21.4100,21.9475,21.9475,46892100,0.0000,1.0000
2012-10-05,21.4900,21.6300,20.8800,20.9100,20.9100,40529300,0.0000,1.0000
2012-10-08,20.4000,20.7500,20.1550,20.4000,20.4000,32236700,0.0000,1.0000
2012-10-09,20.3900,20.5500,19.9700,20.2270,20.2270,27161800,0.0000,1.0000
2012-10-10,19.9300,19.9400,19.4500,19.6400,19.6400,39321800,0.0000,1.0000
2012-10-11,19.8800,19.9600,19.6100,19.7500,19.7500,21817300,0.0000,1.0000
2012-10-12,19.7500,19.8000,19.4800,19.5181,19.5181,18809400,0.0000,1.0000
2012-10-15,19.6800,19.8800,19.4900,19.5200,19.5200,20189700,0.0000,1.0000
2012-10-16,19.6800,19.6900,19.3000,19.4800,19.4800,21834700,0.0000,1.0000
2012-10-17,19.5000,20.4800,19.3718,19.8800,19.8800,44074500,0.0000,1.0000
2012-10-18,19.7000,19.7900,18.8900,18.9750,18.9750,52157400,0.0000,1.0000
2012-10-19,19.0000,19.0600,18.8000,19.0000,19.0000,34835000,0.0000,1.0000
