BOARDID,SECID,TRADEDATE,SHORTNAME,NAME,CLOSE,OPEN,HIGH,LOW,VALUE,DURATION,YIELD,DECIMALS,CAPITALIZATION,CURRENCYID,DIVISOR
SNDX,IMOEX,2005-04-08,Индекс МосБиржи,Индекс МосБиржи,631.13,627.97,634.48,623.38,9754321176.33,,,2,,RUB,
RTSI,MCFTR,2005-04-08,MOEX Russia Total Return,Индекс МосБиржи полной доходности «брутто»,631.13,631.13,631.13,631.13,0.0,,,2,0.0,,
RTSI,MCFTRN,2005-04-08,MOEX Russia Net-TR-NR,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам иностранных организаций),631.13,631.13,631.13,631.13,0.0,,,2,0.0,,
RTSI,MCFTRR,2005-04-08,MOEX Russia Net-TR-Res,Индекс МосБиржи полной доходности «нетто» (по налоговым ставкам российских организаций),631.13,631.13,631.13,631.13,0.0,,,2,0.0,,
SNDX,MICEX10INDEX,2005-04-08,Индекс МосБиржи 10,Индекс МосБиржи 10,1149.75,1140.97,1158.08,1133.6,5245984458.71,,,2,,RUB,
SNDX,MICEXBNDPRCI,2005-04-08,RCBI,RCBI,103.53,103.59,103.59,103.26,136802989.4,,,2,,RUB,
SNDX,MICEXBNDTRTI,2005-04-08,RCBIc,RCBI-c,129.19,,,,136802989.4,,,2,,RUB,
SNDX,MICEXCBICP,2005-04-08,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,103.53,103.59,103.59,103.26,136802989.4,,,2,,RUB,
SNDX,MICEXCBITR,2005-04-08,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,129.19,,,,136802989.4,,,2,,RUB,
SNDX,MICEXCGS,2005-04-08,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,1291.87,1331.3,1341.91,1291.63,5774325.79,,,2,,RUB,
SNDX,MICEXFNL,2005-04-08,Индекс финансов,Индекс МосБиржи финансов,1250.24,1248.97,1263.83,1241.67,234283460.25,,,2,,RUB,
SNDX,MICEXINDEXCF,2005-04-08,Индекс МосБиржи (архив),Индекс МосБиржи (архив),631.13,627.97,634.48,623.38,9754321176.33,,,2,,RUB,
SNDX,MICEXLC,2005-04-08,MICEX LC,ММВБ высокая кап,1149.49,1139.36,1154.62,1131.62,9076608567.48,,,2,,RUB,
SNDX,MICEXM&M,2005-04-08,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,1235.78,1225.45,1245.86,1214.83,1573374416.88,,,2,,RUB,
SNDX,MICEXMC,2005-04-08,MICEX MC,ММВБ стандарт кап,1104.25,1099.07,1108.45,1094.7,363892935.03,,,2,,RUB,
SNDX,MICEXMNF,2005-04-08,Машиностроение,Индекс машиностроения Московской Биржи,1072.79,1083.23,1083.23,1071.5,160465531.46,,,2,,RUB,
SNDX,MICEXO&G,2005-04-08,Индекс нефти и газа,Индекс МосБиржи нефти и газа,1210.67,1200.91,1214.04,1196.39,2935056532.46,,,2,,RUB,
SNDX,MICEXPWR,2005-04-08,Индекс электроэнергетики,Индекс МосБиржи электроэнергетики,974.8,978.24,984.2,973.28,2865431575.0,,,2,,RUB,
SNDX,MICEXSC,2005-04-08,Второй эшелон,Индекс второго эшелона Московской Биржи,1134.76,1132.82,1136.49,1131.61,33630419.34,,,2,,RUB,
SNDX,MICEXTLC,2005-04-08,Индекс телекоммуникаций,Индекс МосБиржи телекоммуникаций,1214.43,1202.31,1217.59,1199.61,1836080404.56,,,2,,RUB,
SNDX,MOEX10,2005-04-08,Индекс МосБиржи 10,Индекс МосБиржи 10,1149.75,1140.97,1158.08,1133.6,5245984458.71,,,2,,RUB,
SNDX,MOEXCN,2005-04-08,Индекс потребительского сектора / Индекс потребит сектора,Индекс МосБиржи потребительского сектора,1291.87,1331.3,1341.91,1291.63,5774325.79,,,2,,RUB,
SNDX,MOEXEU,2005-04-08,Индекс электроэнергетики,Индекс МосБиржи электроэнергетики,974.8,978.24,984.2,973.28,2865431575.0,,,2,,RUB,
SNDX,MOEXFN,2005-04-08,Индекс финансов,Индекс МосБиржи финансов,1250.24,1248.97,1263.83,1241.67,234283460.25,,,2,,RUB,
SNDX,MOEXMM,2005-04-08,Индекс металлов и добычи,Индекс МосБиржи металлов и добычи,1235.78,1225.45,1245.86,1214.83,1573374416.88,,,2,,RUB,
SNDX,MOEXOG,2005-04-08,Индекс нефти и газа,Индекс МосБиржи нефти и газа,1210.67,1200.91,1214.04,1196.39,2935056532.46,,,2,,RUB,
SNDX,MOEXTL,2005-04-08,Индекс телекоммуникаций,Индекс МосБиржи телекоммуникаций,1214.43,1202.31,1217.59,1199.61,1836080404.56,,,2,,RUB,
RTSI,RTS2,2005-04-08,Второй эшелон в $,Индекс второго эшелона Московской Биржи в долларах,957.61,951.5,957.61,951.38,1754014.0,,,2,9137424014.1317,USD,
RTSI,RTScr,2005-04-08,Индекс РТС потреб. сектора,Индекс РТС потребительских товаров и розничной торговли,123.25,123.25,123.25,123.25,0.0,,,2,830094669.0875,USD,
RTSI,RTSeu,2005-04-08,Индекс РТС электроэнергетики,Индекс РТС электроэнергетики,101.51,101.51,101.51,101.51,0.0,,,2,1147138054.4607,USD,
RTSI,RTSfn,2005-04-08,Индекс РТС финансов,Индекс РТС финансов,124.42,124.42,124.42,124.42,0.0,,,2,5212790816.55,USD,
RTSI,RTSI,2005-04-08,Индекс РТС,Индекс РТС,719.74,709.95,719.74,709.36,10791462.0,,,2,57129052920.997,USD,
RTSI,RTSin,2005-04-08,Машиностроение в $,Индекс машиностроения Московской Биржи в долларах,120.39,120.39,120.39,120.39,0.0,,,2,829381034.4114,USD,
RTSI,RTSmm,2005-04-08,Индекс РТС металлов и добычи,Индекс РТС металлов и добычи,125.28,125.28,125.28,125.28,0.0,,,2,985434188.9253,USD,
RTSI,RTSog,2005-04-08,Индекс РТС нефти и газа,Индекс РТС нефти и газа,113.59,113.59,113.59,113.59,0.0,,,2,10876757671.9575,USD,
RTSI,RTStl,2005-04-08,Индекс РТС телекоммуникаций,Индекс РТС телекоммуникаций ,120.88,120.88,120.88,120.88,0.0,,,2,2926624276.4761,USD,
RTSI,RTSTR,2005-04-08,RTS Total Return,Индекс РТС полной доходности «брутто»,719.74,719.74,719.74,719.74,0.0,,,2,57129052920.997,USD,
RTSI,RTSTRN,2005-04-08,RTS Net-TR-NR,Индекс РТС полной доходности «нетто» (по налоговым ставкам иностранных организаций),719.74,719.74,719.74,719.74,0.0,,,2,57129052920.997,USD,
RTSI,RTSTRR,2005-04-08,RTS Net-TR-Res,Индекс РТС полной доходности «нетто» (по налоговым ставкам российских организаций),719.74,719.74,719.74,719.74,0.0,,,2,57129052920.997,USD,
RTSI,RTSUSDCUR,2005-04-08,RTSUSDCUR,Курс доллара США на момент закрытия Индекса РТС,27.8085,27.8085,27.8085,27.8085,,,,2,,RUB,
SNDX,RUCBICP,2005-04-08,Индекс Мосбиржи корп обл CBICP,Индекс Мосбиржи корпоративных облигаций ценовой,103.53,103.59,103.59,103.26,136802989.4,,,2,,RUB,
SNDX,RUCBITR,2005-04-08,Индекс Мосбиржи корп обл CBITR,Индекс Мосбиржи корпоративных облигаций,129.19,,,,136802989.4,,,2,,RUB,
SNDX,TECHIND,2005-04-08,Технический индекс акций,Технический индекс акций,1046.23,1036.77,0.0,0.0,0.0,,,2,,RUB,
SNDX,TECHINDBOND,2005-04-08,Технический индекс облигаций,Технический индекс облигаций,100.84,100.86,0.0,0.0,0.0,,,2,,RUB,
