BOARDID,TRADEDATE,SHORTNAME,SECID,NUMTRADES,VALUE,LOW,HIGH,CLOSE,LEGALCLOSEPRICE,ACCINT,WAPRICE,YIELDCLOSE,OPEN,VOLUME,MARKETPRICE2,MARKETPRICE3,ADMITTEDQUOTE,MP2VALTRD,MARKETPRICE3TRADESVALUE,ADMITTEDVALUE,MATDATE,DURATION,YIELDATWAP,IRICPICLOSE,BEICLOSE,COUPONPERCENT,COUPONVALUE,BUYBACKDATE,LASTTRADEDATE,FACEVALUE,CURRENCYID,CBRCLOSE,YIELDTOOFFER,YIELDLASTCOUPON,OFFERDATE,FACEUNIT
EQOB,2015-01-16,МГор44-об,RU000A0E6TK0,1.0,216450.0,97.5,97.5,97.5,97.5,4.41,97.5,13.49,97.5,222.0,,97.55,,0.0,24024658.8,0.0,2015-06-24,159.0,13.49,,,,,,,1000.0,SUR,,,,,
EQOB,2015-01-16,АИЖК 7об,RU000A0JNPJ7,11.0,155484450.0,89.1,96.99,89.3,89.3,0.11,89.1,21.66,89.1,349011.0,89.1,89.1,89.1,155484450.0,155484450.0,155484450.0,2016-07-15,338.0,21.96,,,,,,,500.0,SUR,,,,,RUR
EQOB,2015-01-16,МГор48-об,RU000A0JNYN1,21.0,66136423.0,60.8,61.4,61.0,61.0,6.9,60.99,16.07,61.0,108432.0,60.99,60.99,60.99,66136423.0,66136423.0,66136423.0,2022-06-11,1974.0,16.08,,,,,,,1000.0,SUR,,,,,RUB
EQOB,2015-01-16,РСХБ 3,RU000A0JP2G4,1.0,919.9,91.99,91.99,91.99,91.99,34.61,91.99,17.29,91.99,1.0,93.99,94.0,93.99,687069.9,593119.9,687069.9,2017-02-09,369.0,17.29,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-01-16,ГСС 01,RU000A0JP518,16.0,8169867.9,97.17,98.0,98.0,98.0,39.45,97.98,25.7,97.17,8338.0,97.98,97.98,97.98,8169867.9,8169867.9,8169867.9,2017-03-26,62.0,25.85,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-01-16,МДМ Банк 8,RU000A0JPQA9,9.0,12926550.0,97.5,97.5,97.5,97.5,24.41,97.5,21.61,97.5,13258.0,97.5,97.5,97.5,18948891.0,17782050.0,18948891.0,2015-04-09,83.0,21.61,,,,,,,1000.0,SUR,,,,,
EQOB,2015-01-16,МГор56-об,RU000A0JPZ50,16.0,4530955.7,85.0,86.0,85.85,85.85,22.25,85.23,17.7,85.9,5316.0,85.23,85.23,85.23,4530955.7,4530955.7,4530955.7,2016-09-22,575.0,18.23,,,,,,,1000.0,SUR,,,,,RUR
EQOB,2015-01-16,РЖД-11обл,RU000A0JQ177,7.0,62539.0,93.25,94.0,94.0,94.0,12.39,93.34,16.29,93.25,67.0,93.1,93.1,93.1,14025807.2,14025807.2,14025807.2,2015-11-18,299.0,17.28,,,,,,,1000.0,SUR,,,,,
EQOB,2015-01-16,РЖД-14обл,RU000A0JQ4U0,1.0,9855000.0,98.55,98.55,98.55,98.55,21.72,98.55,15.1,98.55,10000.0,98.46,98.46,98.46,22622921.8,22393785.5,22622921.8,2015-04-07,81.0,15.1,,,,,,,1000.0,SUR,,,,,
EQOB,2015-01-16,РЖД-12обл,RU000A0JQ5Q5,3.0,9619385.6,86.39,86.63,86.63,86.63,13.2,86.63,17.96,86.63,11104.0,86.61,86.61,86.61,16049005.8,16047273.6,16049005.8,2019-05-16,624.0,17.96,,,,,,,1000.0,SUR,,,,,RUB
